,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Cash & Equivalents,291.33,316.89,282.47,305.76,263.91,237.16,226.18,203.51,208.88,204.12
1,Trading Asset Securities,-,-,-,9.9,-,-,-,-,-,-
2,Cash & Short-Term Investments,291.33,316.89,282.47,315.66,263.91,237.16,226.18,203.51,208.88,204.12
3,Cash Growth,3.14%,0.39%,7.03%,33.10%,16.68%,16.53%,8.28%,-0.30%,-0.50%,16.87%
4,Accounts Receivable,38.71,26,34.02,37.74,58.65,79.68,106.06,81.93,58.62,61.92
5,Other Receivables,0.15,0.15,-,0.28,-,-,-,-,-,-
6,Receivables,38.86,26.15,34.02,38.02,58.65,79.68,106.06,81.93,58.62,61.92
7,Inventory,23.38,16.97,26.71,30.27,47.28,65.9,52.32,67.08,27.94,24.39
8,Prepaid Expenses,18.97,13.58,22.77,23.75,18.3,12.04,10.06,4.98,8.75,8.29
9,Restricted Cash,0.07,0.08,0.03,0.12,-,0.27,0.93,0.92,-,-
10,Total Current Assets,372.62,373.66,365.99,407.82,388.14,395.06,395.54,358.42,304.18,298.72
11,"Property, Plant & Equipment",233.89,252.26,273.13,285.51,256.22,251.09,215.24,81.7,76.24,78.41
12,Long-Term Investments,-,-,-,-,9.86,9.88,9.95,10.59,10.03,10.04
13,Other Intangible Assets,1.26,1.26,2.14,2.14,2.14,2.14,2.7,2.7,2.7,2.7
14,Long-Term Deferred Tax Assets,-,-,0.06,0.06,7.02,7.94,6.71,4.69,3.56,3.77
15,Other Long-Term Assets,7.66,5.26,4.99,3.29,48.07,53.13,55.43,32.11,25.7,17.18
16,Total Assets,615.43,632.44,646.31,698.81,711.43,719.23,685.58,490.21,422.41,410.83
17,Accounts Payable,9.76,9.64,16.34,9.33,21.64,31.56,34.4,28.92,16,15.95
18,Accrued Expenses,-,-,-,-,-,-,-,35.45,-,27.29
19,Current Portion of Leases,9.71,8.9,10.04,7.82,7.36,7.51,3.77,10.09,11.39,11.42
20,Current Income Taxes Payable,11.12,11.52,11.9,46.63,45.83,45.46,29.97,28.99,18.62,21.39
21,Current Unearned Revenue,-,-,-,-,-,-,-,1.09,-,3.5
22,Other Current Liabilities,25.1,22.93,29.47,35.29,41.02,44.64,67.45,0.31,32.45,0.23
23,Total Current Liabilities,55.68,52.98,67.75,99.06,115.85,129.18,135.58,104.84,78.46,79.79
24,Long-Term Leases,90.57,97.39,103.85,108.03,109.37,121.09,128.4,0.08,2.71,7.85
25,Long-Term Deferred Tax Liabilities,0.41,0.41,0.41,0.41,-,-,3.7,0.01,0.07,0.07
26,Other Long-Term Liabilities,2.16,1.91,2.48,2.21,2.62,1.6,-,-,-,-
27,Total Liabilities,148.81,152.69,174.49,209.71,227.84,251.87,267.69,104.93,81.23,87.71
28,Common Stock,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
29,Additional Paid-In Capital,474.91,474.91,479.71,479.71,479.71,479.71,479.71,479.71,479.71,479.71
30,Retained Earnings,330.16,339.38,327.89,342.87,342.02,308.58,252.31,220.64,177.54,166.81
31,Comprehensive Income & Other,-343.26,-339.34,-340.58,-338.29,-342.94,-325.73,-318.93,-319.88,-320.88,-328.21
32,Shareholders' Equity,466.62,479.74,471.82,489.1,483.59,467.36,417.89,385.28,341.18,323.12
33,Total Liabilities & Equity,615.43,632.44,646.31,698.81,711.43,719.23,685.58,490.21,422.41,410.83
34,Total Debt,100.28,106.28,113.89,115.86,116.74,128.6,132.17,10.17,14.09,19.28
35,Net Cash (Debt),191.05,210.6,168.58,199.8,147.17,108.56,94.01,193.34,194.79,184.85
36,Net Cash Growth,13.33%,5.40%,14.55%,84.05%,56.56%,-43.85%,-51.74%,4.60%,5.76%,5.84%
37,Net Cash Per Share,0.40,0.44,0.35,0.42,0.31,0.23,0.20,0.40,0.41,0.39
38,Filing Date Shares Outstanding,480,480,480,480,480,480,480,480,480,480
39,Total Common Shares Outstanding,480,480,480,480,480,480,480,480,480,480
40,Working Capital,316.94,320.67,298.25,308.75,272.29,265.88,259.96,253.58,225.73,218.93
41,Book Value Per Share,0.97,1.00,0.98,1.02,1.01,0.97,0.87,0.80,0.71,0.67
42,Tangible Book Value,465.35,478.48,469.69,486.96,481.45,465.23,415.19,382.58,338.48,320.42
43,Tangible Book Value Per Share,0.97,1.00,0.98,1.01,1.00,0.97,0.86,0.80,0.71,0.67
44,Buildings,-,-,-,-,-,0.45,-,0.46,-,0.41
45,Machinery,-,205.74,-,206.4,-,249.57,-,221.84,-,191.44
46,Leasehold Improvements,-,34.9,-,32.67,-,14.85,-,0.39,-,0.4
