,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Market Capitalization,180,170,161,283,370,374,298,322,312,288,180
1,Market Cap Growth,-39.83%,-39.83%,-56.49%,-24.36%,24.19%,16.42%,-4.62%,11.67%,73.33%,51.90%,-26.47%
2,Enterprise Value,-11,-40,-8,83,222,266,204,128,117,103,-4
3,Last Close Price,0.38,0.35,0.30,0.52,0.64,0.64,0.46,0.49,0.45,0.41,0.24
4,PE Ratio,12.61,11.94,9.38,16.59,4.77,2.86,2.57,3.18,4.01,6.49,4.01
5,PS Ratio,0.71,0.68,0.54,0.83,0.69,0.58,0.45,0.56,0.82,0.97,0.58
6,PB Ratio,0.39,0.37,0.34,0.60,0.76,0.77,0.64,0.77,0.81,0.84,0.56
7,P/TBV Ratio,0.37,0.37,0.34,0.60,0.76,0.78,0.64,0.77,0.82,0.85,0.56
8,P/FCF Ratio,8.28,-,7.85,-,3.48,4.84,4.75,5.88,9.34,7.41,3.44
9,P/OCF Ratio,6.29,-,6.44,-,1.85,2.14,2.30,4.45,6.65,6.43,2.60
10,EV/Sales Ratio,-,-,-,0.24,0.42,0.41,0.31,0.22,0.31,0.35,-
11,EV/EBITDA Ratio,-,-,-,1.75,1.72,1.35,1.13,0.97,1.25,1.56,-
12,EV/EBIT Ratio,-,-,-,-,2.07,1.45,1.21,1.05,1.38,1.79,-
13,EV/FCF Ratio,-0.51,-,-,-,2.09,3.44,3.25,2.34,3.51,2.66,-
14,Debt / Equity Ratio,0.21,0.21,0.22,0.24,0.24,0.24,0.28,0.32,0.03,0.04,0.06
15,Debt / FCF Ratio,4.61,-,5.19,-,1.09,1.51,2.05,2.42,0.30,0.36,0.37
16,Return on Capital Employed (ROCE),0.75%,-,1.09%,-,17.89%,30.69%,28.56%,22.29%,22.01%,16.74%,18.09%
17,Earnings Yield,7.93%,8.38%,10.66%,6.03%,20.96%,34.99%,38.90%,31.46%,24.95%,15.40%,24.92%
18,FCF Yield,12.08%,12.76%,12.74%,10.12%,28.73%,20.65%,21.05%,17.01%,10.71%,13.49%,29.06%
19,Dividend Yield,9.33%,10.13%,11.48%,10.12%,10.10%,14.14%,18.54%,11.85%,12.28%,12.34%,18.86%
20,Total Shareholder Return,9.33%,10.13%,11.48%,10.12%,10.10%,14.14%,18.54%,11.85%,12.28%,12.34%,18.86%
