,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,775.65,1446,909.82,751.18,365.27,574.52,362.07,643.54,357.89,602.68
1,Revenue Growth (YoY),-14.75%,92.46%,149.08%,30.75%,0.88%,-10.73%,1.17%,6.78%,21.40%,-
2,Cost of Revenue,600.29,1141,763.89,608.82,313.87,444.49,280.88,492.62,270.38,441.61
3,Gross Profit,175.36,304.91,145.93,142.36,51.39,130.03,81.2,150.93,87.51,161.06
4,"Selling, General & Admin",50.48,60.65,49.82,59.87,45.77,61.42,41.75,42.31,33.56,42.73
5,Other Operating Expenses,-7.16,-0.02,-4.27,-1.9,-4.68,-11.51,-5.74,0.5,-3.87,1.39
6,Operating Expenses,103.33,129.9,69.95,139.1,98.7,100.53,49.41,69.42,44.42,107.49
7,Operating Income,72.04,175.02,75.99,3.26,-47.31,29.5,31.79,81.51,43.08,53.57
8,Interest Expense,-24.96,-32.81,-32.33,-32.98,-33.03,-20.2,-17.27,-19.13,-18.93,-20.41
9,Interest & Investment Income,-,6.45,-,5.72,-,5.14,-,4.79,-,4.88
10,Earnings From Equity Investments,0.07,-5.44,2.42,-8.16,5.1,2.63,5.16,6.25,4.13,6.85
11,Currency Exchange Gain (Loss),-,-0.28,-,-4.11,-3.27,-0.17,-,-2.33,-,0.49
12,Other Non Operating Income (Expenses),-,-16.45,-,0.26,-,-0.21,-,0.95,-,0.7
13,EBT Excluding Unusual Items,47.14,126.49,46.08,-36.01,-78.51,16.69,19.68,72.03,28.28,46.08
14,Gain (Loss) on Sale of Assets,-,0.09,-,-0.23,-,0.11,-,-0.07,-,0.06
15,Other Unusual Items,-,-,-,-,-,0.53,-,-0.88,-,-
16,Pretax Income,47.14,126.58,46.08,-36.24,-78.51,17.33,19.68,71.08,28.28,46.14
17,Income Tax Expense,3.73,16.84,2.59,-7.81,-10.25,0.4,3.19,23.45,6.96,19.28
18,Earnings From Continuing Operations,43.41,109.73,43.49,-28.43,-68.26,16.92,16.49,47.63,21.32,26.85
19,Minority Interest in Earnings,-9.15,-11.63,-6.39,-2.67,3.02,0.3,-0.16,-0.31,-0.13,0.09
20,Net Income,34.26,98.1,37.1,-31.1,-65.24,17.23,16.33,47.32,21.19,26.94
21,Net Income to Common,34.26,98.1,37.1,-31.1,-65.24,17.23,16.33,47.32,21.19,26.94
22,Net Income Growth,-7.66%,-,-,-,-,-63.59%,-22.93%,75.64%,-6.06%,-
23,Shares Outstanding (Basic),825,825,825,825,825,825,820,660,660,-
24,Shares Outstanding (Diluted),825,825,825,825,825,825,820,660,660,-
25,Shares Change (YoY),-,-,-,-0.01%,0.67%,25.01%,24.17%,-,-,-
26,EPS (Basic),0.04,0.12,0.04,-0.04,-0.08,0.02,0.02,0.07,0.03,-
27,EPS (Diluted),0.04,0.12,0.04,-0.04,-0.08,0.02,0.02,0.07,0.03,-
28,EPS Growth,-7.66%,-,-,-,-,-70.87%,-37.93%,-,-,-
29,Free Cash Flow,-186.93,244.21,-34.84,216.99,-130.69,-8.31,-96.94,212.08,-74.49,43.47
30,Free Cash Flow Per Share,-0.23,0.30,-0.04,0.26,-0.16,-0.01,-0.12,0.32,-0.11,-
31,Operating Margin,9.29%,12.11%,8.35%,0.43%,-12.95%,5.14%,8.78%,12.67%,12.04%,8.89%
32,Profit Margin,4.42%,6.79%,4.08%,-4.14%,-17.86%,3.00%,4.51%,7.35%,5.92%,4.47%
33,Free Cash Flow Margin,-24.10%,16.89%,-3.83%,28.89%,-35.78%,-1.45%,-26.77%,32.96%,-20.81%,7.21%
34,EBITDA,77.19,180.1,80.59,7.34,-43.26,30.94,33.11,83.15,44.44,55.04
35,D&A For EBITDA,5.15,5.08,4.61,4.07,4.05,1.43,1.33,1.64,1.36,1.47
36,EBIT,72.04,175.02,75.99,3.26,-47.31,29.5,31.79,81.51,43.08,53.57
