,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,6353,7989,6751,4015,3080,1301,759,572,-,-,-
1,Market Cap Growth,98.97%,98.97%,119.20%,208.67%,305.80%,127.40%,-,-,-,-,-
2,Enterprise Value,7354,8781,7615,4629,3744,1880,1275,983,-,-,-
3,Last Close Price,7.70,9.66,8.16,4.85,3.72,1.57,0.92,0.69,-,-,-
4,PE Ratio,44.67,56.17,45.32,619.39,-,-,18.43,7.47,-,-,-
5,PS Ratio,2.66,3.35,2.60,2.24,2.44,1.18,0.66,0.47,-,-,-
6,PB Ratio,8.90,9.37,7.96,5.62,2.97,2.01,1.02,0.82,-,-,-
7,P/TBV Ratio,11.32,11.32,9.46,6.76,3.15,2.04,1.05,0.84,-,-,-
8,P/FCF Ratio,103.20,-,29.27,-,31.57,-,-,-,-,-,-
9,P/OCF Ratio,108.80,-,27.66,-,27.42,-,-,-,-,-,-
10,EV/Sales Ratio,3.08,3.68,2.93,2.58,2.97,1.71,1.11,0.81,-,-,-
11,EV/EBITDA Ratio,26.72,31.76,26.52,48.72,-92.18,-,16.21,7.03,-,-,-
12,EV/EBIT Ratio,28.32,33.08,27.54,54.06,-75.18,-,16.94,7.22,-,-,-
13,EV/FCF Ratio,119.48,-,33.02,-,38.37,-,-,-,-,-,-
14,Debt / Equity Ratio,1.09,1.09,1.05,1.24,1.15,1.07,0.84,0.90,0.99,1.23,1.27
15,Debt / FCF Ratio,15.09,-,3.87,-,12.25,-,-,-,3.50,-,13.19
16,Return on Capital Employed (ROCE),27.71%,27.71%,29.15%,10.54%,-4.36%,-,9.55%,17.62%,22.96%,18.78%,18.89%
17,Earnings Yield,2.24%,1.78%,2.21%,0.16%,-3.54%,-4.32%,5.43%,13.38%,-,-,-
18,FCF Yield,0.97%,0.77%,3.42%,4.90%,3.17%,-12.52%,-17.02%,24.21%,-,-,-
19,Buyback Yield / Dilution,-,-,-,0.01%,-0.67%,-25.01%,-24.17%,-,-,-,
20,Total Shareholder Return,0.33%,-,-,-,0.01%,-0.67%,-25.01%,-24.17%,-,-,-
