,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,52.26,74.1,52.29,27.95,34.84,40.34,31.12,42.32,22.46,45.8
1,Revenue Growth (YoY),-0.05%,165.16%,50.07%,-30.72%,11.97%,-4.67%,38.56%,-7.60%,42.67%,2.40%
2,Cost of Revenue,38.8,59.2,42.66,20.96,28.44,31.71,27.52,30.4,18.69,39.83
3,Gross Profit,13.46,14.9,9.63,6.99,6.4,8.63,3.6,11.92,3.77,5.96
4,"Selling, General & Admin",24.02,25.03,18.16,17.9,15.38,21.1,12.43,16.77,8.7,14.59
5,Research & Development,2.3,7.48,2.28,5.75,-,6.89,-,6.72,-,5.09
6,Operating Expenses,26.33,32.63,20.44,23.22,15.38,28.47,12.43,23.94,8.7,13.22
7,Operating Income,-12.87,-17.73,-10.81,-16.23,-8.97,-19.85,-8.84,-12.02,-4.93,-7.26
8,Interest Expense,-0.21,-0.25,-0.25,-0.1,-0.15,-0.1,-0.18,-0.12,-0.03,-0.03
9,Interest & Investment Income,1.43,1.79,0.06,0.27,0.06,0.02,0.06,0.12,0.15,0.11
10,Earnings From Equity Investments,0,0,0.01,0.01,0.01,0.09,-,-0.6,-,-
11,Currency Exchange Gain (Loss),0.13,-0.11,0.54,0.2,0.46,-0.25,-0.07,0.32,-0.21,-0.29
12,Other Non Operating Income (Expenses),1.71,0.54,0.44,0.03,0.02,-0.01,0.05,0,-0,-0.14
13,EBT Excluding Unusual Items,-9.81,-15.76,-10.01,-15.84,-8.58,-20.1,-8.97,-12.29,-5.02,-7.6
14,Gain (Loss) on Sale of Assets,-,-0.09,0.01,-0.22,-,2.09,6.59,-,-,-
15,Asset Writedown,-,-,-,0.07,-0.07,0.19,-0.19,-4.58,-,-14.88
16,Other Unusual Items,0.15,0.19,0.22,0.9,0.21,0.88,0.06,0.17,0.33,0.72
17,Pretax Income,-9.66,-15.65,-9.78,-15.09,-8.44,-16.94,-2.52,-16.71,-4.69,-21.76
18,Income Tax Expense,-,-,-,-,-,-,-,0.09,-0.09,0.26
19,Earnings From Continuing Operations,-9.66,-15.65,-9.78,-15.09,-8.44,-16.94,-2.52,-16.8,-4.6,-22.02
20,Minority Interest in Earnings,-,-,-,-,-,1.63,5.53,0.4,-0.03,-0.4
21,Net Income,-9.66,-15.65,-9.78,-15.09,-8.44,-15.31,3.01,-16.4,-4.63,-22.42
22,Net Income to Common,-9.66,-15.65,-9.78,-15.09,-8.44,-15.31,3.01,-16.4,-4.63,-22.42
23,Shares Outstanding (Basic),593,494,494,494,494,494,494,493,495,495
24,Shares Outstanding (Diluted),593,494,494,494,494,494,494,493,495,495
25,Shares Change (YoY),20.00%,-,-,-,-,0.26%,-0.26%,-0.50%,-0.01%,-0.54%
26,EPS (Basic),-0.02,-0.03,-0.02,-0.03,-0.02,-0.03,0.01,-0.03,-0.01,-0.05
27,EPS (Diluted),-0.02,-0.03,-0.02,-0.03,-0.02,-0.03,0.01,-0.03,-0.01,-0.05
28,Free Cash Flow,-16.67,-2.8,-1.35,-6.69,-1.31,0.75,-32.79,-19.87,-7.18,9.72
29,Free Cash Flow Per Share,-0.03,-0.01,-0.00,-0.01,-0.00,0.00,-0.07,-0.04,-0.01,0.02
30,Operating Margin,-24.62%,-23.92%,-20.67%,-58.07%,-25.75%,-49.20%,-28.39%,-28.40%,-21.94%,-15.85%
31,Profit Margin,-18.48%,-21.12%,-18.71%,-54.00%,-24.22%,-37.94%,9.67%,-38.75%,-20.62%,-48.94%
32,Free Cash Flow Margin,-31.90%,-3.78%,-2.57%,-23.95%,-3.75%,1.85%,-105.38%,-46.95%,-31.96%,21.23%
33,EBITDA,-9.92,-14.8,-7.84,-12.71,-6.55,-17.92,-5.91,-10.23,-0.88,-2.92
34,D&A For EBITDA,2.95,2.93,2.97,3.52,2.43,1.93,2.92,1.79,4.05,4.34
35,EBIT,-12.87,-17.73,-10.81,-16.23,-8.97,-19.85,-8.84,-12.02,-4.93,-7.26
