,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,551.68,562.21,398.64,560.92,679.98,663.39,424.98,652.12,614.03,398.88,376.32,-,578.51,507.35,390.72,-,687.76,398.16,143.84,505.86,Upgrade
1,Other Revenue,-5.77,5.77,-,10.91,-4.17,4.17,-,11.32,-6.09,6.09,-,-,-4.13,4.13,-,-,-58.81,58.81,-,9.06,Upgrade
2,Revenue,545.91,567.98,398.64,571.82,675.81,667.56,424.98,663.45,607.94,404.97,376.32,-,574.38,511.48,390.72,-,628.95,456.97,143.84,514.92,Upgrade
3,Revenue Growth (YoY),-19.22%,-14.92%,-6.20%,-13.81%,11.16%,64.84%,12.93%,-,5.84%,-20.82%,-3.69%,-,-8.68%,11.93%,171.63%,-,16.15%,-16.45%,-57.61%,1.60%,Upgrade
4,Cost of Revenue,544.76,531.4,378.41,564.54,602.27,591.82,405.49,646.32,560.9,371.44,317.04,-,377.89,432.3,327.21,-,476.19,343.75,100.1,380.51,Upgrade
5,Gross Profit,1.14,36.58,20.24,7.28,73.54,75.74,19.49,17.13,47.04,33.54,59.28,-,196.49,79.18,63.51,-,152.76,113.22,43.75,134.41,Upgrade
6,"Selling, General & Admin",23.99,25.45,21.28,36.79,24.01,25.31,24.66,29.37,27.69,21.72,27.73,-,160.06,22.78,38.73,-,73.92,71.1,46.31,91.79,Upgrade
7,Research & Development,10.52,7.01,0.8,-6.31,14.56,12.91,6.97,8.14,6.46,4.58,4,-,6.99,8.2,5.33,-,6.59,4.9,5.27,11.63,Upgrade
8,Other Operating Expenses,-10.14,1.98,-0.87,-4.09,-9.22,-9.62,-4.03,-4.52,-6.91,-3.83,-2.34,-,-2.7,-3.9,-4.58,-,-6.64,-0.72,0.21,-2.75,Upgrade
9,Operating Expenses,24.38,35.28,21.22,24.86,29.25,29.33,27.63,34.27,27.13,21.62,29.39,-,164.44,26.65,39.48,-,73.77,75.38,51.78,99.34,Upgrade
10,Operating Income,-23.24,1.3,-0.98,-17.58,44.29,46.41,-8.15,-17.14,19.91,11.92,29.89,-,32.06,52.52,24.02,-,78.99,37.85,-8.04,35.07,Upgrade
11,Interest Expense,-1.98,-2.14,-2.12,-2.15,-2.01,-1.7,-4.88,-5.17,-3.52,-3.32,-3.74,-,-4.13,-4.06,-5.33,-,-6.4,-6.61,-8.2,-6.67,Upgrade
12,Interest & Investment Income,1.74,1.43,3.25,3.15,2.62,1.48,3.3,0.08,3.26,5.59,6.52,-,3.32,2.71,3.8,-,5.24,10.59,5.41,8.36,Upgrade
13,Currency Exchange Gain (Loss),0.07,-0.07,-,1.98,-2.95,2.95,-,-21.35,4.64,-4.64,-,-,0.01,-0.01,-,-,0.1,-0.1,-,0.37,Upgrade
14,Other Non Operating Income (Expenses),0.25,-0.09,-0.14,-2.71,2.04,-2.76,2.99,20.96,-19.26,-1.18,-1.21,-,-0.15,2.73,-3.29,-,1.05,1.39,0.06,-1.15,Upgrade
15,EBT Excluding Unusual Items,-23.16,0.44,-0,-17.31,43.98,46.38,-6.74,-22.62,5.03,8.37,31.46,-,31.11,53.89,19.2,-,78.98,43.11,-10.77,35.97,Upgrade
16,Impairment of Goodwill,-,-,-,-11.03,-,-,-,-4.79,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Gain (Loss) on Sale of Investments,-1.51,-0.27,-0.64,-4.3,-0.76,-0.82,-3.18,17.24,-,-0.86,-,-,-0.24,-1.65,-1.99,-,-0.01,-1.77,-1.33,2.77,Upgrade
18,Gain (Loss) on Sale of Assets,0.45,-0.2,-,-0.57,0.17,-0.11,-,-2.03,1.08,-0.91,-0.02,-,-0.16,-0.14,-0.14,-,0.75,-0.75,-,-5.88,Upgrade
19,Asset Writedown,0.04,-,-,-0,0,-,-,-1.3,-,-,-,-,-,-,-,-,-,-,-,-0,Upgrade
20,Legal Settlements,-,-,-,-1.67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Other Unusual Items,-7.77,7.05,0.71,8.39,-,-,-,10.28,-,-,-,-,-0.03,0.03,-,-,-,-,-,5.71,Upgrade
22,Pretax Income,-31.95,7.03,0.08,-26.49,43.38,45.44,-9.91,-3.22,6.11,6.6,31.44,-,30.68,52.13,17.07,-,79.72,40.6,-12.1,38.56,Upgrade
23,Income Tax Expense,-0.06,-0.01,0.14,-0.21,-0.02,-0.21,0.33,-0.68,-0.27,-2.59,-0.17,-,0.07,-0.6,-0.42,-,2.31,1.58,0.73,2.96,Upgrade
24,Earnings From Continuing Operations,-31.89,7.04,-0.07,-26.28,43.4,45.66,-10.24,-2.53,6.38,9.18,31.61,-,30.61,52.73,17.49,-,77.4,39.02,-12.83,35.6,Upgrade
25,Minority Interest in Earnings,0.01,0.15,-0.11,-0.16,-0.09,-0.11,0.11,0.28,0.04,0.16,0.23,-,0.15,-0.05,0.29,-,1.38,1.13,1.2,1.88,Upgrade
26,Net Income,-31.88,7.19,-0.17,-26.44,43.31,45.55,-10.13,-2.26,6.42,9.34,31.85,-,30.76,52.68,17.79,-,78.79,40.15,-11.63,37.48,Upgrade
27,Net Income to Common,-31.88,7.19,-0.17,-26.44,43.31,45.55,-10.13,-2.26,6.42,9.34,31.85,-,30.76,52.68,17.79,-,78.79,40.15,-11.63,37.48,Upgrade
28,Net Income Growth,-,-84.20%,-,-,574.36%,387.44%,-,-,-79.12%,-82.26%,79.04%,-,-60.96%,31.20%,-,-,85.39%,-32.69%,-,30.83%,Upgrade
29,Shares Outstanding (Basic),1985,543,861,809,1013,1235,1126,1135,1341,922,1137,-,1102,1237,1112,-,1675,738,1163,1220,Upgrade
30,Shares Outstanding (Diluted),1985,543,861,809,1013,1235,1126,1135,1341,922,1137,-,1102,1237,1112,-,1675,738,1163,1220,Upgrade
31,Shares Change (YoY),95.94%,-56.02%,-23.51%,-28.73%,-24.47%,33.90%,-0.99%,-,21.74%,-25.47%,2.31%,-,-34.23%,67.53%,-4.42%,-,57.70%,-31.75%,-0.55%,0.29%,Upgrade
32,EPS (Basic),-0.02,0.01,-0.00,-0.03,0.04,0.04,-0.01,-0.00,0.00,0.01,0.03,-,0.03,0.04,0.02,-,0.05,0.05,-0.01,0.03,Upgrade
33,EPS (Diluted),-0.02,0.01,-0.00,-0.03,0.04,0.04,-0.01,-0.00,0.00,0.01,0.03,-,0.03,0.04,0.02,-,0.05,0.05,-0.01,0.03,Upgrade
34,EPS Growth,-,-64.09%,-,-,792.88%,264.02%,-,-,-82.85%,-76.20%,75.00%,-,-40.64%,-21.69%,-,-,17.56%,-1.37%,-,29.91%,Upgrade
35,Free Cash Flow,83.69,-169.36,-213.23,137.92,87.95,108.3,4.32,74.37,-96.17,30.75,-36.03,-,-141.95,-24.96,49.54,-,59.5,83.51,-79.69,-2.4,Upgrade
36,Free Cash Flow Per Share,0.04,-0.31,-0.25,0.17,0.09,0.09,0.00,0.07,-0.07,0.03,-0.03,-,-0.13,-0.02,0.04,-,0.04,0.11,-0.07,-0.00,Upgrade
37,Dividend Per Share,-,-,-,0.120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.060,Upgrade
38,Gross Margin,0.21%,6.44%,5.08%,1.27%,10.88%,11.35%,4.59%,2.58%,7.74%,8.28%,15.75%,-,34.21%,15.48%,16.25%,-,24.29%,24.78%,30.41%,26.10%,Upgrade
39,Operating Margin,-4.26%,0.23%,-0.25%,-3.07%,6.55%,6.95%,-1.92%,-2.58%,3.27%,2.94%,7.94%,-,5.58%,10.27%,6.15%,-,12.56%,8.28%,-5.59%,6.81%,Upgrade
40,Profit Margin,-5.84%,1.27%,-0.04%,-4.62%,6.41%,6.82%,-2.38%,-0.34%,1.06%,2.31%,8.46%,-,5.35%,10.30%,4.55%,-,12.53%,8.79%,-8.09%,7.28%,Upgrade
41,Free Cash Flow Margin,15.33%,-29.82%,-53.49%,24.12%,13.01%,16.22%,1.02%,11.21%,-15.82%,7.59%,-9.57%,-,-24.71%,-4.88%,12.68%,-,9.46%,18.27%,-55.40%,-0.47%,Upgrade
42,EBITDA,21.51,44.34,43.76,27.17,78.53,92.59,26.1,17.1,50.42,43.93,60.4,-,62.06,83.02,54.03,-,108.09,67.76,21.06,64.17,Upgrade
43,EBITDA Margin,3.94%,7.81%,10.98%,4.75%,11.62%,13.87%,6.14%,2.58%,8.29%,10.85%,16.05%,-,10.80%,16.23%,13.83%,-,17.19%,14.83%,14.64%,12.46%,Upgrade
44,D&A For EBITDA,44.75,43.04,44.75,44.75,34.24,46.18,34.24,34.24,30.51,32.01,30.51,30.51,30,30.5,30,30,29.1,29.91,29.1,29.1,Upgrade
45,EBIT,-23.24,1.3,-0.98,-17.58,44.29,46.41,-8.15,-17.14,19.91,11.92,29.89,-,32.06,52.52,24.02,-,78.99,37.85,-8.04,35.07,Upgrade
46,EBIT Margin,-4.26%,0.23%,-0.25%,-3.07%,6.55%,6.95%,-1.92%,-2.58%,3.27%,2.94%,7.94%,-,5.58%,10.27%,6.15%,-,12.56%,8.28%,-5.59%,6.81%,Upgrade
47,Effective Tax Rate,-,-,188.78%,-,-,-,-,-,-,-,-,-,0.24%,-,-,-,2.90%,3.89%,-,7.69%,Upgrade
48,Revenue as Reported,545.91,567.98,398.64,571.82,675.81,667.56,424.98,663.45,607.94,404.97,376.32,-,574.38,511.48,390.72,-,628.95,456.97,143.84,514.92,Upgrade
