,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H1 2020,H2 2019
,Period Ending,"Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Aug '21 Aug 31, 2021","Feb '21 Feb 28, 2021","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,1380,267.7,855.06,404.02,1081,578.08,775.79,834.89,673.98,559.01
1,Short-Term Investments,35.44,28.86,30.4,40.42,57.43,109.03,157.16,297.5,100.46,153.57
2,Trading Asset Securities,-,28.75,48.79,47.01,2.53,2,-,514.18,-,-
3,Cash & Short-Term Investments,1415,325.31,934.25,491.45,1141,689.11,932.94,1647,774.44,712.58
4,Cash Growth,51.46%,-33.81%,-18.15%,-28.68%,22.35%,-58.15%,20.47%,131.07%,100.58%,89.94%
5,Accounts Receivable,4.05,21.52,14.58,33.45,10.89,74.61,54.67,-,-,-
6,Receivables,4.05,21.52,14.58,33.45,10.89,74.61,54.67,-,-,-
7,Prepaid Expenses,7.72,5.84,11.96,16.33,11.13,14.13,14.4,14.15,5.84,8.78
8,Other Current Assets,913.1,688.45,232.13,490,312.87,412.91,339.88,119.19,354.05,430.38
9,Total Current Assets,2340,1041,1193,1031,1476,1191,1342,1780,1134,1152
10,"Property, Plant & Equipment",7050,6653,6519,6225,5993,5577,4931,3671,3575,3567
11,Long-Term Investments,-,-,-,-,110,-,-,-,-,-
12,Goodwill,751.51,752.02,752.02,752.02,752.02,752.02,371.57,242.25,241.73,225.38
13,Other Intangible Assets,351.09,373.94,268.52,241.07,213.41,270.33,236.21,197.26,159.98,150.4
14,Long-Term Deferred Tax Assets,-,-,-,-,-,11.2,9.79,-,-,-
15,Other Long-Term Assets,524.29,420.41,510.44,541.33,528.08,436.39,1042,776.64,791.55,906.88
16,Total Assets,11017,9240,9243,8791,9073,8238,7932,6667,5902,6001
17,Accrued Expenses,133.18,62.36,97.77,53.15,99.77,69.55,82.89,89.2,116.2,120.3
18,Short-Term Debt,1149,546.88,307.97,417.08,806.09,-,986.99,629.08,-,-
19,Current Portion of Long-Term Debt,352.82,815.6,845.59,363.11,323.75,628.19,227.79,482.02,815.48,691.47
20,Current Portion of Leases,4.1,6.21,6.41,6.47,4.86,1.62,6.71,10.4,8.56,7.41
21,Current Income Taxes Payable,168.3,197.26,149.3,118.7,79.72,78.45,67.31,45.7,33.02,44.26
22,Current Unearned Revenue,1792,1160,1469,1025,1105,961.3,422.96,679.51,161.56,750.49
23,Other Current Liabilities,733.21,691.56,780.06,750.43,744.32,888.52,814.43,635,741.17,510.58
24,Total Current Liabilities,4333,3480,3656,2734,3163,2628,2609,2571,1876,2125
25,Long-Term Debt,2013,1398,1555,1984,2190,1990,1786,911.25,1107,778.1
26,Long-Term Leases,1.3,0.88,3.33,6.53,8.13,1.2,1.59,2.69,7.48,9.85
27,Long-Term Unearned Revenue,362.86,374.11,310.12,309.83,312.86,197.54,201.18,35.1,32.63,35.7
28,Long-Term Deferred Tax Liabilities,194.76,178.78,185.32,213.51,221.78,205.01,141.65,100.15,102.76,101.56
29,Total Liabilities,6905,5432,5710,5247,5896,5021,4740,3620,3125,3050
30,Common Stock,1.06,1.07,1.07,1.07,1.07,1.07,1.09,1.09,1.06,1.06
31,Additional Paid-In Capital,1122,1132,1132,1132,1153,1165,1208,1207,1002,1002
32,Retained Earnings,2871,2540,2252,2270,1879,1901,1556,1368,1201,1010
33,Treasury Stock,-8.05,-,-,-,-,-11.51,-,-,-,-
34,Comprehensive Income & Other,125.93,135.41,147.83,141.02,142.97,160.81,247.64,277.73,278.7,472.53
35,Total Common Equity,4112,3808,3533,3544,3177,3217,3012,2854,2483,2486
36,Minority Interest,-,-,-,-,-,-,179.98,193.01,294.17,466.13
37,Shareholders' Equity,4112,3808,3533,3544,3177,3217,3192,3047,2777,2952
38,Total Liabilities & Equity,11017,9240,9243,8791,9073,8238,7932,6667,5902,6001
39,Total Debt,3521,2768,2718,2777,3333,2621,3009,2035,1938,1487
40,Net Cash (Debt),-2106,-2442,-1784,-2285,-2192,-1932,-2076,-388.86,-1164,-774.25
41,Net Cash Per Share,-1.36,-1.57,-1.15,-1.47,-1.39,-1.22,-1.22,-0.23,-0.76,-0.50
42,Filing Date Shares Outstanding,1544,1555,1555,1555,1562,1562,1586,1586,1541,1541
43,Total Common Shares Outstanding,1544,1555,1555,1555,1562,1562,1586,1586,1541,1541
44,Working Capital,-1993,-2439,-2464,-1702,-1687,-1437,-1267,-790.99,-741.66,-972.76
45,Book Value Per Share,2.66,2.45,2.27,2.28,2.03,2.06,1.90,1.80,1.61,1.61
46,Tangible Book Value,3009,2682,2512,2551,2211,2194,2405,2414,2081,2110
47,Tangible Book Value Per Share,1.95,1.72,1.62,1.64,1.42,1.40,1.52,1.52,1.35,1.37
48,Buildings,5421,-,4997,-,4376,-,3690,-,-,2813
49,Machinery,981.14,-,852.98,-,664.67,-,502.69,-,-,394.11
50,Construction In Progress,547.23,-,380,-,465.87,-,402.65,-,-,184.26
51,Leasehold Improvements,53.68,-,48.44,-,34.57,-,8.93,-,-,5.05
