,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Rental Revenue,8622,9460,3812,11697,9134,10504,1809,1692,1439,1866,Upgrade
1,Other Revenue,133.68,308.18,611.95,62.51,-34.57,-2785,3023,8817,1967,1666,Upgrade
2,Total Revenue,8756,9768,4424,11760,9100,7719,4832,10509,3406,3533,Upgrade
3,Revenue Growth (YoY,97.90%,-16.94%,-51.38%,52.34%,88.32%,-26.55%,41.88%,197.47%,-49.32%,-13.71%,Upgrade
4,Property Expenses,6097,6764,1732,9674,5042,5067,2532,7233,1419,1432,Upgrade
5,"Selling, General & Administrative",740.06,1047,726.29,962.34,754.05,997.21,655.95,813.83,582.42,927.95,Upgrade
6,Total Operating Expenses,6840,7816,2461,10644,5798,6066,3194,8052,2003,2362,Upgrade
7,Operating Income,1916,1952,1964,1116,3301,1653,1638,2457,1402,1171,Upgrade
8,Interest Expense,-727.99,-765.81,-792.28,-689.07,-562.73,-473.19,-380.53,-446.27,-512.03,-604.65,Upgrade
9,Interest & Investment Income,155.07,131.98,271.06,194.29,96.76,123.94,141.94,186.4,160.31,130.74,Upgrade
10,Currency Exchange Gain (Loss),-1.15,40.78,21.25,-25.12,-121.96,67.65,49.85,682.83,-85.63,-95.94,Upgrade
11,Other Non-Operating Income,68.77,22.03,50.6,81.37,73.31,-257.44,17.41,12.06,65.02,4.33,Upgrade
12,EBT Excluding Unusual Items,1411,1381,1514,677.18,2787,1114,1467,2892,1030,605.07,Upgrade
13,Gain (Loss) on Sale of Assets,-0.08,1646,-3.85,-1.78,10.05,87.01,-0.88,-4.06,-0.85,676.09,Upgrade
14,Asset Writedown,-52.36,-155.2,240.68,-757.02,-25.59,167.97,-76.4,-49.55,37.75,142.9,Upgrade
15,Other Unusual Items,-35.49,-895.34,-63.89,-89.02,-,-299.44,-,0.11,-0.11,-,Upgrade
16,Pretax Income,1323,1976,1687,-170.64,2771,1069,1390,2839,1067,1424,Upgrade
17,Income Tax Expense,564.13,1808,435.41,285.59,1214,534.94,439.02,1113,623.56,446.08,Upgrade
18,Earnings From Continuing Operations,758.72,167.73,1252,-456.23,1557,534.26,950.63,1726,443.35,977.98,Upgrade
19,Minority Interest in Earnings,-520.13,-645.65,-139.62,283.12,-518.34,-401.59,-138.53,-665.45,-187.92,-154.79,Upgrade
20,Net Income,238.6,-477.93,1112,-173.1,1038,132.67,812.1,1060,255.44,823.19,Upgrade
21,Preferred Dividends & Other Adjustments,96.01,142.07,152.26,162.21,172.38,154.51,198.59,70.4,140.8,64.75,Upgrade
22,Net Income to Common,142.59,-620,960.02,-335.31,866.09,-21.84,613.51,989.89,114.64,758.44,Upgrade
23,Net Income Growth,-78.55%,-,7.11%,-,27.87%,-87.49%,217.93%,28.80%,-73.52%,64.13%,Upgrade
24,Basic Shares Outstanding,15326,15326,15326,15326,15326,15326,15326,15326,15326,15326,Upgrade
25,Diluted Shares Outstanding,15326,15326,15326,15326,15326,15326,15326,15326,15326,15326,Upgrade
26,EPS (Basic),0.01,-0.04,0.06,-0.02,0.06,-0.00,0.04,0.06,0.01,0.05,Upgrade
27,EPS (Diluted),0.01,-0.04,0.06,-0.02,0.06,-0.00,0.04,0.06,0.01,0.05,Upgrade
28,EPS Growth,-85.15%,-,10.85%,-,41.17%,-,435.22%,30.52%,-86.94%,82.62%,Upgrade
29,Operating Margin,21.88%,19.98%,44.39%,9.49%,36.28%,21.41%,33.90%,23.38%,41.18%,33.13%,Upgrade
30,Profit Margin,1.63%,-6.35%,21.70%,-2.85%,9.52%,-0.28%,12.70%,9.42%,3.37%,21.47%,Upgrade
31,Free Cash Flow Margin,20.48%,37.00%,97.34%,35.19%,26.80%,11.53%,-126.39%,39.28%,-14.69%,10.34%,Upgrade
32,EBITDA,2009,2050,2066,1221,3407,1769,1759,2580,1526,1284,Upgrade
33,D&A For Ebitda,92.95,98.78,102.44,105.32,105.84,116.57,120.66,122.61,123.99,113.67,Upgrade
34,EBIT,1916,1952,1964,1116,3301,1653,1638,2457,1402,1171,Upgrade
35,Revenue as Reported,-,-,-,-,-,-,4672,10584,3525,3606,Upgrade
