,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,"Property, Plant & Equipment",4281,4358.0,4490,4620,4762,4898,5149,5285,5390,5529,Upgrade
1,Cash & Equivalents,19795,19432.0,16577,16895,12943,10353,9967,16050,14026,11752,Upgrade
2,Accounts Receivable,145.5,129.88,142.35,142.08,204.55,171.5,197.66,178.77,255.12,145.69,Upgrade
3,Other Receivables,2155,2155.0,1628,1336,1202,1296,1130,945.54,773.6,533.23,Upgrade
4,Investment In Debt and Equity Securities,0.51,0.51,0.51,242.36,0.51,0.51,0.51,0.51,0.51,53.64,Upgrade
5,Goodwill,184.3,184.3,184.3,184.3,184.3,184.3,184.3,184.3,184.3,184.3,Upgrade
6,Other Intangible Assets,105.81,106.92,105.88,109.95,114.8,107.73,114.11,119.11,117.78,126.43,Upgrade
7,Loans Receivable Current,2092,2030.0,2689,2011,1084,1792,1872,2038,2943,3199,Upgrade
8,Other Current Assets,45100,48085.0,45633,41179,46402,43508,42985,33912,27819,24337,Upgrade
9,Trading Asset Securities,-,127.73,-,-,-,-,-,-,-,-,Upgrade
10,Deferred Long-Term Tax Assets,305.33,337.45,368.99,314.76,227.2,186.35,150.22,235.52,117.57,122.24,Upgrade
11,Other Long-Term Assets,68852,66672.0,73595,72968,71050,68523,66745,65218,63475,64995,Upgrade
12,Total Assets,143015,143619.0,145414,140003,138175,131020,128496,124167,115101,110977,Upgrade
13,Current Portion of Long-Term Debt,11130,8996.0,3760,7812,11722,13141,7724,7534,6359,5046,Upgrade
14,Current Portion of Leases,63.78,47.61,69.38,85.08,88.44,60.47,57.27,57.65,34.81,48.29,Upgrade
15,Long-Term Debt,34706,34709.0,40470,37733,29621,22367,25478,26759,30493,27248,Upgrade
16,Long-Term Leases,243.53,77.62,97.71,117.74,150.03,188,204.26,219.95,125.75,136.7,Upgrade
17,Accounts Payable,35.11,45.02,38.81,35.73,30.1,33.76,32.95,44.23,44.78,43.55,Upgrade
18,Accrued Expenses,930.84,2828.0,377.24,2100,760.59,2094,206.69,1787,124.95,1421,Upgrade
19,Current Income Taxes Payable,501.46,1379.0,782.04,1015,798.27,708.89,717.03,1486,945.19,1327,Upgrade
20,Current Unearned Revenue,18059,19873.0,19486,11608,11795,12839,11854,10561,8153,8099,Upgrade
21,Other Current Liabilities,11063,9618.0,12410,11071,14445,8921,14709,12551,10894,9209,Upgrade
22,Long-Term Deferred Tax Liabilities,7349,7165.0,8254,8093,8119,7930,7861,7741,7560,7301,Upgrade
23,Other Long-Term Liabilities,1130,1111.0,1174,1510,1052,994.18,1008,781.59,957.6,848.6,Upgrade
24,Total Liabilities,86852,87182.0,88032,81914,79054,73001,72143,70572,66139,61139,Upgrade
25,"Preferred Stock, Convertible",1722,1722.0,1722,1722,1722,1722,1722,1722,1722,1722,Upgrade
26,Common Stock,1122,1122.0,1122,1122,1122,1122,1122,1122,1122,1122,Upgrade
27,Additional Paid-In Capital,17993,17993.0,17993,17993,17993,17993,17993,17993,17993,17993,Upgrade
28,Retained Earnings,21503,21561.0,22181,21388,21723,20857,20879,20647,19657,20104,Upgrade
29,Comprehensive Income & Other,-6808,-6881.0,-6197,-5056,-3811,-3526,-3588,-4878,-6866,-6577,Upgrade
30,Total Common Equity,33810,33795.0,35100,35447,37028,36447,36406,34884,31907,32643,Upgrade
31,Minority Interest,20631,20920.0,20560,20919,20370,19850,18224,16989,15332,15473,Upgrade
32,Shareholders' Equity,56163,56437.0,57382,58089,59121,58019,56353,53595,48962,49838,Upgrade
33,Total Liabilities & Equity,143015,143619.0,145414,140003,138175,131020,128496,124167,115101,110977,Upgrade
34,Total Debt,47785,45163.0,45509,46481,42054,39480,35755,35620,37459,32891,Upgrade
35,Net Cash / Debt,-27989,-25603.0,-28932,-29586,-29111,-29127,-25787,-19570,-23433,-21139,Upgrade
36,Net Cash Per Share,-1.83,-1.67,-1.89,-1.93,-1.90,-1.90,-1.68,-1.28,-1.53,-1.38,Upgrade
37,Filing Date Shares Outstanding,14231,14231.0,14231,14231,14231,14231,14231,14231,14231,14231,Upgrade
38,Total Common Shares Outstanding,14231,14231.0,14231,14231,14231,14231,14231,14231,14231,14231,Upgrade
39,Book Value Per Share,2.00,1.98,2.02,1.98,2.03,1.98,1.97,1.95,1.86,1.92,Upgrade
40,Tangible Book Value,33520,33504.0,34810,35153,36729,36155,36108,34581,31605,32332,Upgrade
41,Tangible Book Value Per Share,1.98,1.96,2.00,1.96,2.01,1.96,1.95,1.93,1.84,1.90,Upgrade
42,Buildings,-,46.19,-,42.91,-,31.51,-,28.64,-,-,Upgrade
