,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,17899372,18074000,19645652,20693420,23531125,20575882,16085927,11283656,8395578,9134389,34321122,34791274,44103086,46911886,39817943,45464497,27018747,20402750,14291761,8923095,8158683,Upgrade
1,Market Cap Growth,-12.16%,-12.16%,22.13%,83.39%,180.28%,125.26%,-53.13%,-67.57%,-80.96%,-80.53%,-13.80%,-23.48%,63.23%,129.93%,178.61%,409.51%,231.17%,137.67%,67.12%,4.34%,7.46%,Upgrade
2,Enterprise Value,22841957,22311324,22703453,24274709,26194938,24708816,20582425,15361420,14455663,17082749,40409892,41104776,48887016,50321421,43129335,49167210,28944172,23094591,16276440,11108702,9756100,Upgrade
3,Last Close Price,20500.00,20700.00,22500.00,23700.00,28774.88,25161.08,21637.63,15177.96,11293.13,12286.92,46166.29,46798.71,59324.12,63102.30,54220.26,61909.19,36791.44,27782.39,19461.04,12150.54,11109.63,Upgrade
4,PE Ratio,33.06,34.58,45.51,42.92,33.23,30.28,132.91,15.31,9.61,-,16.11,17.22,23.71,25.64,25.15,32.15,21.05,17.15,12.27,10.07,9.56,Upgrade
5,PS Ratio,8.57,8.96,81.50,34.88,40.06,33.32,28.51,51.18,7.84,6.07,12.62,8.75,12.05,12.96,10.46,11.80,6.99,5.22,4.04,3.41,3.51,Upgrade
6,PB Ratio,1.57,1.58,1.78,1.88,2.44,2.15,1.87,1.32,1.02,0.99,3.30,3.95,5.26,5.76,5.13,6.43,3.93,3.93,2.70,2.11,1.97,Upgrade
7,P/TBV Ratio,1.65,1.65,1.85,1.96,2.57,2.16,1.88,1.33,1.03,1.12,4.08,4.52,6.05,6.66,6.44,8.15,5.08,4.00,3.11,2.14,2.01,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,12.19,-,-4.38,-2.37,-,-,-,-,-,8.37,-,5.23,5.39,20.86,-,Upgrade
