,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,35523,26260,20044,18409,19509,26941,27242,57347,21413,10744,8282,Upgrade
1,Market Cap Growth,42.65%,42.65%,2.74%,-31.67%,-28.39%,-53.02%,27.22%,433.76%,158.55%,-22.58%,-53.36%,Upgrade
2,Enterprise Value,34449,27507,21001,18999,20852,27414,26680,56121,20260,9354,7040,Upgrade
3,Last Close Price,2.45,2.10,1.73,1.84,1.95,2.88,2.95,6.21,2.65,1.44,1.11,Upgrade
4,PE Ratio,33.86,-,26.38,-,21.86,6.10,18.88,-,1499.79,224.35,82.20,Upgrade
5,PS Ratio,5.57,5.24,5.02,11.57,13.07,14.60,9.57,31.54,78.35,34.19,21.95,Upgrade
6,PB Ratio,2.32,1.99,1.65,2.21,2.16,3.84,3.95,23.92,15.24,8.42,6.49,Upgrade
7,P/TBV Ratio,4.27,4.27,3.90,17.14,27.67,-,-,-,15.27,8.44,6.50,Upgrade
8,P/FCF Ratio,41.52,30.69,37.62,-,-53.22,-,-,-,-,-,88.25,Upgrade
9,P/OCF Ratio,28.33,28.33,33.49,-,-53.50,-,-,-,-,-,75.71,Upgrade
10,EV/Sales Ratio,6.88,5.49,5.26,11.94,13.97,14.86,9.38,30.86,74.14,29.76,18.66,Upgrade
11,EV/EBITDA Ratio,13.95,11.14,23.16,-,-,32.73,35.02,298.51,-,275.25,82.80,Upgrade
12,EV/EBIT Ratio,14.15,11.18,23.25,-,-,32.95,35.32,311.12,-,366.16,98.45,Upgrade
13,EV/FCF Ratio,40.27,32.15,39.42,-,-56.89,-,-,-,-,-,75.02,Upgrade
14,Debt / Equity Ratio,0.16,0.16,0.16,0.25,0.23,0.27,0.28,0.09,0.01,0.04,0.06,Upgrade
15,Debt / FCF Ratio,2.45,2.45,3.75,-,-5.57,-,-,-,-,-,0.88,Upgrade
16,Return on Capital Employed (ROCE),15.59%,15.76%,6.18%,-,-,8.22%,6.92%,2.51%,-,1.98%,5.57%,Upgrade
17,Earnings Yield,2.53%,3.43%,3.79%,2.23%,4.58%,16.40%,5.30%,-5.12%,0.07%,0.45%,1.22%,Upgrade
18,FCF Yield,2.41%,3.26%,2.66%,2.89%,-1.88%,-8.41%,-6.63%,-1.09%,-1.32%,-0.59%,1.13%,Upgrade
19,Buyback Yield / Dilution,-18.04%,-17.37%,-18.64%,-3.69%,8.81%,-5.88%,-50.24%,-13.10%,-0.11%,1.49%,1.86%,Upgrade
20,Total Shareholder Return,-18.04%,-17.37%,-18.64%,-3.69%,8.81%,-5.88%,-50.24%,-13.10%,-0.11%,1.49%,1.86%,Upgrade
