,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,651289,783452,729940,721844,620445,675798,710200,635166,497343,487493,466761,493975,479659,507710,500003,502786,459645,443157,448744,512366,595266,Upgrade
1,Market Cap Growth,15.93%,15.93%,2.78%,13.65%,24.75%,38.63%,52.15%,28.58%,3.69%,-3.98%,-6.65%,-1.75%,4.35%,14.57%,11.42%,-1.87%,-22.78%,-24.64%,-30.08%,-25.04%,-2.07%,Upgrade
2,Enterprise Value,1135458,1226677,1204201,1158418,1058259,1142447,1160424,994445,830970,859058,819618,767660,755097,793391,799697,816340,772919,811208,879541,861810,944772,Upgrade
3,Last Close Price,5.73,6.96,5.99,6.05,5.28,5.75,5.89,5.04,3.91,3.85,3.52,3.47,3.40,3.59,3.39,3.27,3.04,2.90,2.90,3.14,3.62,Upgrade
4,PE Ratio,13.19,15.87,12.32,12.82,10.64,10.71,12.20,9.90,7.43,7.07,6.09,6.44,6.66,7.30,5.26,7.07,13.89,11.75,-,-,10.35,Upgrade
5,PS Ratio,0.25,0.25,0.23,0.22,0.19,0.20,0.22,0.19,0.15,0.15,0.15,0.17,0.18,0.20,0.21,0.24,0.22,0.19,0.18,0.18,0.20,Upgrade
6,PB Ratio,0.80,0.80,0.74,0.73,0.65,0.71,0.75,0.66,0.53,0.53,0.50,0.53,0.52,0.56,0.55,0.55,0.52,0.51,0.54,0.61,0.68,Upgrade
7,P/TBV Ratio,0.97,0.97,0.92,0.88,0.81,0.85,0.93,0.79,0.66,0.63,0.62,0.63,0.65,0.67,0.69,0.67,0.66,0.62,0.69,0.73,0.85,Upgrade
8,P/FCF Ratio,30.82,30.82,21.38,-,-61.93,-15.80,-,-,-,28.90,15.53,-,5.98,8.21,12.03,-,12.53,58.32,35.46,-,49.34,Upgrade
9,P/OCF Ratio,4.76,4.76,4.14,-,3.84,4.35,5.11,-,4.28,2.91,2.57,-,2.13,2.53,2.84,-,2.73,2.83,2.79,-,3.87,Upgrade
10,EV/Sales Ratio,0.35,0.39,0.38,0.36,0.33,0.34,0.35,0.30,0.25,0.27,0.27,0.26,0.28,0.31,0.34,0.38,0.37,0.36,0.35,0.31,0.32,Upgrade
11,EV/EBITDA Ratio,5.49,7.13,6.95,6.43,5.83,6.35,6.95,5.75,4.76,4.38,3.90,3.65,3.66,4.05,4.13,4.87,6.98,7.28,8.45,-,5.37,Upgrade
12,EV/EBIT Ratio,13.78,17.52,14.51,14.14,12.35,13.79,16.52,12.81,10.46,8.71,7.31,6.87,7.01,8.41,8.47,11.70,53.91,43.58,78.95,-,11.54,Upgrade
13,EV/FCF Ratio,44.67,48.26,35.28,-,-105.64,-26.71,-,-,-,50.92,27.27,-,9.41,12.84,19.25,-,21.07,106.75,69.50,-,78.31,Upgrade
14,Debt / Equity Ratio,0.49,0.49,0.49,0.49,0.46,0.50,0.49,0.47,0.38,0.45,0.47,0.41,0.34,0.38,0.37,0.40,0.34,0.42,0.51,0.52,0.38,Upgrade
15,Debt / EBITDA Ratio,2.52,2.28,2.21,2.12,2.94,2.21,2.27,1.93,2.57,2.54,1.93,1.60,1.42,1.58,1.48,1.62,1.73,1.73,3.43,-,1.92,Upgrade
16,Debt / FCF Ratio,18.91,18.91,13.98,-,-43.94,-11.14,-,-,-,24.62,14.66,-,3.93,5.59,8.17,-,8.19,48.30,33.70,-,27.81,Upgrade
17,Asset Turnover,1.49,1.49,1.54,1.44,1.71,1.59,1.60,1.73,1.64,1.65,1.58,1.56,1.58,1.50,1.30,1.25,1.15,1.06,1.24,1.62,Upgrade,
18,Inventory Turnover,9.29,9.12,8.79,9.53,9.07,10.15,9.72,10.14,10.96,9.87,9.38,9.46,10.95,11.60,10.98,10.09,9.63,8.22,7.75,10.23,11.36,Upgrade
19,Quick Ratio,0.35,0.35,0.35,0.37,0.41,0.40,0.34,0.37,0.37,0.37,0.38,0.37,0.50,0.46,0.44,0.46,0.51,0.39,0.38,0.32,0.38,Upgrade
20,Current Ratio,0.86,0.86,0.85,0.87,0.83,0.90,0.86,0.87,0.78,0.86,0.89,0.93,0.87,0.92,0.89,0.93,0.87,0.92,0.81,0.78,0.77,Upgrade
21,Return on Equity (ROE),3.82%,8.34%,8.98%,2.04%,9.00%,7.56%,9.92%,5.22%,5.75%,10.06%,11.91%,5.21%,10.65%,11.42%,10.64%,4.45%,25.02%,-0.28%,-9.48%,7.56%,Upgrade,
22,Return on Assets (ROA),1.48%,2.80%,3.32%,0.78%,3.11%,2.80%,3.92%,0.45%,1.58%,3.68%,4.22%,3.01%,3.55%,4.03%,4.10%,1.31%,3.68%,0.66%,-3.70%,1.89%,Upgrade,
23,Return on Capital (ROIC),2.16%,4.04%,4.77%,1.13%,4.51%,4.01%,5.75%,0.68%,2.39%,5.57%,6.47%,4.56%,5.30%,5.86%,5.91%,1.92%,5.35%,0.95%,-5.29%,2.75%,Upgrade,
24,Return on Capital Employed (ROCE),5.00%,5.00%,5.98%,5.87%,6.22%,5.96%,5.17%,5.79%,6.19%,7.79%,8.86%,8.70%,8.63%,7.55%,7.68%,5.62%,1.18%,1.55%,0.93%,-,6.94%,Upgrade
25,Earnings Yield,7.58%,6.30%,8.12%,7.80%,9.40%,9.34%,8.20%,10.10%,13.46%,14.14%,16.41%,15.53%,15.01%,13.69%,19.03%,14.14%,7.20%,8.51%,0.77%,4.45%,9.66%,Upgrade
26,FCF Yield,3.90%,3.24%,4.68%,-0.65%,-1.61%,-6.33%,-8.20%,-3.89%,-11.31%,3.46%,6.44%,8.23%,16.73%,12.17%,8.31%,16.75%,7.98%,1.71%,2.82%,-7.83%,2.03%,Upgrade
27,Dividend Yield,6.07%,-,5.78%,-,6.53%,-,5.78%,-,9.08%,-,13.34%,-,13.82%,-,8.56%,-,4.27%,-,-,-,8.56%,Upgrade
28,Payout Ratio,85.31%,523.48%,0.39%,-,-,96.92%,152.00%,-,-,148.69%,176.14%,-,-,93.74%,73.36%,-,-,0.17%,-,-,0.01%,Upgrade
29,Buyback Yield / Dilution,-0.52%,-1.75%,-1.25%,-0.10%,0.60%,0.86%,0.77%,1.17%,0.62%,0.18%,0.15%,-0.15%,-0.07%,0.24%,-0.04%,-0.15%,-0.21%,0.23%,0.27%,-0.08%,0.32%,Upgrade
30,Total Shareholder Return,5.55%,-1.75%,4.53%,-0.10%,7.13%,0.86%,6.55%,1.17%,9.70%,0.18%,13.49%,-0.15%,13.75%,0.24%,8.52%,-0.15%,4.07%,0.23%,0.27%,-0.08%,8.88%,Upgrade
