,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+10 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+10 Quarters
0,Market Capitalization,2199,2111,1925,1948,2686,3980,3691,3355,3536,3254,2550,3556,3518,5034,-,-,-,-,-,-,-,Upgrade
1,Market Cap Growth,-46.96%,-46.96%,-47.85%,-41.93%,-24.03%,22.32%,44.76%,-5.66%,0.51%,-35.36%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,1825,1738,1432,1425,2260,3458,3078,2670,2605,2323,1501,2492,3760,5276,-,-,-,-,-,-,-,Upgrade
3,Last Close Price,18.55,17.81,16.15,16.20,22.34,33.10,30.70,27.85,29.36,27.01,21.17,29.28,28.97,41.45,-,-,-,-,-,-,-,Upgrade
4,PE Ratio,-,-,-,-,53.05,94.05,-2276.91,-99.23,-50.30,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
5,Forward PE,15.46,16.61,17.09,14.66,13.38,20.40,28.82,32.46,27.58,45.02,18.13,29.47,22.59,-,-,-,-,-,-,-,-,Upgrade
6,PS Ratio,1.45,1.35,1.30,1.22,1.62,2.58,2.93,3.58,5.74,7.27,4.78,6.68,4.65,5.23,-,-,-,-,-,-,-,Upgrade
7,PB Ratio,1.68,1.14,1.04,1.03,1.41,2.10,1.96,1.79,1.90,1.74,1.34,1.85,1.78,2.54,-,-,-,-,-,-,-,Upgrade
8,P/TBV Ratio,1.22,1.22,1.11,1.08,1.48,2.21,2.06,1.88,2.00,1.83,1.38,1.89,1.82,2.59,-,-,-,-,-,-,-,Upgrade
9,P/FCF Ratio,-,-,-,-,-14.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,P/OCF Ratio,-,-,-,-89.73,-22.44,-,-,-,-,-60.44,-,-34.64,-,-,-,-,-,-,-,-,-,Upgrade
11,EV/Sales Ratio,1.17,1.11,0.97,0.89,1.37,2.24,2.44,2.85,4.23,5.19,2.82,4.68,4.97,5.48,-,-,-,-,-,-,-,Upgrade
12,EV/EBITDA Ratio,-,564.65,-,-,46.55,81.33,-84.36,-35.17,-23.32,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,EV/EBIT Ratio,-,-50.56,-,-,118.07,-,-49.36,-,-19.26,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,EV/FCF Ratio,-,-,-,-,-12.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Debt / Equity Ratio,0.16,0.16,0.16,0.11,0.11,0.12,0.06,0.06,0.01,0.01,0.01,0.02,0.06,0.06,0.48,0.34,0.80,0.80,-,-,1.32,Upgrade
16,Debt / EBITDA Ratio,-,7.73,-,-,2.53,20.16,1.57,4.14,0.35,-,-,-,-,-,-,2.04,6.28,14.95,-,-,0.60,Upgrade
17,Debt / FCF Ratio,-,-,-,-,-1.17,-,-,-,-,-,-,-,-,-,-,1.34,-10.12,-1.24,-,-,-,Upgrade
18,Asset Turnover,-,0.48,0.56,0.57,0.65,0.72,0.72,0.48,0.26,0.21,0.18,0.17,0.53,0.41,-,-,-,-,-,-,Upgrade,
19,Inventory Turnover,-,-,3.02,3.87,3.75,4.30,4.69,4.48,2.95,2.48,1.86,2.17,2.18,5.06,2.93,-,-,-,-,-,-,Upgrade
20,Quick Ratio,-,-,1.67,2.11,2.25,2.02,2.68,2.98,3.40,6.01,7.93,6.53,7.22,7.63,1.46,1.50,-,1.24,-,-,-,Upgrade
21,Current Ratio,-,-,2.25,2.70,2.86,2.74,3.33,3.77,4.60,7.35,9.81,7.47,8.05,8.33,1.87,1.85,-,1.50,-,-,-,Upgrade
22,Return on Equity (ROE),-3.02%,-4.17%,-1.75%,3.16%,2.37%,2.72%,3.11%,1.22%,-7.33%,-4.24%,-4.58%,-2.22%,-3.87%,-4.13%,13.49%,6.69%,-,-,-,-,Upgrade,
23,Return on Assets (ROA),-,-1.96%,-2.71%,1.26%,-0.52%,1.26%,-0.11%,1.01%,-9.66%,-2.98%,-3.93%,-2.26%,-5.91%,-1.87%,-,-,-,-,-,-,Upgrade,
