,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,12.55,3.81,1.85,4.59,6.43,4.49,13.75,89.73,91.87,90.04,Upgrade
1,Trading Asset Securities,-,8.98,11.54,13.98,11.93,15.97,16.9,-,-,-,Upgrade
2,Cash & Short-Term Investments,12.55,12.8,13.39,18.58,18.36,20.46,30.65,89.73,91.87,90.04,Upgrade
3,Cash Growth,-6.29%,-31.12%,-27.09%,-9.20%,-40.09%,-77.20%,-66.64%,-0.34%,-0.48%,3.79%,Upgrade
4,Accounts Receivable,7.73,10.62,14.13,6.86,6.21,6.95,3.15,4.37,4.61,4.24,Upgrade
5,Other Receivables,0.1,0.1,0.16,0.07,0.89,0.95,0.1,0.07,1.82,1.38,Upgrade
6,Receivables,7.83,10.72,14.29,6.93,7.11,7.9,3.25,4.43,6.43,5.62,Upgrade
7,Inventory,2.63,4.41,5.97,6.2,4.3,2.04,0.76,0.67,0.95,0.97,Upgrade
8,Prepaid Expenses,0.46,0.14,0.44,0.14,0.39,0.14,0.78,0.12,0.33,0.3,Upgrade
9,Other Current Assets,3.85,3.31,3.25,3.7,3.14,2.64,3.96,3.09,3.1,3.14,Upgrade
10,Total Current Assets,27.3,31.37,37.34,35.55,33.3,33.18,39.4,98.04,102.68,100.06,Upgrade
11,"Property, Plant & Equipment",4.65,6.59,34.86,31.27,35.27,38.21,37.62,1.65,1.88,2.33,Upgrade
12,Long-Term Deferred Tax Assets,0.76,0.72,0.61,0.5,0.42,0.28,-,0.31,0.35,0.35,Upgrade
13,Other Long-Term Assets,45.4,46.94,21.89,21.8,24.39,25.38,25.99,0.12,0.12,0.12,Upgrade
14,Total Assets,78.11,85.62,94.69,89.11,93.38,97.05,103.01,100.12,105.03,102.86,Upgrade
15,Accounts Payable,2.96,4.62,5.79,4.62,4.58,2.48,0.77,0.54,2.19,2.34,Upgrade
16,Accrued Expenses,2.26,2.64,2.66,2.47,1.63,2.45,1.87,2.39,2.49,2.4,Upgrade
17,Short-Term Debt,-,2.2,2.2,-,-,-,-,-,-,-,Upgrade
18,Current Portion of Leases,3.16,2.96,2.76,1.49,2.97,2.95,3.63,0.68,0.69,0.7,Upgrade
19,Current Income Taxes Payable,0.15,0.22,-,-,-,-,0.13,0.13,-,-,Upgrade
20,Other Current Liabilities,-,-,-,-,-,-,-,-,2.57,-,Upgrade
21,Total Current Liabilities,8.53,12.64,13.41,8.59,9.18,7.88,6.4,3.74,7.93,5.43,Upgrade
22,Long-Term Leases,-,1.6,3.16,-,-,1.49,3.1,0.55,0.88,1.2,Upgrade
23,Long-Term Deferred Tax Liabilities,-,-,0.14,0.06,0.17,0.08,0,-,-,-,Upgrade
24,Other Long-Term Liabilities,0.21,0.21,-,0.19,0.19,0.19,-,-,-,-,Upgrade
25,Total Liabilities,9.17,14.88,16.96,9.07,9.64,9.73,9.55,4.34,8.83,6.65,Upgrade
26,Common Stock,12.83,12.83,12.83,12.83,12.83,12.83,12.83,12.83,12.83,12.83,Upgrade
27,Additional Paid-In Capital,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,36.9,Upgrade
28,Retained Earnings,19.16,20.96,27.96,30.26,33.96,37.54,43.68,46,46.42,46.43,Upgrade
29,Comprehensive Income & Other,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
30,Shareholders' Equity,68.94,70.73,77.74,80.03,83.74,87.32,93.46,95.78,96.19,96.21,Upgrade
31,Total Liabilities & Equity,78.11,85.62,94.69,89.11,93.38,97.05,103.01,100.12,105.03,102.86,Upgrade
32,Total Debt,3.16,6.76,8.12,1.49,2.97,4.44,6.73,1.23,1.57,1.89,Upgrade
33,Net Cash (Debt),9.39,6.04,5.27,17.09,15.39,16.02,23.92,88.5,90.31,88.15,Upgrade
34,Net Cash Growth,78.10%,-64.66%,-65.76%,6.69%,-35.66%,-81.90%,-73.51%,0.40%,-2.17%,1.61%,Upgrade
35,Net Cash Per Share,0.07,0.05,0.04,0.13,0.12,0.12,0.19,0.69,0.70,0.69,Upgrade
36,Filing Date Shares Outstanding,128.34,128.34,128.34,128.34,128.34,128.34,128.34,128.34,128.34,128.34,Upgrade
37,Total Common Shares Outstanding,128.34,128.34,128.34,128.34,128.34,128.34,128.34,128.34,128.34,128.34,Upgrade
38,Working Capital,18.78,18.73,23.93,26.96,24.12,25.3,33,94.31,94.75,94.63,Upgrade
39,Book Value Per Share,0.54,0.55,0.61,0.62,0.65,0.68,0.73,0.75,0.75,0.75,Upgrade
40,Tangible Book Value,68.94,70.73,77.74,80.03,83.74,87.32,93.46,95.78,96.19,96.21,Upgrade
41,Tangible Book Value Per Share,0.54,0.55,0.61,0.62,0.65,0.68,0.73,0.75,0.75,0.75,Upgrade
42,Land,-,-,-,31.2,-,31.2,-,-,-,-,Upgrade
43,Machinery,-,11.11,-,10.97,-,10.83,-,9.84,-,9.65,Upgrade
44,Leasehold Improvements,-,5.47,-,6.1,-,4.83,-,1.4,-,1.4,Upgrade
