,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,1170,1034,1442,2055,1616,2238,72.68,176.09,74.35,129.29,269.89,323.78,150.23,145.85,312.36,318.1,263.38,231.4,322.25,355.93,Upgrade
1,Trading Asset Securities,565.2,652.86,551.82,-,500.95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,1735,1687,1994,2055,2117,2238,72.68,176.09,74.35,129.29,269.89,323.78,150.23,145.85,312.36,318.1,263.38,231.4,322.25,355.93,Upgrade
3,Cash Growth,-18.06%,-24.62%,2642.83%,1066.77%,2747.81%,1630.79%,-73.07%,-45.61%,-50.51%,-11.35%,-13.60%,1.79%,-42.96%,-36.97%,-3.07%,-10.63%,52.10%,13.77%,14.53%,-3.83%,Upgrade
4,Accounts Receivable,546.05,530.57,563.48,629.66,761.17,745.39,830.75,931.46,533.13,564.48,589.37,641.49,541.19,524.25,599.63,600.78,396.87,375.55,398.74,455.96,Upgrade
5,Other Receivables,45.77,56.99,49.03,60.01,30.09,24.11,26.54,27.31,33.82,35.21,26.18,26.59,28.54,37.23,23.96,44.66,37,7.11,16.59,12.56,Upgrade
6,Receivables,591.82,587.56,612.5,689.67,791.26,769.5,857.29,958.76,566.96,599.69,615.55,668.08,569.72,561.48,623.59,645.44,433.87,382.66,415.33,468.52,Upgrade
7,Inventory,270.92,238.16,185.4,129.55,190.99,158.67,141.74,108.77,193.53,157.23,120.28,85.47,92.16,90,81.16,83.37,37.88,38.07,27,26.62,Upgrade
8,Other Current Assets,96.26,50.48,72.53,30.41,32.79,29.11,29.26,26.69,34.16,32.58,18.78,15.28,24.88,24.56,10.13,10.64,26.48,21.28,6.47,10.79,Upgrade
