,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,664.01,544.43,425.02,555.77,604.28,502.08,347.5,485.92,683.14,476.32,449,419.6,997.31,879.23,821.03,815.63,950.25,807.86,510.83,713.1,Upgrade
1,Other Revenue,-5.82,5.82,-,12.34,-4.8,4.8,-,6.33,-1.6,1.6,-,96.04,-67.19,67.19,-,124.3,-52.43,52.43,-,153,Upgrade
2,Revenue,658.2,550.25,425.02,568.11,599.48,506.88,347.5,492.25,681.54,477.92,449,515.64,930.12,946.42,821.03,939.94,897.83,860.29,510.83,866.09,Upgrade
3,Revenue Growth (YoY),9.79%,8.56%,22.31%,15.41%,-12.04%,6.06%,-22.61%,-4.54%,-26.73%,-49.50%,-45.31%,-45.14%,3.60%,10.01%,60.72%,8.53%,4.80%,12.57%,-34.19%,-5.21%,Upgrade
4,Cost of Revenue,449.83,371.24,292.39,388.29,392.25,346.6,231.72,334.46,465.72,336.86,318.82,369.42,690.53,735.84,621.66,803.2,623.34,619.35,397.88,640.93,Upgrade
5,Gross Profit,208.36,179.01,132.63,179.82,207.24,160.27,115.78,157.79,215.82,141.06,130.19,146.22,239.59,210.57,199.37,136.74,274.49,240.94,112.95,225.16,Upgrade
6,"Selling, General & Admin",97.82,91.35,91.02,101.07,93.58,83.79,79.2,88.38,81.7,73.19,77.77,81.21,106.02,95.73,89.52,46.99,110.79,98.79,91.96,122.4,Upgrade
7,Research & Development,20.75,17.37,14.16,18.9,18.8,17.39,14.31,19.89,18.81,14.18,13.82,18.21,35.52,34.37,27.81,37.84,37.54,26.39,19.98,32.85,Upgrade
8,Other Operating Expenses,-2.48,0.71,-0.65,-0.79,0.3,-0.35,-0.36,15.6,-1.31,-1.6,-1.03,27.55,-18.95,4.61,-2.78,27.44,-0.69,-5.55,-2.47,23.8,Upgrade
9,Operating Expenses,113.27,117.13,99.46,129.48,108.23,103.51,87.77,126.24,92.71,86.16,90.18,114.61,138.93,138.69,114.56,117.55,150.2,126.36,105.94,186.28,Upgrade
10,Operating Income,95.09,61.88,33.17,50.34,99,56.77,28.01,31.55,123.11,54.91,40.01,31.61,100.66,71.88,84.8,19.19,124.29,114.58,7.01,38.88,Upgrade
11,Interest Expense,-5.14,-5.15,-5,-5.45,-5.46,-5.62,-4.86,-3.55,-3.13,-2.37,-3.36,-8.49,-1.69,-7.35,-4.69,-4.71,-4.55,-3.8,-3,-4.1,Upgrade
