,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,250,270,250,290,300,288,332,296,320,312,396,Upgrade
1,Market Cap Growth,-6.94%,-6.94%,-16.82%,0.62%,-9.64%,-2.70%,3.75%,-5.13%,-19.19%,-30.36%,-29.29%,Upgrade
2,Enterprise Value,231,247,233,254,287,263,358,193,278,212,285,Upgrade
3,Last Close Price,0.62,0.65,0.58,0.62,0.61,0.56,0.61,0.52,0.53,0.50,0.61,Upgrade
4,PE Ratio,10.40,11.28,8.07,8.66,6.39,5.17,5.66,3.96,5.24,9.31,12.90,Upgrade
5,PS Ratio,2.91,3.15,2.61,2.65,2.35,2.12,2.35,2.02,2.89,4.11,5.23,Upgrade
6,PB Ratio,1.12,1.21,1.14,1.30,1.35,1.31,1.58,1.52,1.64,1.92,2.58,Upgrade
7,P/TBV Ratio,1.21,1.21,1.14,1.30,1.35,1.31,1.58,1.52,1.64,1.92,2.58,Upgrade
8,P/FCF Ratio,4.63,5.01,6.98,-,7.20,7.74,3.31,2.91,6.48,7.59,9.46,Upgrade
9,P/OCF Ratio,4.86,4.86,6.67,-,7.15,5.44,2.86,2.91,6.47,7.13,8.90,Upgrade
10,EV/Sales Ratio,2.70,2.89,2.44,2.33,2.25,1.93,2.53,1.32,2.51,2.80,3.77,Upgrade
11,EV/EBITDA Ratio,5.52,7.31,5.42,5.69,4.70,4.14,4.75,1.85,3.72,5.49,7.72,Upgrade
12,EV/EBIT Ratio,7.26,7.76,5.61,5.84,4.80,4.18,4.83,1.89,3.80,5.82,8.22,Upgrade
13,EV/FCF Ratio,4.28,4.58,6.51,-,6.89,7.07,3.57,1.90,5.63,5.17,6.82,Upgrade
14,Debt / Equity Ratio,0.28,0.28,0.29,0.30,0.31,0.32,0.33,0.44,0.02,0.02,0.04,Upgrade
15,Debt / FCF Ratio,1.15,1.15,1.78,-,1.64,1.88,0.69,0.85,0.07,0.10,0.14,Upgrade
16,Return on Capital Employed (ROCE),14.25%,14.25%,19.00%,19.47%,26.85%,28.32%,35.17%,39.07%,37.43%,22.25%,22.24%,Upgrade
17,Earnings Yield,9.58%,8.86%,12.39%,11.55%,15.64%,19.34%,17.66%,25.27%,19.07%,10.74%,7.75%,Upgrade
18,FCF Yield,21.59%,19.98%,14.33%,12.17%,13.89%,12.91%,30.23%,34.35%,15.44%,13.18%,10.57%,Upgrade
19,Dividend Yield,12.10%,7.75%,13.02%,14.07%,12.21%,15.58%,12.36%,4.77%,-,10.06%,8.16%,Upgrade
20,Buyback Yield / Dilution,-0.24%,-0.51%,0.04%,-0.10%,-,-,-,-,-,-,-,Upgrade
21,Total Shareholder Return,11.86%,7.24%,13.05%,13.96%,12.21%,15.58%,12.36%,4.77%,-,10.06%,8.16%,Upgrade
