,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Operating Revenue,39.47,45.08,49.7,58.87,67.69,67.26,73.04,72.24,37.42,34.79,Upgrade
1,Other Revenue,0.28,0.64,0.1,0.53,0.73,0.33,0.77,0.71,0.42,3.28,Upgrade
2,Revenue,39.75,45.72,49.8,59.4,68.42,67.59,73.81,72.96,37.84,38.08,Upgrade
3,Revenue Growth (YoY),-20.18%,-23.02%,-27.21%,-12.12%,-7.30%,-7.36%,95.03%,91.61%,0.44%,-15.58%,Upgrade
4,Cost of Revenue,16.66,18.79,17.3,32.17,17.99,37.46,12.6,16.9,11.71,11.43,Upgrade
5,Gross Profit,23.09,26.93,32.5,27.23,50.43,30.13,61.21,56.05,26.13,26.65,Upgrade
6,"Selling, General & Admin",0.03,0.35,0.02,0.44,0.09,1.06,0.11,0.23,0.05,-0.47,Upgrade
7,Other Operating Expenses,5.22,2.64,4.81,1.8,5.48,0.08,8.31,2.08,2.28,5.84,Upgrade
8,Operating Expenses,10.03,8.22,9.74,6.52,11.28,6.36,10.89,3.93,5.08,11.18,Upgrade
9,Operating Income,13.06,18.71,22.77,20.71,39.15,23.77,50.32,52.13,21.05,15.47,Upgrade
10,Interest Expense,-1.72,-1.88,-0.93,-1.39,-0.56,-0.61,-0.16,-0.09,-0.12,-0.33,Upgrade
11,Interest & Investment Income,0.98,0.85,1.03,1.16,0.37,0.63,0.72,0.93,0.39,0.48,Upgrade
12,Earnings From Equity Investments,-,-,-,-,-,-,-,-0.15,0.06,-0.26,Upgrade
13,Currency Exchange Gain (Loss),-,0.95,-,-0.91,-,-0.92,-,-1.06,-,-0.48,Upgrade
14,Other Non Operating Income (Expenses),-,-,-,-,-,-0.63,0.63,0.81,-0.04,0.1,Upgrade
15,EBT Excluding Unusual Items,12.32,18.64,22.87,19.57,38.96,22.23,51.5,52.58,21.35,14.99,Upgrade
16,Gain (Loss) on Sale of Investments,0.59,-0.42,-1.85,0.72,-0.83,7.65,-9.22,-0.33,2.32,1.35,Upgrade
17,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-0.26,Upgrade
18,Asset Writedown,-,-,-,-,-,-,-,-2.43,-,-,Upgrade
19,Legal Settlements,-,-,-,0.26,-,-,-,-,-,-,Upgrade
20,Other Unusual Items,-,-,-,-,-,0.28,-,-,-,0.15,Upgrade
21,Pretax Income,12.91,18.21,21.02,20.54,38.13,30.16,42.28,49.81,23.67,16.23,Upgrade
22,Income Tax Expense,2.8,4.42,3.89,4.21,7.55,5.03,8.79,8.5,3.96,2.43,Upgrade
23,Earnings From Continuing Operations,10.11,13.8,17.12,16.34,30.58,25.13,33.49,41.32,19.71,13.8,Upgrade
24,Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,0,Upgrade
25,Net Income,10.11,13.8,17.12,16.34,30.58,25.13,33.49,41.32,19.71,13.8,Upgrade
26,Net Income to Common,10.11,13.8,17.12,16.34,30.58,25.13,33.49,41.32,19.71,13.8,Upgrade
27,Net Income Growth,-40.97%,-15.56%,-44.01%,-34.98%,-8.69%,-39.18%,69.95%,199.38%,16.67%,-41.53%,Upgrade
28,Shares Outstanding (Basic),402,400,400,400,400,400,400,400,400,400,Upgrade
29,Shares Outstanding (Diluted),402,400,400,400,400,400,400,400,400,400,Upgrade
30,Shares Change (YoY),0.51%,-0.04%,0.10%,-,-,-,-,-,-,-,Upgrade
31,EPS (Basic),0.03,0.03,0.04,0.04,0.08,0.06,0.08,0.10,0.05,0.03,Upgrade
32,EPS (Diluted),0.03,0.03,0.04,0.04,0.08,0.06,0.08,0.10,0.05,0.03,Upgrade
33,EPS Growth,-41.27%,-15.47%,-44.07%,-34.98%,-8.69%,-39.18%,69.96%,199.38%,16.67%,-41.53%,Upgrade
34,Free Cash Flow,17.61,36.25,-0.5,35.75,5.92,31.27,69.1,32.58,16.84,24.27,Upgrade
35,Free Cash Flow Per Share,0.04,0.09,-0.00,0.09,0.01,0.08,0.17,0.08,0.04,0.06,Upgrade
36,Dividend Per Share,0.025,0.025,0.050,0.037,0.037,0.050,0.025,-,0.025,0.025,Upgrade
37,Dividend Growth,-50.00%,-33.33%,33.33%,-25.00%,50.00%,-,0%,-,0%,-,Upgrade
38,Operating Margin,32.85%,40.93%,45.72%,34.86%,57.22%,35.16%,68.18%,71.45%,55.63%,40.62%,Upgrade
39,Profit Margin,25.43%,30.17%,34.38%,27.51%,44.70%,37.18%,45.38%,56.63%,52.07%,36.24%,Upgrade
40,Free Cash Flow Margin,44.30%,79.29%,-1.01%,60.19%,8.66%,46.27%,93.62%,44.65%,44.50%,63.74%,Upgrade
41,EBITDA,14.13,19.61,23.36,21.26,39.92,23.67,51.65,52.55,22.14,16.59,Upgrade
42,D&A For EBITDA,1.07,0.9,0.59,0.55,0.77,-0.1,1.33,0.43,1.09,1.12,Upgrade
43,EBIT,13.06,18.71,22.77,20.71,39.15,23.77,50.32,52.13,21.05,15.47,Upgrade
