,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+14 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+14 Quarters
0,Market Capitalization,162,102,127,166,235,256,178,187,224,224,282,220,159,264,572,656,816,1496,768,808,616,Upgrade
1,Market Cap Growth,-42.99%,-60.41%,-28.89%,-11.07%,4.94%,14.27%,-36.76%,-14.94%,40.88%,-15.00%,-50.77%,-66.46%,-80.48%,-82.35%,-25.52%,-18.81%,32.47%,120.00%,104.26%,68.33%,-31.25%,Upgrade
2,Enterprise Value,174,129,154,162,231,296,218,187,225,222,280,172,111,248,556,607,766,1447,720,764,569,Upgrade
3,Last Close Price,0.15,0.10,0.12,0.16,0.23,0.24,0.20,0.21,0.26,0.26,0.32,0.25,0.18,0.30,0.65,0.82,1.02,1.87,0.96,1.01,0.77,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6869.10,-,2591.16,189944.16,Upgrade
5,PS Ratio,0.62,0.39,0.50,0.71,1.01,1.33,0.95,1.11,1.61,1.71,3.84,5.99,6.88,12.25,34.16,53.85,74.16,171.36,119.44,110.00,74.86,Upgrade
6,PB Ratio,1.99,1.41,1.69,1.99,2.79,2.31,2.14,2.24,10.82,2.13,2.68,1.98,-,9.34,32.51,37.45,-,83.85,45.14,49.41,-,Upgrade
7,P/TBV Ratio,1.26,1.26,1.51,1.80,2.53,2.24,2.10,2.20,10.97,2.15,2.69,1.98,-,9.43,33.18,38.22,-,86.21,45.14,49.41,-,Upgrade
8,P/FCF Ratio,-,-5.19,-4.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
