,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,301.93,307.87,396.55,406.57,417.09,463.04,300.04,317.9,223.8,267.48
1,Revenue Growth (YoY),-23.86%,-24.28%,-4.93%,-12.20%,39.01%,45.66%,34.07%,18.85%,-7.80%,-
2,Cost of Revenue,201.27,210.98,248.07,265.62,295.58,330.46,211.64,208.68,148.98,170.13
3,Gross Profit,100.67,96.89,148.48,140.95,121.52,132.59,88.4,109.22,74.81,97.35
4,"Selling, General & Admin",52,59.63,51.55,59.43,47.46,55.55,43.62,40.86,32.52,51.43
5,Other Operating Expenses,-0.18,0.42,-1.12,-0.26,1.28,0.08,-0.43,-0.04,-0.53,-1.45
6,Operating Expenses,51.83,60.05,50.43,59.17,48.74,55.62,43.18,40.82,31.99,49.98
7,Operating Income,48.84,36.84,98.05,81.78,72.78,76.97,45.22,68.4,42.82,47.37
8,Interest Expense,-1,-1.19,-1.39,-2.25,-1.73,-0.39,-0.45,-0.66,-1,-1.52
9,Interest & Investment Income,3.38,3.61,2.52,0.76,0.11,0.55,0.69,1,1.2,1.1
10,Currency Exchange Gain (Loss),3.48,-0.84,3.56,4.16,1.18,0.83,-0.22,6.47,-0.81,-1.85
11,Other Non Operating Income (Expenses),2.33,2.55,3.07,2.73,2.13,1.74,0.94,4.21,1.11,1.04
12,EBT Excluding Unusual Items,57.03,40.97,105.81,87.19,74.47,79.69,46.17,79.42,43.32,46.13
13,Gain (Loss) on Sale of Assets,-,-0.02,-,-0.63,-,-,-,-,-,-0.02
14,Other Unusual Items,-,-,-,0,-,-,-,-,-,-
15,Pretax Income,57.03,40.96,105.81,86.56,74.47,79.69,46.17,79.42,43.32,46.11
16,Income Tax Expense,8.49,6.09,18.47,13.51,13.22,12.36,7,10.04,8.51,10.26
17,Net Income,48.53,34.87,87.34,73.06,61.26,67.33,39.17,69.39,34.81,35.85
18,Net Income to Common,48.53,34.87,87.34,73.06,61.26,67.33,39.17,69.39,34.81,35.85
19,Net Income Growth,-44.43%,-52.27%,42.58%,8.50%,56.38%,-2.96%,12.54%,93.56%,39.43%,-
20,Shares Outstanding (Basic),359,359,359,359,359,359,359,359,397,338
21,Shares Outstanding (Diluted),359,359,359,359,359,359,359,359,397,338
22,Shares Change (YoY),-,-,-,-,-,-0.12%,-9.66%,6.40%,32.47%,-
23,EPS (Basic),0.14,0.10,0.24,0.20,0.17,0.19,0.11,0.19,0.09,0.11
24,EPS (Diluted),0.14,0.10,0.24,0.20,0.17,0.19,0.11,0.19,0.09,0.11
25,EPS Growth,-44.43%,-52.27%,42.58%,8.50%,56.38%,-2.84%,24.58%,81.91%,5.26%,-
26,Free Cash Flow,-7.79,46.81,136.32,169.2,42.69,-45.28,22.5,51.18,45.86,97.63
27,Free Cash Flow Per Share,-0.02,0.13,0.38,0.47,0.12,-0.13,0.06,0.14,0.12,0.29
28,Dividend Per Share,0.110,0.151,0.150,0.193,0.108,0.160,0.098,0.144,0.089,-
29,Dividend Growth,-26.67%,-21.76%,38.89%,20.63%,10.20%,11.11%,10.11%,-,-,-
30,Operating Margin,16.18%,11.97%,24.73%,20.11%,17.45%,16.62%,15.07%,21.52%,19.14%,17.71%
31,Profit Margin,16.07%,11.33%,22.02%,17.97%,14.69%,14.54%,13.06%,21.83%,15.55%,13.40%
32,Free Cash Flow Margin,-2.58%,15.20%,34.38%,41.62%,10.24%,-9.78%,7.50%,16.10%,20.49%,36.50%
33,EBITDA,56.49,43.94,105.27,88.24,78.76,84.75,51.2,73.97,47.07,51.62
34,D&A For EBITDA,7.65,7.1,7.22,6.47,5.98,7.78,5.99,5.56,4.24,4.26
35,EBIT,48.84,36.84,98.05,81.78,72.78,76.97,45.22,68.4,42.82,47.37
