,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,157.03,187.72,203.86,148.92,93.81,144.92,188.92,223.95,202.25,245.56
1,Short-Term Investments,-,0.26,-,0.24,-,-,-,-,-,0.04
2,Cash & Short-Term Investments,157.03,187.98,203.86,149.16,93.81,144.92,188.92,223.95,202.25,245.6
3,Cash Growth,-22.97%,26.02%,117.32%,2.92%,-50.35%,-35.29%,-6.59%,-8.82%,-,-
4,Accounts Receivable,135.52,67.04,74.44,98.07,123.43,119.08,64.57,90.84,60.54,62.94
5,Other Receivables,0.06,3.79,0.5,8.31,-,3.68,0.4,-,-,31.88
6,Receivables,135.58,70.83,74.94,106.37,123.43,122.76,64.97,90.84,60.54,94.82
7,Inventory,115.19,60.1,95.74,146.62,179.43,206.73,176.4,82.42,64.73,67.51
8,Prepaid Expenses,26.25,5.03,12.55,8.5,22.42,27.01,28.4,20.44,26.89,7.38
9,Other Current Assets,1.53,0.09,0.82,0.09,0.82,0.09,0.09,1.1,-,-
10,Total Current Assets,435.58,324.02,387.92,410.74,419.9,501.52,458.78,418.74,354.4,415.31
11,"Property, Plant & Equipment",196.79,148.78,155.96,165.11,172.57,87.06,51.55,50.74,48.37,51.83
12,Long-Term Deferred Tax Assets,2.7,2.36,1.68,1.85,1.4,1.14,0.87,0.9,1.39,1.58
13,Other Long-Term Assets,12.79,2.18,3.71,4.14,6.17,18.76,2.89,4.52,3.55,0.89
14,Total Assets,647.87,477.35,549.27,581.85,600.04,608.48,514.09,474.89,407.72,469.61
15,Accounts Payable,124.95,42.86,62.63,79.73,79.3,90.57,110.24,74.49,53.57,52.6
16,Accrued Expenses,-,26.25,-,29.94,-,27.5,-,20.34,-,21.82
17,Short-Term Debt,16.79,18.3,30.55,31.9,38.87,8.2,10.4,13.6,7,9
18,Current Portion of Long-Term Debt,3.06,3.09,4.44,3.85,69.86,71.94,26.17,26.01,21.16,34.47
19,Current Portion of Leases,13.08,12.5,12.29,12.68,13.78,13.07,6.45,12.55,11.67,11.57
20,Current Income Taxes Payable,10.63,8.9,13.45,5.75,7.54,3.47,9.7,3.98,13.22,11.28
21,Current Unearned Revenue,-,14.66,-,45.93,-,32.87,-,11.34,-,9.22
22,Other Current Liabilities,107.15,2.62,55.46,1.13,36.46,0.65,49.72,0.37,20.91,0.23
23,Total Current Liabilities,275.66,129.17,178.81,210.91,245.81,248.29,212.69,162.67,127.53,150.18
24,Long-Term Leases,31.91,-,5.9,12.01,18.56,22.1,-,0.01,5.62,10.95
25,Long-Term Deferred Tax Liabilities,2.43,3.09,4.1,8.43,7.33,5.91,3.81,3.22,2.47,1.93
26,Other Long-Term Liabilities,0.24,0.41,0.43,0.58,-,-,-,-,-,-
27,Total Liabilities,310.23,132.67,189.23,231.92,271.7,276.29,216.5,165.91,135.62,163.06
28,Common Stock,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.59,3.94,4
29,Additional Paid-In Capital,136.52,136.52,136.52,136.52,136.52,136.52,136.52,136.52,164.84,169.28
30,Retained Earnings,195.46,201.14,220.12,202.07,167.78,163.97,131.82,144.34,106.91,114.38
31,Treasury Stock,-,-,-,-,-,-,-,-,-21.08,-
32,Comprehensive Income & Other,2.06,3.43,-0.2,7.75,20.44,28.11,25.66,24.53,17.49,18.89
33,Shareholders' Equity,337.64,344.68,360.03,349.93,328.34,332.19,297.59,308.98,272.1,306.56
34,Total Liabilities & Equity,647.87,477.35,549.27,581.85,600.04,608.48,514.09,474.89,407.72,469.61
35,Total Debt,64.84,33.89,53.17,60.44,141.07,115.32,43.02,52.17,45.45,65.98
36,Net Cash (Debt),92.2,154.09,150.7,88.71,-47.27,29.61,145.9,171.77,156.79,179.62
37,Net Cash Growth,-38.82%,73.69%,-,199.65%,-,-82.76%,-6.94%,-4.37%,-,-
38,Net Cash Per Share,0.26,0.43,0.42,0.25,-0.13,0.08,0.41,0.48,0.39,0.53
39,Filing Date Shares Outstanding,359,359,359,359,359,359,359,359,397.4,400
40,Total Common Shares Outstanding,359,359,359,359,359,359,359,359,397.4,400
41,Working Capital,159.92,194.85,209.11,199.84,174.09,253.23,246.09,256.07,226.87,265.12
42,Book Value Per Share,0.94,0.96,1.00,0.97,0.91,0.93,0.83,0.86,0.68,0.77
43,Tangible Book Value,337.64,344.68,360.03,349.93,328.34,332.19,297.59,308.98,272.1,306.56
44,Tangible Book Value Per Share,0.94,0.96,1.00,0.97,0.91,0.93,0.83,0.86,0.68,0.77
45,Buildings,-,16.71,-,16.71,-,-,-,-,-,-
46,Machinery,-,97.18,-,88.67,-,80.39,-,57.29,-,38.15
47,Leasehold Improvements,-,21.16,-,17.95,-,7.19,-,2.56,-,1.73
