,Fiscal Quarter,H1 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Jun '24 Jun 30, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019"
0,Cash & Equivalents,183.93,255.56,146.05,168.32,130.08,54.76,91.31,92.78,215.91,203.97
1,Short-Term Investments,33.73,27.27,22.6,26.16,30.43,32.98,24.25,21.6,17.61,15.64
2,Cash & Short-Term Investments,217.66,282.83,168.64,194.48,160.51,87.74,115.56,114.38,233.52,219.61
3,Cash Growth,29.06%,45.43%,5.07%,121.66%,38.90%,-23.29%,-50.51%,-47.92%,-20.63%,-
4,Accounts Receivable,15.6,13.29,6.14,5.68,5.75,3.75,2.93,3.35,2.49,4.16
5,Other Receivables,7.86,6.18,4.39,6.16,1.49,1.63,1.91,18.59,15.14,3.21
6,Receivables,23.46,19.47,10.53,11.83,7.24,5.38,4.83,21.94,17.63,7.36
7,Inventory,246.47,269.35,244.22,189.92,217.97,218.18,198.55,174.43,135.76,155.5
8,Prepaid Expenses,31.27,33.04,24.01,28.46,35.41,33.38,24.21,26.06,18.23,18.26
9,Total Current Assets,518.86,604.69,447.4,424.68,421.13,344.68,343.15,336.8,405.13,400.73
10,"Property, Plant & Equipment",462.36,463.83,444.41,419.77,442.41,459.24,431.6,420.73,242.72,249.63
11,Long-Term Deferred Tax Assets,3.63,2.87,2.31,1.81,1.52,1.86,1.9,1.94,1.5,2.53
12,Other Long-Term Assets,43.18,41.59,43.5,36.09,35.09,31.15,44.56,40.97,40.48,42.86
13,Total Assets,1028,1113,937.63,882.35,900.15,836.93,821.2,800.44,689.83,695.75
14,Accounts Payable,84.58,90.93,68.93,62.66,75.62,62.16,59.7,54.77,31.03,26.99
15,Accrued Expenses,49.53,45.7,38.65,38.53,41.7,39.08,36.87,30.07,21.84,24.93
16,Short-Term Debt,75.01,77.62,79.35,81.11,82.98,-,-,-,-,-
17,Current Portion of Long-Term Debt,-,-,-,-,-,98.92,107.5,140.03,79.24,45.37
18,Current Portion of Leases,151.44,133.9,133.22,124.28,129.91,143.48,142.57,127.78,119.03,129.3
19,Current Income Taxes Payable,22.25,38.67,21.91,28.46,16.78,12.2,8.08,-,-,8.6
20,Current Unearned Revenue,1.83,1.82,0.64,1.69,0.52,1.75,0.7,0.88,0.39,0.96
21,Other Current Liabilities,2.26,112.11,2.74,5.15,1.9,2.34,1.66,2.3,1.34,0.7
22,Total Current Liabilities,386.88,500.74,345.43,341.88,349.41,359.93,357.07,355.83,252.86,236.85
23,Long-Term Debt,-,-,-,-,-,-,-,-,20.3,32.12
24,Long-Term Leases,118.37,129.77,111.57,98.88,110.76,108.97,93.83,99.98,107.76,101.56
25,Other Long-Term Liabilities,3.17,3.15,1.92,1.85,1.94,2.2,2.16,2.26,2.23,2.18
26,Total Liabilities,508.42,633.65,458.92,442.61,462.11,471.1,453.07,458.07,383.15,372.71
27,Common Stock,10,10,10,10,10,10,10,10,10,10
28,Additional Paid-In Capital,329.28,329.28,329.28,329.28,329.28,329.28,329.28,349.28,349.28,349.28
29,Retained Earnings,303.16,262.9,262.26,223.31,221.27,149.16,151.46,105.7,70.01,86.37
30,Comprehensive Income & Other,-122.83,-122.85,-122.83,-122.85,-122.51,-122.61,-122.61,-122.61,-122.61,-122.61
31,Shareholders' Equity,519.61,479.33,478.71,439.74,438.04,365.83,368.13,342.37,306.68,323.04
32,Total Liabilities & Equity,1028,1113,937.63,882.35,900.15,836.93,821.2,800.44,689.83,695.75
33,Total Debt,344.82,341.28,324.14,304.27,323.65,351.37,343.9,367.79,326.32,308.35
34,Net Cash (Debt),-127.16,-58.46,-155.49,-109.79,-163.14,-263.63,-228.34,-253.41,-92.8,-88.74
35,Net Cash Per Share,-0.13,-0.06,-0.16,-0.11,-0.16,-0.26,-0.23,-0.25,-0.09,-0.09
36,Filing Date Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
37,Total Common Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
38,Working Capital,131.98,103.95,101.98,82.81,71.72,-15.26,-13.93,-19.03,152.27,163.88
39,Book Value Per Share,0.52,0.48,0.48,0.44,0.44,0.37,0.37,0.34,0.31,0.32
40,Tangible Book Value,519.61,479.33,478.71,439.74,438.04,365.83,368.13,342.37,306.68,323.04
41,Tangible Book Value Per Share,0.52,0.48,0.48,0.44,0.44,0.37,0.37,0.34,0.31,0.32
42,Machinery,-,-,45.98,-,41.19,-,32.89,-,24.7,-
43,Leasehold Improvements,-,-,78.73,-,61.46,-,44.92,-,36.7,-
