,Fiscal Quarter,H1 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Jun '24 Jun 30, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019"
0,Revenue,1394,1238,1274,1032,1121,862.98,918.5,709.39,620.58,609.86
1,Revenue Growth (YoY),9.39%,19.95%,13.70%,19.57%,22.00%,21.65%,48.01%,16.32%,-18.02%,14.74%
2,Cost of Revenue,885.75,791.52,821.46,667.18,732.03,583.85,621.11,486.63,418.37,400.58
3,Gross Profit,507.94,446.27,452.55,364.71,388.52,279.13,297.39,222.76,202.21,209.28
4,"Selling, General & Admin",355.18,311.45,305.36,282.9,278.32,248.72,249.13,202.17,203.56,187.86
5,Other Operating Expenses,-0.19,-0.36,-1.23,-0.27,-0.79,-0.41,-0.17,-0.47,-0.14,-0.35
6,Operating Expenses,354.99,311.09,304.13,282.64,277.53,248.3,248.96,201.71,203.43,187.51
7,Operating Income,152.95,135.18,148.42,82.08,110.99,30.83,48.44,21.06,-1.22,21.77
8,Interest Expense,-8.94,-4.91,-5.22,-3.49,-3.49,-3.82,-4.7,-5.22,-4,-7.06
9,Interest & Investment Income,3.25,3.5,1.01,0.28,0.02,0.02,0.07,0.95,1.71,2.23
10,EBT Excluding Unusual Items,147.26,133.78,144.21,78.87,107.52,27.03,43.81,16.79,-3.5,16.94
11,Asset Writedown,0.25,-0.71,-0.26,-0.61,-0.2,-0.16,-0.42,-0.2,-1.7,-0.42
12,Other Unusual Items,-,-,-,18,-,-,10.58,21.19,3,-
13,Pretax Income,147.51,133.06,143.95,96.26,107.32,26.86,53.97,37.78,-2.21,16.52
14,Income Tax Expense,24.95,22.43,25,14.21,20.22,4.17,8.21,2.09,-0.85,3.06
15,Net Income,122.57,110.64,118.95,82.05,87.11,22.7,45.76,35.69,-1.36,13.46
16,Net Income to Common,122.57,110.64,118.95,82.05,87.11,22.7,45.76,35.69,-1.36,13.46
17,Net Income Growth,3.04%,34.84%,36.56%,261.47%,90.35%,-36.40%,-,165.21%,-,-6.01%
18,Shares Outstanding (Basic),1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
19,Shares Outstanding (Diluted),1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
20,Shares Change (YoY),-,-,-,-,-,-,-,-,16.33%,33.33%
21,EPS (Basic),0.12,0.11,0.12,0.08,0.09,0.02,0.05,0.04,-0.00,0.01
22,EPS (Diluted),0.12,0.11,0.12,0.08,0.09,0.02,0.05,0.04,-0.00,0.01
23,EPS Growth,3.04%,34.84%,36.56%,261.47%,90.35%,-36.40%,-,165.21%,-,-29.50%
24,Free Cash Flow,215.08,204.02,140.52,200.28,195.39,84.77,134.69,84.46,65.48,31.38
25,Free Cash Flow Per Share,0.22,0.20,0.14,0.20,0.20,0.08,0.13,0.08,0.07,0.03
26,Dividend Per Share,0.110,0.080,0.110,0.080,0.080,0.015,0.025,0.020,-,0.015
27,Dividend Growth,0%,0%,37.50%,433.33%,220.00%,-25.00%,-,33.33%,-,-
28,Operating Margin,10.97%,10.92%,11.65%,7.95%,9.90%,3.57%,5.27%,2.97%,-0.20%,3.57%
29,Profit Margin,8.79%,8.94%,9.34%,7.95%,7.77%,2.63%,4.98%,5.03%,-0.22%,2.21%
30,Free Cash Flow Margin,15.43%,16.48%,11.03%,19.41%,17.44%,9.82%,14.66%,11.91%,10.55%,5.14%
31,EBITDA,262.73,240.85,79.78,176.21,39.55,124.81,-13.12,96.63,-43.84,76.81
32,D&A For EBITDA,109.78,105.67,-68.64,94.13,-71.44,93.98,-61.56,75.57,-42.63,55.04
33,EBIT,152.95,135.18,148.42,82.08,110.99,30.83,48.44,21.06,-1.22,21.77
