,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,13471,41422,21947,16094,22048,36830,36830,36830,35620,35014,40766,Upgrade
1,Market Cap Growth,157.37%,157.37%,-0.46%,-56.30%,-40.14%,0%,3.40%,5.19%,-12.62%,-19.68%,38.59%,Upgrade
2,Enterprise Value,-14787,9380,-2736,-14734,3282,37988,37988,37988,36777,34848,44979,Upgrade
3,Last Close Price,2.67,4.00,1.70,0.93,1.02,1.70,1.70,1.70,1.65,1.54,1.79,Upgrade
4,PE Ratio,2.29,7.06,2.58,1.93,2.73,4.17,2.51,3.03,2673.42,-,5.39,Upgrade
5,Forward PE,2.98,5.41,2.73,2.19,2.88,3.61,3.61,3.61,3.51,4.56,4.91,Upgrade
6,PS Ratio,11.08,34.07,17.76,13.78,17.25,26.79,14.01,9.57,9.60,9.37,9.44,Upgrade
7,PB Ratio,0.50,1.47,0.38,0.28,0.37,0.67,0.73,0.76,0.90,0.81,1.06,Upgrade
8,P/TBV Ratio,1.54,1.54,0.39,0.29,0.38,0.68,0.71,0.78,0.90,0.85,1.08,Upgrade
9,P/FCF Ratio,-,-,-,-,15.45,42.95,-,-104.41,-,-,-27.98,Upgrade
10,P/OCF Ratio,-,-,-,-,15.04,37.98,-,64.43,-,-,-50.16,Upgrade
11,PEG Ratio,-,-,-,-,-,-,-,-,0.28,0.28,0.36,Upgrade
12,EV/Sales Ratio,7.71,7.71,-,-,2.57,27.63,14.45,9.87,9.92,9.32,10.41,Upgrade
13,EV/FCF Ratio,12.41,-,-,-,2.30,44.30,-,-107.69,-,-,-30.87,Upgrade
14,Debt / Equity Ratio,0.02,0.02,0.02,0.02,0.01,0.02,0.07,0.10,0.25,0.19,0.23,Upgrade
15,Debt / FCF Ratio,-,-,-,-,0.34,1.57,-,-13.93,-,-,-6.09,Upgrade
16,Earnings Yield,43.58%,14.17%,38.83%,51.77%,36.65%,23.96%,39.86%,33.02%,0.04%,3.26%,18.56%,Upgrade
17,FCF Yield,-8.84%,-2.88%,-5.15%,-1.25%,6.47%,2.33%,4.62%,-0.96%,-9.40%,-2.07%,-3.57%,Upgrade
18,Dividend Yield,254.68%,-,-,-,-,-,-,-,-,7.27%,6.14%,Upgrade
19,Total Shareholder Return,254.68%,-,-,-,-,-,-,-,-,7.27%,6.14%,Upgrade
