,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q2 2018,Q1 2018,Q2 2017,+1 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Jun '18 Jun 30, 2018","Mar '18 Mar 31, 2018","Jun '17 Jun 30, 2017",+1 Quarters
0,Cash & Equivalents,566596,623818,635520,574229,616570,597168,546913,652760,711783,596229,683228,-,649952,-,-,-,638946,658364,-,-,Upgrade
1,Investment Securities,21981242,19619575,16017715,12964854,12451616,10387467,10518045,13495377,13948864,14047410,13858320,-,13928515,-,-,-,14013226,18794884,-,-,Upgrade
2,Trading Asset Securities,24783992,17651700,17853155,20040292,20992851,21973852,14874967,12451549,4871313,5375728,8525309,-,8533098,-,-,-,7846239,2229249,-,-,Upgrade
3,Total Investments,46765234,37271275,33870870,33005146,33444467,32361319,25393012,25946926,18820177,19423138,22383629,-,22461613,-,-,-,21859465,21024133,-,-,Upgrade
4,Gross Loans,113121899,114293870,115499566,110571908,113456213,107748201,104707892,102779020,105157827,101157269,97281650,-,93278729,-,-,-,91218802,64954700,-,-,Upgrade
5,Allowance for Loan Losses,-1324433,-1344034,-1302997,-1181915,-1199686,-1099118,-1071034,-1037874,-1047118,-1029204,-1101480,-,-1060112,-,-,-,-821783,-707889,-,-,Upgrade
6,Net Loans,111797466,112949836,114196569,109389993,112256527,106649083,103636858,101741146,104110709,100128065,96180170,-,92218617,-,-,-,90397019,64246811,-,-,Upgrade
7,"Property, Plant & Equipment",171659,160004,169315,171142,176559,174205,180035,175100,177211,179155,173362,-,174474,-,-,-,149708,116858,-,-,Upgrade
8,Other Intangible Assets,886932,881926,873422,877020,876428,864335,863437,598557,584075,584054,582734,-,584784,-,-,-,576306,538038,-,-,Upgrade
9,Investments in Real Estate,3683,3683,3683,3683,3683,3683,3683,3683,3683,14461,14461,-,14461,-,-,-,3683,8522,-,-,Upgrade
10,Accrued Interest Receivable,4125759,3593374,3592542,4091423,3625739,3542678,3726777,3626294,2886583,2312401,2580613,-,2438595,-,-,-,2579789,2681626,-,-,Upgrade
11,Other Receivables,240372,391947,618330,519743,317979,283973,288508,620447,663517,547563,485972,-,191488,-,-,-,216626,131094,-,-,Upgrade
12,Restricted Cash,798225,188190,459653,655472,887264,463233,568759,428582,786421,264722,1085333,-,1023135,-,-,-,730267,335630,-,-,Upgrade
