,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,390.37,567.54,451.66,460.31,307.49,279.57,282.51,297.68,178.71,211.9,Upgrade
1,Short-Term Investments,-,-,-,-,67.21,-,66.37,26.35,116.3,36.97,Upgrade
2,Cash & Short-Term Investments,390.37,567.54,451.66,460.31,374.7,279.57,348.89,324.03,295,248.87,Upgrade
3,Cash Growth,-13.57%,23.30%,20.54%,64.65%,7.40%,-13.72%,18.27%,30.20%,-6.76%,-46.44%,Upgrade
4,Accounts Receivable,69.92,59.45,71.96,63.94,76.88,90.93,94.44,93.95,105.02,91.48,Upgrade
5,Other Receivables,-,-,-,18.66,185.47,-69.94,188.02,265.47,199.28,99.99,Upgrade
6,Receivables,69.92,59.45,71.96,82.6,262.35,20.99,282.46,359.42,304.3,191.47,Upgrade
7,Inventory,2734,2749,2698,2625,2674,2668,2782,2648,2526,2635,Upgrade
8,Prepaid Expenses,101.19,99.36,118.18,92.19,131.12,144.47,159.74,168.15,201.66,186.58,Upgrade
9,Other Current Assets,968.5,895.29,1026,1156,727.34,1070,750.37,852.61,788.64,840.89,Upgrade
10,Total Current Assets,4264,4370,4366,4415,4170,4183,4324,4353,4116,4102,Upgrade
11,"Property, Plant & Equipment",1084,1102,1099,1130,1452,1487,1541,1700,1665,1796,Upgrade
12,Long-Term Investments,43.74,44.75,72.44,84.87,106.76,123.67,107.94,36.23,38.46,17.44,Upgrade
13,Other Intangible Assets,0.01,0.03,0.06,0.1,0.61,0.73,0.83,0.85,1.06,1.38,Upgrade
14,Long-Term Deferred Tax Assets,74.4,75.93,66.05,66.12,60.68,65.22,58.17,60.94,64.4,49.44,Upgrade
15,Other Long-Term Assets,550.01,389.65,141.6,125.36,142.31,114.76,116.28,131.22,324.51,328.58,Upgrade
16,Total Assets,6015,5983,5745,5822,5932,5974,6148,6282,6210,6295,Upgrade
17,Accounts Payable,226.54,263.09,199.59,237.74,383.94,450.57,497.92,574.41,534.48,699.82,Upgrade
18,Accrued Expenses,-,41.87,-,47.98,-,48.89,-,43.19,-,67.64,Upgrade
19,Short-Term Debt,76.77,-,-,-,-,-,-,-,-,-,Upgrade
20,Current Portion of Long-Term Debt,259.95,284.13,244.07,217.76,190.82,204.37,346.92,315.2,337.1,309.66,Upgrade
21,Current Portion of Leases,24.64,20.18,26.52,22.55,13.84,14.44,16.5,16.51,2.45,6.38,Upgrade
22,Current Income Taxes Payable,227.24,219.06,182.01,236.19,190.37,211.47,140.64,154.5,193.24,239.67,Upgrade
23,Current Unearned Revenue,587.56,546.37,512.65,489.18,453.61,459.53,698.79,807.85,819.37,648.55,Upgrade
24,Other Current Liabilities,266.46,326.59,259.85,257.3,352.58,281.11,363.75,300.51,340.48,325.2,Upgrade
25,Total Current Liabilities,1669,1701,1425,1509,1585,1670,2065,2212,2227,2297,Upgrade
26,Long-Term Debt,400,444.08,538.81,551.42,623.47,599.75,533.24,565.37,591.69,600.44,Upgrade
27,Long-Term Leases,10.57,10.82,21.32,29.79,21.98,28.12,35.56,42.84,5.11,15.33,Upgrade
28,Long-Term Deferred Tax Liabilities,15.33,13.15,19.6,19.79,21.66,22.16,21.4,21.48,21.65,22.02,Upgrade
29,Total Liabilities,2095,2169,2004,2110,2252,2320,2655,2842,2846,2935,Upgrade
30,Common Stock,1.65,1.65,1.65,1.65,1.71,1.71,1.71,1.71,1.71,1.71,Upgrade
31,Additional Paid-In Capital,1452,1452,1452,1452,1471,1471,1471,1471,1471,1471,Upgrade
32,Retained Earnings,2191,2163,2116,2083,2050,2015,1841,1795,1694,1680,Upgrade
33,Comprehensive Income & Other,123.57,135.12,148.99,144.39,141.12,134.94,133.38,133.92,147.15,144.05,Upgrade
34,Total Common Equity,3769,3753,3719,3681,3664,3622,3447,3401,3313,3296,Upgrade
35,Minority Interest,151.46,60.83,21.5,30.68,16.19,31.91,45.6,38.63,50.56,64.33,Upgrade
36,Shareholders' Equity,3920,3813,3740,3712,3680,3654,3493,3440,3364,3361,Upgrade
37,Total Liabilities & Equity,6015,5983,5745,5822,5932,5974,6148,6282,6210,6295,Upgrade
38,Total Debt,771.93,759.21,830.71,821.53,850.12,846.68,932.22,939.92,936.35,931.81,Upgrade
39,Net Cash (Debt),-381.56,-191.67,-379.05,-361.22,-475.42,-567.11,-583.33,-615.89,-641.34,-682.94,Upgrade
40,Net Cash Per Share,-0.26,-0.13,-0.26,-0.24,-0.32,-0.38,-0.39,-0.41,-0.43,-0.45,Upgrade
41,Filing Date Shares Outstanding,1443,1443,1443,1443,1494,1494,1494,1494,1494,1494,Upgrade
42,Total Common Shares Outstanding,1443,1443,1443,1443,1494,1494,1494,1494,1494,1494,Upgrade
43,Working Capital,2595,2669,2941,2907,2585,2513,2259,2140,1889,1805,Upgrade
44,Book Value Per Share,2.61,2.60,2.58,2.55,2.45,2.43,2.31,2.28,2.22,2.21,Upgrade
45,Tangible Book Value,3769,3753,3719,3681,3663,3621,3446,3400,3312,3295,Upgrade
46,Tangible Book Value Per Share,2.61,2.60,2.58,2.55,2.45,2.42,2.31,2.28,2.22,2.21,Upgrade
