,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1830,1721,1963,1562,2259,2545,2672,2570,2775,2994,Upgrade
1,Short-Term Investments,594.97,607.4,499.31,818.21,30.3,16.6,40.88,295.72,45.33,34.42,Upgrade
2,Trading Asset Securities,1986,1872,1833,1673,1599,1572,1400,1209,945.3,883.02,Upgrade
3,Cash & Short-Term Investments,4412,4201,4296,4054,3888,4133,4112,4075,3766,3911,Upgrade
4,Cash Growth,2.70%,3.64%,10.48%,-1.93%,-5.44%,1.43%,9.19%,4.19%,-2.76%,7.89%,Upgrade
5,Accounts Receivable,16.8,16.78,7.89,13.75,21.31,12.62,24.67,21.47,40.26,22.42,Upgrade
6,Other Receivables,62.55,41.31,41.88,41.88,7.74,17.35,14.97,28.42,13.55,18.2,Upgrade
7,Receivables,79.35,58.1,49.77,55.63,29.04,29.97,39.64,49.89,53.81,40.63,Upgrade
8,Inventory,80.24,76.76,70.58,73.77,80.81,76.35,73.88,77.51,74.96,99.53,Upgrade
9,Other Current Assets,18.26,18.88,16.16,14.86,16.87,19.25,14.95,14.46,20.68,24.97,Upgrade
10,Total Current Assets,4590,4355,4432,4198,4015,4259,4241,4217,3915,4076,Upgrade
11,"Property, Plant & Equipment",14301,14898,15117,15235,15631,15876,15986,15938,15948,16478,Upgrade
12,Long-Term Investments,315.53,330.49,334.35,343.17,354.85,365.5,348.36,340.84,317.49,324.42,Upgrade
13,Long-Term Deferred Tax Assets,-,-,-,-,-,-,-,-,0.35,0.44,Upgrade
14,Other Long-Term Assets,123.06,139.19,123.02,126.74,135.48,139.6,141.43,137.09,137.09,140.24,Upgrade
15,Total Assets,19329,19722,20007,19903,20137,20640,20716,20632,20319,21019,Upgrade
16,Accounts Payable,467.26,323.24,482.35,327.15,277.08,316.2,278.07,292.98,307.57,323.31,Upgrade
17,Accrued Expenses,47.49,46.53,43.41,46.26,36.82,39.35,34.92,46.4,46.21,40.42,Upgrade
18,Current Portion of Long-Term Debt,-,-,-,-,16.15,34.95,37.25,38.06,83.94,103.29,Upgrade
19,Current Portion of Leases,17.17,16.53,10.08,20.03,20.66,20.97,21.15,19.63,14.63,27.4,Upgrade
20,Current Income Taxes Payable,21.74,9.56,26.44,12,18.01,11.09,26.52,30.49,48.47,80.59,Upgrade
21,Current Unearned Revenue,20.34,20.11,19.69,20.05,19.51,20.68,17.19,18.07,17.25,18.37,Upgrade
22,Total Current Liabilities,573.98,415.97,581.97,425.48,388.23,443.24,415.09,445.64,518.08,593.38,Upgrade
23,Long-Term Debt,-,-,-,-,-,-,17.46,36.87,-,-,Upgrade
24,Long-Term Leases,28.18,36.86,0.64,0.82,10.63,19.68,30.05,38.24,0.54,1.02,Upgrade
25,Long-Term Deferred Tax Liabilities,844.85,881.54,875.49,891.06,891.84,928.62,950.36,925.62,829.65,843.88,Upgrade
26,Other Long-Term Liabilities,2.7,2.7,-,-,-,-,-,-,-,-,Upgrade
27,Total Liabilities,1450,1337,1458,1317,1291,1392,1413,1446,1348,1438,Upgrade
28,Common Stock,29,29.04,29.07,29.09,29.13,29.14,29.17,29.19,29.2,29.26,Upgrade
29,Additional Paid-In Capital,754.35,754.35,754.35,754.35,754.35,754.35,754.35,754.35,754.35,754.35,Upgrade
30,Retained Earnings,17159,17577,17830,17777,17977,18219,18170,17984,18137,18676,Upgrade
31,Comprehensive Income & Other,-89.27,-4.96,-96.35,-7.24,53.56,213.51,317.81,386.48,16.52,87.88,Upgrade
32,Total Common Equity,17853,18356,18517,18554,18814,19216,19271,19154,18937,19547,Upgrade
33,Minority Interest,26.21,29.5,31.26,31.73,32.62,32.35,32.22,32.02,33.82,33.64,Upgrade
34,Shareholders' Equity,17880,18385,18549,18585,18846,19249,19303,19186,18971,19581,Upgrade
35,Total Liabilities & Equity,19329,19722,20007,19903,20137,20640,20716,20632,20319,21019,Upgrade
36,Total Debt,45.35,53.39,10.73,20.84,47.44,75.61,105.91,132.8,99.11,131.71,Upgrade
37,Net Cash (Debt),4366,4148,4285,4033,3841,4058,4006,3942,3667,3779,Upgrade
38,Net Cash Growth,1.90%,2.85%,11.56%,-0.61%,-4.13%,2.93%,9.26%,4.30%,-1.17%,8.43%,Upgrade
39,Net Cash Per Share,15.04,14.27,14.73,13.85,13.18,13.92,13.73,13.50,12.55,12.89,Upgrade
40,Filing Date Shares Outstanding,290.25,290.42,290.86,290.93,291.34,291.41,291.81,291.87,292,292.56,Upgrade
41,Total Common Shares Outstanding,290.25,290.42,290.86,290.93,291.34,291.41,291.81,291.87,292,292.56,Upgrade
42,Working Capital,4016,3939,3850,3772,3627,3816,3826,3771,3397,3483,Upgrade
43,Book Value Per Share,61.51,63.21,63.66,63.77,64.58,65.94,66.04,65.62,64.85,66.81,Upgrade
44,Tangible Book Value,17853,18356,18517,18554,18814,19216,19271,19154,18937,19547,Upgrade
45,Tangible Book Value Per Share,61.51,63.21,63.66,63.77,64.58,65.94,66.04,65.62,64.85,66.81,Upgrade
46,Machinery,-,441.83,-,504.88,-,500.14,-,493.05,-,475.7,Upgrade
