,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,3426,3341,3508,3779,4102,4893,5123,5192,4903,5110,6319,Upgrade
1,Market Cap Growth,-11.58%,-11.58%,-14.48%,-22.78%,-19.93%,-5.74%,4.48%,1.60%,-22.41%,-30.90%,-14.76%,Upgrade
2,Enterprise Value,-914,-777,-746,-222,294,868,1149,1281,1270,1364,2642,Upgrade
3,Last Close Price,11.84,11.22,11.22,11.74,11.99,14.29,14.55,14.46,13.11,13.57,16.19,Upgrade
4,PE Ratio,-,-,-,47.47,-,-,9.27,18.46,-,-,8.25,Upgrade
5,PS Ratio,3.42,3.32,3.32,3.52,3.94,4.58,4.54,4.13,4.11,4.37,4.59,Upgrade
6,PB Ratio,0.19,0.19,0.19,0.20,0.22,0.26,0.27,0.27,0.26,0.27,0.32,Upgrade
7,P/TBV Ratio,0.19,0.19,0.19,0.20,0.22,0.26,0.27,0.27,0.26,0.27,0.32,Upgrade
8,P/FCF Ratio,15.99,15.59,18.29,23.95,-656.55,-,51.02,39.43,70.47,34.75,16.42,Upgrade
9,P/OCF Ratio,14.28,14.28,16.60,23.95,-656.55,-,51.02,39.43,70.47,34.75,16.42,Upgrade
10,EV/Sales Ratio,-,-,-,-,0.28,0.81,1.02,1.02,1.07,1.17,1.92,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,0.92,2.55,3.00,2.62,3.26,4.04,5.39,Upgrade
12,EV/EBIT Ratio,-,-,-,-,0.96,2.64,3.10,2.69,3.38,4.20,5.52,Upgrade
13,EV/FCF Ratio,-4.26,-,-,-,-47.02,-,11.44,9.73,18.26,9.28,6.87,Upgrade
14,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,Upgrade
15,Debt / FCF Ratio,0.21,0.21,0.28,0.07,-3.34,-,0.75,0.80,1.91,0.67,0.34,Upgrade
16,Return on Capital Employed (ROCE),1.44%,1.44%,1.61%,1.61%,1.58%,1.66%,1.83%,2.34%,1.86%,1.64%,2.34%,Upgrade
17,Earnings Yield,-11.39%,-11.68%,3.52%,2.11%,-7.34%,0.95%,10.78%,5.42%,-9.30%,-2.89%,12.12%,Upgrade
18,FCF Yield,6.26%,6.42%,5.47%,4.18%,-0.15%,-1.71%,1.96%,2.54%,1.42%,2.88%,6.09%,Upgrade
19,Dividend Yield,7.77%,8.20%,8.38%,2.90%,-,-,5.50%,7.33%,6.33%,5.60%,6.36%,Upgrade
20,Buyback Yield / Dilution,0.20%,0.21%,0.19%,0.17%,0.13%,0.16%,0.17%,0.13%,0.43%,0.46%,0.20%,Upgrade
21,Total Shareholder Return,7.97%,8.41%,8.57%,3.06%,0.13%,0.16%,5.66%,7.46%,6.76%,6.06%,6.56%,Upgrade
