,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,827.04,786.26,889.34,719.65,867.55,454.44,950.06,936.76,760.57,261.88,608.51,549.76,532.09,295.57,662.61,498.13,650.36,434.76,579.12,611.75,Upgrade
1,Cash & Short-Term Investments,827.04,786.26,889.34,719.65,867.55,454.44,950.06,936.76,760.57,261.88,608.51,549.76,532.09,295.57,662.61,498.13,650.36,434.76,579.12,611.75,Upgrade
2,Cash Growth,-4.67%,73.02%,-6.39%,-23.18%,14.07%,73.53%,56.13%,70.39%,42.94%,-11.40%,-8.16%,10.36%,-18.18%,-32.01%,14.42%,-18.57%,42.17%,-9.00%,36.78%,-27.34%,Upgrade
3,Accounts Receivable,187.74,205.36,198.38,204.37,172.43,179.51,152.99,188.35,156.89,184.15,140.25,139.65,151.09,162.14,208.97,159.68,161.91,202.84,99.02,176.47,Upgrade
4,Other Receivables,126.57,127.98,127.72,11.19,73.01,97.17,45.83,11.12,414.02,19.56,1183,1137,1303,1702,1724,8.65,1267,17.65,56.87,10.79,Upgrade
5,Receivables,314.31,333.35,326.1,215.58,245.45,276.68,198.83,199.47,570.91,203.72,1323,1276,1454,1864,1933,168.33,1429,220.7,155.89,187.31,Upgrade
6,Inventory,544.18,535.01,534.55,523.79,498.36,420.3,356.15,304.32,301.26,271.95,283.74,278.72,317.26,322.23,282.35,339.21,968.59,1978,1993,1976,Upgrade
7,Prepaid Expenses,-,35.3,-,36.61,-,34.37,-,32.69,-,31.51,-,33.69,-,34.58,-,25.61,-,40.42,-,-,Upgrade
8,Other Current Assets,95.23,48.44,84.27,72.26,89.14,46.53,79.26,64.7,365.74,1205,42.47,46.81,49.99,52.55,54.55,1729,41.43,60.49,63.69,117.04,Upgrade
