,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,86.65,56.5,18.11,43.8,49.61,43.09,25.52,22.11,63.08,101.27
1,Trading Asset Securities,0.81,2.49,7.76,11.13,15.46,13.17,-,1,-,-
2,Cash & Short-Term Investments,87.47,58.99,25.87,54.93,65.06,56.27,25.52,23.11,63.08,101.27
3,Cash Growth,238.14%,7.40%,-60.24%,-2.38%,155.00%,143.51%,-59.55%,-77.18%,-54.60%,17.41%
4,Accounts Receivable,174.2,203.07,101.14,18.43,8.5,13.05,26.1,30.96,80.64,165.91
5,Other Receivables,53.39,61.3,36.49,39.33,65.02,44.84,84.87,2.75,-,10.02
6,Receivables,229.5,266.22,145.27,58.66,73.69,59.6,110.97,33.71,80.64,175.93
7,Inventory,5.29,5.25,6.45,4.82,0.48,-,-,-,-,-
8,Prepaid Expenses,117.44,31.28,47.41,20.65,5.59,6.47,-,144.92,-,86.17
9,Other Current Assets,51.92,71.11,98.14,99.45,90.09,75.43,103.2,84.83,282.52,98.43
10,Total Current Assets,491.62,432.85,323.14,238.5,234.9,197.76,239.68,286.57,426.24,461.8
11,"Property, Plant & Equipment",43.81,50.71,50.74,58.36,58.86,30.27,33.18,36.66,42.15,46.27
12,Long-Term Investments,2.1,56.62,58.27,55.86,57,57.5,59.13,57.53,55.51,-
13,Other Intangible Assets,2.1,2.61,0,0.01,0.01,0.02,0.02,0.03,0.03,0.04
14,Long-Term Accounts Receivable,3.97,4.87,-,-,-,-,-,-,-,-
15,Long-Term Deferred Tax Assets,0.38,0.38,0.36,0.36,8.53,8.53,0.89,8.94,11.28,2.57
16,Other Long-Term Assets,18.92,18.84,25.06,25.32,15.43,13.3,9.08,13.82,17.68,17.65
17,Total Assets,562.9,566.88,457.58,378.41,374.74,307.38,341.98,403.54,552.9,528.33
18,Accounts Payable,64.09,139.88,61.17,17.41,6.68,12.14,29.51,13.13,30.79,39.56
19,Accrued Expenses,-,13.7,-,8.09,-,9.53,-,5.72,-,19.32
20,Short-Term Debt,243.61,194.86,203.83,198.66,199.91,199.23,206.5,187.78,211.5,189.73
21,Current Portion of Long-Term Debt,-,-,-,-,-,2.05,-,-,-,-
22,Current Portion of Leases,3.78,5.09,4.72,6.7,7.63,3.4,3.78,4.97,5.25,4.69
23,Current Income Taxes Payable,7.43,6.08,5.01,4.42,4.38,4.38,4.79,5.09,4.41,4.34
24,Current Unearned Revenue,-,102.21,-,21.81,-,15.73,-,50.61,-,48.92
25,Other Current Liabilities,161.66,16.94,83.44,24.15,47.42,19.78,49.82,12.2,101.33,4.05
26,Total Current Liabilities,480.56,478.75,358.16,281.25,266.02,266.24,294.4,279.51,353.28,310.6
27,Long-Term Debt,-,-,-,-,-,2.44,-,-,-,-
28,Long-Term Leases,7.33,7.96,7.9,8.95,15.71,14.54,18.26,17.95,21.42,22.69
29,Total Liabilities,487.89,486.71,366.06,290.2,281.74,283.22,312.66,297.46,374.7,333.29
30,Common Stock,7.15,7.15,6.85,6.85,6.85,5.22,4.4,4.4,4.4,4.4
31,Additional Paid-In Capital,265.33,265.33,229.96,229.96,229.96,152.32,97.47,97.47,97.47,97.47
32,Retained Earnings,-251.1,-236.25,-215.45,-226.67,-206.7,-187.17,-125.9,-49.69,19.69,36.68
33,Comprehensive Income & Other,52.35,41.19,61.07,74.04,58.36,53.8,53.35,53.9,56.64,56.5
34,Total Common Equity,73.73,77.42,82.43,84.17,88.47,24.16,29.32,106.08,178.2,195.04
35,Minority Interest,1.28,2.76,9.09,4.04,4.53,-,-,-,-,-
36,Shareholders' Equity,75.01,80.18,91.52,88.21,93,24.16,29.32,106.08,178.2,195.04
37,Total Liabilities & Equity,562.9,566.88,457.58,378.41,374.74,307.38,341.98,403.54,552.9,528.33
38,Total Debt,254.72,207.9,216.45,214.3,223.26,221.67,228.54,210.71,238.17,217.1
39,Net Cash (Debt),-167.25,-148.91,-190.58,-159.38,-158.19,-165.4,-203.03,-187.6,-175.09,-115.83
40,Net Cash Per Share,-0.20,-0.18,-0.24,-0.20,-0.22,-0.26,-0.41,-0.38,-0.35,-0.23
41,Filing Date Shares Outstanding,832,832,800,800,800,600,500,500,500,500
42,Total Common Shares Outstanding,832,832,800,800,800,600,500,500,500,500
43,Working Capital,11.06,-45.9,-35.02,-42.75,-31.12,-68.48,-54.72,7.05,72.97,151.2
44,Book Value Per Share,0.09,0.09,0.10,0.11,0.11,0.04,0.06,0.21,0.36,0.39
45,Tangible Book Value,71.63,74.81,82.42,84.17,88.46,24.14,29.3,106.05,178.17,195
46,Tangible Book Value Per Share,0.09,0.09,0.10,0.11,0.11,0.04,0.06,0.21,0.36,0.39
47,Machinery,-,51.32,-,46.25,-,11.82,-,11.69,-,10.76
48,Construction In Progress,-,-,-,-,-,-,-,0.14,-,-
49,Leasehold Improvements,-,15.78,-,15.78,-,15.78,-,15.74,-,16.68
