,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,420.97,55.74,478.56,69.51,6.97,40.85,36.62,37.54,105.96,383.28
1,Revenue Growth (YoY),-12.03%,-19.81%,6769.94%,70.15%,-80.98%,8.84%,-65.44%,-90.21%,-64.98%,50.62%
2,Cost of Revenue,395.95,32.18,447.79,58.63,4.25,36.9,32.61,34.97,77.25,321.28
3,Gross Profit,25.02,23.57,30.77,10.88,2.72,3.95,4.01,2.57,28.71,62.01
4,"Selling, General & Admin",36.18,36.89,26.78,17.83,15.38,21.28,14.33,21.9,24.48,38.05
5,Other Operating Expenses,1.04,6.95,0.92,17.41,3.58,3,0.18,1.77,0.26,-0.12
6,Operating Expenses,37.22,61.6,27.7,27.81,18.95,-12.76,68.26,64.02,34.28,37.93
7,Operating Income,-12.21,-38.03,3.07,-16.92,-16.23,16.71,-64.25,-61.45,-5.57,24.08
8,Interest Expense,-5,-5.26,-5.58,-2.69,-5.66,-6.13,-5.44,-6.44,-6.81,-5.42
9,Interest & Investment Income,0.47,0.35,0.14,0.23,0.1,0.41,0.08,0.13,0.15,0.27
10,Earnings From Equity Investments,-0.2,0.04,-1.68,-1.14,-0.5,-1.88,-0.44,-0.49,-,-
11,Currency Exchange Gain (Loss),-,0.03,-,-,-,-,-,2.14,-,0.23
12,Other Non Operating Income (Expenses),17.67,15.18,15.59,8.04,0.73,-77.68,0.61,-10.32,-11.36,1.47
13,EBT Excluding Unusual Items,0.74,-27.69,11.55,-12.49,-21.57,-68.57,-69.44,-76.43,-23.59,20.64
14,Gain (Loss) on Sale of Investments,-17.97,-0.34,4.37,-1.39,1.39,0.92,-,-,-,-4.58
15,Gain (Loss) on Sale of Assets,-,2.15,-,-,-,-,-,-,-,-
16,Asset Writedown,-,0.12,-,0.21,-,-,-,-,-,-
17,Other Unusual Items,0.89,-,-,1.16,0.15,-1.3,1.31,9.05,2.02,5.43
18,Pretax Income,-16.34,-25.76,15.92,-12.51,-20.03,-68.94,-68.13,-67.38,-21.57,21.5
19,Income Tax Expense,-0.02,1.7,0.02,8.17,-,-7.67,8.07,2.01,-4.59,6.35
20,Earnings From Continuing Operations,-16.32,-27.46,15.9,-20.68,-20.03,-61.27,-76.2,-69.38,-16.99,15.15
21,Minority Interest in Earnings,1.48,6.67,-4.68,0.71,0.5,-,-,-,-,-
22,Net Income,-14.85,-20.79,11.22,-19.98,-19.53,-61.27,-76.2,-69.38,-16.99,15.15
23,Net Income to Common,-14.85,-20.79,11.22,-19.98,-19.53,-61.27,-76.2,-69.38,-16.99,15.15
24,Net Income Growth,-,-,-,-,-,-,-,-,-,78.77%
25,Shares Outstanding (Basic),832,831,800,801,720,633,500,500,500,501
26,Shares Outstanding (Diluted),832,831,800,801,720,633,500,500,500,501
27,Shares Change (YoY),4.00%,3.82%,11.15%,26.48%,43.95%,26.60%,-,-0.20%,32.60%,33.60%
28,EPS (Basic),-0.02,-0.03,0.01,-0.02,-0.03,-0.10,-0.15,-0.14,-0.03,0.03
29,EPS (Diluted),-0.02,-0.03,0.01,-0.02,-0.03,-0.10,-0.15,-0.14,-0.03,0.03
30,EPS Growth,-,-,-,-,-,-,-,-,-,33.81%
31,Free Cash Flow,-11.84,60.94,-52.12,-30.72,-42.78,-37.95,6.06,-2.81,-3.38,-72.39
32,Free Cash Flow Per Share,-0.01,0.07,-0.07,-0.04,-0.06,-0.06,0.01,-0.01,-0.01,-0.14
33,Operating Margin,-2.90%,-68.23%,0.64%,-24.35%,-233.05%,40.90%,-175.45%,-163.71%,-5.26%,6.28%
34,Profit Margin,-3.53%,-37.30%,2.34%,-28.74%,-280.32%,-149.99%,-208.10%,-184.85%,-16.03%,3.95%
35,Free Cash Flow Margin,-2.81%,109.32%,-10.89%,-44.19%,-614.15%,-92.91%,16.54%,-7.50%,-3.19%,-18.89%
36,EBITDA,-5.66,-31.66,7.08,-11.91,-13.84,17.81,-62.54,-59.84,-3.91,25.8
37,D&A For EBITDA,6.54,6.37,4.01,5.01,2.4,1.1,1.71,1.61,1.67,1.72
38,EBIT,-12.21,-38.03,3.07,-16.92,-16.23,16.71,-64.25,-61.45,-5.57,24.08
