,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Interest and Dividend Income,49.22,23.68,42.72,25.31,42.95,-,42.34,-,32.54,-,Upgrade
1,Total Interest Expense,3.71,3.84,3.69,4.21,4.84,-,5.2,-,5.29,-,Upgrade
2,Net Interest Income,45.51,19.84,39.03,21.1,38.1,-,37.14,-,27.24,-,Upgrade
3,Gain (Loss) on Sale of Investments,-,-5.5,-,-19.43,21.47,-,-,-,-0.18,-,Upgrade
4,Other Revenue,-,-,-,-0,0,-,17.14,-,-3.69,-,Upgrade
5,Revenue Before Loan Losses,45.51,14.34,39.03,1.67,59.58,-,54.28,-,23.37,-,Upgrade
6,Provision for Loan Losses,-,38.03,-,54.24,-,-,-,-,-,-,Upgrade
7,Revenue,45.51,-23.68,39.03,-52.58,59.58,-,54.28,-,23.37,-,Upgrade
8,Revenue Growth (YoY),16.61%,-,-34.50%,-,9.75%,-,132.26%,-,3.89%,-,Upgrade
9,Cost of Services Provided,13.45,16.68,8.98,7.05,9.87,-,13.53,-,18.86,-,Upgrade
10,Other Operating Expenses,74.66,-62.11,61.57,-72.01,72.01,-,34.95,-,1.65,-,Upgrade
11,Total Operating Expenses,88.11,-45.43,70.55,-64.96,81.88,-,48.49,-,20.51,-,Upgrade
12,Operating Income,-42.61,21.75,-31.53,12.38,-22.3,-,5.8,-,2.86,-,Upgrade
13,Currency Exchange Gain (Loss),6.61,-6.57,-32.5,38.65,-38.17,-,6.41,-,16.62,-,Upgrade
14,EBT Excluding Unusual Items,-36,15.18,-64.02,51.03,-60.47,-,12.21,-,19.48,-,Upgrade
15,Gain (Loss) on Sale of Investments,2.31,-,-17.05,-,-,-,-,-,-,-,Upgrade
16,Other Unusual Items,-,-,-,-0.37,-,-,-,-,-,-,Upgrade
17,Pretax Income,-37.31,5.35,-136.17,37.06,-98.81,-,3.82,-,16.27,-,Upgrade
18,Income Tax Expense,3.77,-2.33,2.33,2.81,-7.38,-,4.57,-,1.59,-,Upgrade
19,Earnings From Continuing Ops.,-41.09,7.68,-138.5,34.25,-91.43,-,-0.75,-,14.69,-,Upgrade
20,Earnings From Discontinued Ops.,-,-,-,-,-,-,-,-,0.64,-,Upgrade
21,Net Income to Company,-41.09,7.68,-138.5,34.25,-91.43,-,-0.75,-,15.33,-,Upgrade
22,Net Income,-41.09,7.68,-138.5,34.25,-91.43,-,-0.75,-,15.33,-,Upgrade
23,Net Income to Common,-41.09,7.68,-138.5,34.25,-91.43,-,-0.75,-,15.33,-,Upgrade
24,Net Income Growth,-,-77.58%,-,-,-,-,-,-,-,-,Upgrade
25,Shares Outstanding (Basic),267,267,267,267,267,-,134,-,134,-,Upgrade
26,Shares Outstanding (Diluted),267,267,267,267,267,-,134,-,134,-,Upgrade
27,Shares Change (YoY),-,-,-,-,98.95%,-,0.53%,-,0.40%,-,Upgrade
28,EPS (Basic),-0.15,0.03,-0.52,0.13,-0.34,-,-0.01,-,0.11,-,Upgrade
29,EPS (Diluted),-0.15,0.03,-0.52,0.13,-0.34,-,-0.01,-,0.11,-,Upgrade
30,EPS Growth,-,-77.85%,-,-,-,-,-,-,-,-,Upgrade
31,Free Cash Flow,-3.52,10.78,3.3,-14.04,18.55,-,-13.2,-,3.48,-,Upgrade
32,Free Cash Flow Per Share,-0.01,0.04,0.01,-0.05,0.07,-,-0.10,-,0.03,-,Upgrade
33,Operating Margin,-93.62%,-,-80.78%,-,-37.43%,-,10.68%,-,12.25%,-,Upgrade
34,Profit Margin,-90.28%,-,-354.89%,-,-153.46%,-,-1.37%,-,65.59%,-,Upgrade
35,Free Cash Flow Margin,-7.74%,-,8.46%,-,31.13%,-,-24.31%,-,14.89%,-,Upgrade
