,Fiscal Quarter,Q2 2017,Q1 2017,Q2 2016,Q1 2016,Q3 2015,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,+7 Quarters
,Period Ending,"Jun '17 Jun 30, 2017","Mar '17 Mar 31, 2017","Jun '16 Jun 30, 2016","Mar '16 Mar 31, 2016","Sep '15 Sep 30, 2015","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Dec '14 Dec 31, 2014","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Dec '13 Dec 31, 2013","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Dec '12 Dec 31, 2012","Sep '12 Sep 30, 2012","Jun '12 Jun 30, 2012","Mar '12 Mar 31, 2012","Dec '11 Dec 31, 2011",+7 Quarters
0,Cash & Equivalents,29274,29274,-,-,15394,40900,27561,39482,30880,61601,25690,50969,44636,-,27332,33682,42863,33644,17388,23047,Upgrade
1,Cash & Short-Term Investments,29274,29274,-,-,15394,40900,27561,39482,30880,61601,25690,50969,44636,-,27332,33682,42863,33644,17388,23047,Upgrade
2,Cash Growth,90.16%,-28.43%,-,-,-50.15%,-33.61%,7.29%,-22.54%,-30.82%,-,-6.01%,51.33%,4.14%,-,57.19%,46.14%,26.69%,182.35%,-21.04%,-11.79%,Upgrade
3,Accounts Receivable,134683,134683,-,-,120599,107985,171283,165575,118408,123024,152760,113382,106274,-,139582,86154,128749,147868,180449,116098,Upgrade
4,Other Receivables,524.13,524.13,-,-,109.43,653.42,199.32,206.79,659.24,103.68,4.46,-,0.45,-,0.27,-,1.8,13.77,14.81,0.02,Upgrade
5,Receivables,135207,135207,-,-,120708,108639,171482,165781,119067,123127,152764,113382,106274,-,139582,86154,128750,147882,180464,116098,Upgrade
6,Inventory,86596,86596,-,-,79484,52943,43695,40599,48913,41316,28776,26370,27151,-,64493,87550,46743,26277,20624,37854,Upgrade
7,Prepaid Expenses,1537,1537,-,-,1068,1520,1681,267.08,559.89,4278,747.45,492.51,866.65,-,737.8,343.93,990.63,694.35,1140,736.19,Upgrade
8,Other Current Assets,4563,4563,-,-,3888,2407,2152,4872,5367,1315,1507,1832,2000,-,1809,4963,272.53,1064,984.19,936.1,Upgrade
9,Total Current Assets,257177,257177,-,-,220543,206409,246572,251001,204787,231637,209485,193045,180928,-,233953,212692,219619,209561,220599,178671,Upgrade
10,"Property, Plant & Equipment",32196,32196,-,-,35626,36999,37915,40281,43639,47146,28335,30734,33126,-,38586,40476,43550,46829,48773,51498,Upgrade
11,Long-Term Investments,21674,21674,-,-,26548,26548,26548,26548,26548,14098,12450,12450,12450,-,12450,12450,12450,12450,12450,12450,Upgrade
