,Fiscal Quarter,Current,Q2 2017,Q1 2017,Q2 2016,Q1 2016,Q3 2015,Q2 2015,Q1 2015,Q4 2014,Q3 2014,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,+7 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '17 Jun 30, 2017","Mar '17 Mar 31, 2017","Jun '16 Jun 30, 2016","Mar '16 Mar 31, 2016","Sep '15 Sep 30, 2015","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Dec '14 Dec 31, 2014","Sep '14 Sep 30, 2014","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Dec '13 Dec 31, 2013","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Dec '12 Dec 31, 2012","Sep '12 Sep 30, 2012","Jun '12 Jun 30, 2012","Mar '12 Mar 31, 2012","Dec '11 Dec 31, 2011",+7 Quarters
0,Market Capitalization,1522500,270000,294000,269000,270000,265000,284000,328000,319000,272000,280000,331000,265000,239000,265000,305000,257000,239000,228000,187000,180000,Upgrade
1,Market Cap Growth,-2.57%,1.89%,3.52%,-17.99%,-15.36%,-2.57%,1.43%,-0.91%,20.38%,13.81%,5.66%,8.52%,3.11%,0%,16.23%,63.10%,42.78%,25.13%,-8.80%,-,-,Upgrade
2,Enterprise Value,257942,279442,303442,278442,279442,257942,268496,321134,312134,233440,254310,280031,220364,211668,237668,271318,214137,205356,210612,163953,146168,Upgrade
3,Last Close Price,14500.00,6475.78,6586.47,6026.40,5541.35,5438.74,5828.68,6163.16,5994.05,5110.91,5261.23,5647.18,4521.16,4077.57,4521.16,4584.12,3862.69,3592.15,3426.82,2422.92,2332.23,Upgrade
4,PE Ratio,3.91,9.94,10.05,8.11,8.38,7.38,8.10,8.73,8.40,8.44,9.23,10.78,7.73,7.30,6.33,5.96,4.19,3.51,3.39,2.86,2.93,Upgrade
5,PS Ratio,0.39,0.82,0.89,0.80,0.83,0.74,0.77,0.92,0.93,0.96,1.01,1.04,0.73,0.71,0.75,0.83,0.68,0.59,0.58,0.51,0.54,Upgrade
6,PB Ratio,0.75,1.29,1.40,-,-,1.21,1.33,1.41,1.41,1.28,1.37,1.61,1.34,1.25,-,1.39,1.24,1.18,1.20,0.87,0.94,Upgrade
7,P/TBV Ratio,1.48,1.55,1.69,-,-,1.48,1.64,1.51,1.70,1.57,1.64,1.70,1.42,1.33,-,1.39,1.25,1.18,1.20,0.87,0.94,Upgrade
8,P/FCF Ratio,-,-51.64,-13.43,-,-,-,12.36,-,4.64,3.96,2.62,-,4.87,6.21,35.94,-,-,5.26,2.45,-,-,Upgrade
