,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,2077,4132,4132,4132,4615,5469,8134,12942,8453,6268,8240
1,Market Cap Growth,0%,0%,-10.47%,-24.45%,-43.26%,-57.74%,-3.76%,106.47%,2.58%,-32.74%,-24.23%
2,Last Close Price,3.63,7.27,7.27,7.27,8.12,9.42,14.15,22.06,14.89,11.00,14.09
3,PE Ratio,-,-,-,-,-,-,4.08,5.79,6.86,11.97,29.85
4,PS Ratio,3.22,7.23,5.19,2.66,3.00,10.55,2.82,2.74,2.62,2.86,4.56
5,PB Ratio,0.31,0.54,0.52,0.51,0.54,0.61,0.84,1.28,0.96,0.82,1.10
6,P/FCF Ratio,19.22,38.25,-,9.68,-,-,3.97,6.84,21.41,-10.37,-
7,P/OCF Ratio,37.75,37.75,-,9.58,-,-,3.90,6.74,20.92,-10.49,-
8,Debt / Equity Ratio,0.09,0.09,0.09,0.10,0.35,0.40,0.42,0.30,0.21,0.07,0.04
9,Debt / FCF Ratio,6.39,6.39,-,1.98,-,-,1.97,1.60,4.57,-0.89,-
10,Earnings Yield,-18.91%,-9.51%,-12.58%,-11.93%,-10.53%,5.19%,24.51%,17.27%,14.58%,8.36%,3.35%
11,FCF Yield,5.20%,2.61%,21.05%,10.33%,-18.18%,0.85%,25.22%,14.62%,4.67%,-9.64%,-6.09%
12,Buyback Yield / Dilution,-0.29%,-0.77%,0.18%,0.89%,2.87%,4.41%,0.85%,-2.05%,1.18%,3.80%,-37.63%
13,Total Shareholder Return,-0.29%,-0.77%,0.18%,0.89%,2.87%,4.41%,0.85%,-2.05%,1.18%,3.80%,-37.63%
