,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Interest and Dividend Income,22.89,35.06,49.8,52.23,22.89,33.9,41.13,46.25,35.41,48.34
1,Total Interest Expense,7.7,9.05,41.5,69.45,43.01,46.31,66.17,7.24,5.51,3.74
2,Net Interest Income,15.19,26.01,8.3,-17.21,-20.12,-12.42,-25.04,39,29.9,44.61
3,Asset Management Fee,159.86,217.05,239.38,261.9,267.13,234.3,207.8,238.73,204.71,216.82
4,Underwriting & Investment Banking Fee,136.06,159.77,153.18,297.94,280.93,403.63,794.91,764.32,278.59,402.24
5,Gain on Sale of Investments (Rev),30.61,-255.98,47.83,92.93,-91.42,-650.83,1410,514.38,627.79,159.8
6,Other Revenue,10.11,57.64,94.22,369.6,32.75,24.69,4.12,0.34,20.93,9.65
7,Revenue Before Loan Losses,351.83,204.49,542.91,1005,469.28,-0.62,2392,1557,1162,833.12
8,Provision for Loan Losses,-,24.47,-0.01,110.54,5.06,21.18,16.41,2.95,-1.44,-0.56
9,Revenue,351.83,180.02,542.91,894.61,464.23,-21.8,2376,1554,1163,833.67
10,Revenue Growth (YoY),-35.20%,-79.88%,16.95%,-,-80.46%,-,104.21%,86.38%,48.75%,24.84%
11,Salaries & Employee Benefits,282.1,157.77,320.4,373.77,379.46,354.73,744.56,616.35,482.43,409.82
12,Cost of Services Provided,-,2.39,-,0.98,-,0.63,-,0.88,-,6.69
13,Other Operating Expenses,160.7,231,238.07,436,177.17,207.42,175.34,196.71,169.66,177.01
14,Total Operating Expenses,443.72,396.82,524.63,849.17,556.54,572.78,917.23,816.59,652.28,593.71
15,Operating Income,-91.89,-216.8,18.28,45.44,-92.32,-594.58,1459,737.23,511.08,239.96
16,Currency Exchange Gains,-1.3,6.23,-13.48,-13.51,-39.77,2.4,1.85,3,-3.47,-2.58
17,Other Non-Operating Income (Expenses),24.06,32.79,-117.16,-14.38,32.18,956.8,30.67,37.32,10.12,10.78
18,EBT Excluding Unusual Items,-68.64,-176.83,-111.93,17.84,-106.43,354.46,1487,777.5,515.17,239.33
19,Gain (Loss) on Sale of Investments,0,-27.69,0.02,-198.34,-5.34,70.56,-53.54,-79.04,-41.76,-101.52
20,Other Unusual Items,-4.98,-23.91,-0.29,-88.5,-2.18,-1.46,-0.9,-11.46,-,-0.32
21,Pretax Income,-73.62,-228.46,-112.19,-269.05,-113.96,423.56,1432,687,473.41,137.59
22,Income Tax Expense,12.35,69.36,50.98,-13.11,84.08,54.8,155.72,91.72,44.44,29.95
23,Earnings From Continuing Ops.,-85.97,-297.82,-163.17,-255.94,-198.04,368.76,1277,595.29,428.97,107.63
24,Minority Interest in Earnings,12.15,6.05,-16.96,-20.23,44.3,27.13,-48.15,35.11,-21.61,-37.62
25,Net Income,-73.82,-291.77,-180.13,-276.17,-153.74,395.89,1228,630.4,407.36,70.01
26,Net Income to Common,-73.82,-291.77,-180.13,-276.17,-153.74,395.89,1228,630.4,407.36,70.01
27,Net Income Growth,-,-,-,-,-,-37.20%,201.57%,800.41%,130.45%,-
28,Shares Outstanding (Basic),507,506,503,507,507,499,493,491,491,498
29,Shares Outstanding (Diluted),507,506,503,507,507,522,531,527,520,533
30,Shares Change (YoY),0.77%,-0.18%,-0.89%,-2.87%,-4.41%,-0.85%,2.05%,-1.18%,-3.80%,37.63%
31,EPS (Basic),-0.15,-0.58,-0.36,-0.54,-0.30,0.79,2.49,1.28,0.83,0.14
32,EPS (Diluted),-0.15,-0.58,-0.36,-0.55,-0.30,0.76,2.32,1.20,0.78,0.13
33,EPS Growth,-,-,-,-,-,-36.71%,197.44%,830.93%,136.36%,-
34,Free Cash Flow,197.2,-96.65,886.17,-491.03,-251.03,290.75,1380,193.21,139.18,-690.13
35,Free Cash Flow Per Share,0.39,-0.19,1.76,-0.97,-0.49,0.56,2.60,0.37,0.27,-1.29
36,Operating Margin,-26.12%,-120.43%,3.37%,5.08%,-19.89%,-,61.39%,47.45%,43.93%,28.78%
37,Profit Margin,-20.98%,-162.08%,-33.18%,-30.87%,-33.12%,-,51.71%,40.57%,35.02%,8.40%
38,Free Cash Flow Margin,56.05%,-53.69%,163.23%,-54.89%,-54.07%,-,58.10%,12.43%,11.96%,-82.78%
39,Revenue as Reported,359.53,213.54,584.41,1075,512.29,45.69,2458,1564,1167,836.85
