,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,1245,1110,1083,1538,2555,2382,1236,646.76,1259,1022
1,Short-Term Investments,557.81,272.93,608.06,742.88,1798,1320,1240,740.34,175.35,685.84
2,Trading Asset Securities,2855,3003,3142,3316,2971,2894,4440,3692,2830,3222
3,Accounts Receivable,1303,1510,1186,1299,1998,386.03,1385,2130,1350,763.48
4,Other Receivables,120.21,78.81,86.94,1148,85.69,99.8,484.83,673.23,466.06,230.13
5,"Property, Plant & Equipment",43.51,69.49,97.06,129.07,156.17,178.24,135.68,125.66,112.83,144.06
6,Other Intangible Assets,91.14,102.84,108.83,119.03,100.05,88.95,65.9,71.1,57.5,51.71
7,Investments in Debt & Equity Securities,1474,1518,2110,2407,2579,4395,3181,1726,1889,1645
8,Other Current Assets,247.55,172.29,115.43,694.59,224.85,573.39,348.42,645.74,842.69,865.81
9,Long-Term Deferred Tax Assets,127.48,122.41,152.44,160.96,91.11,168.54,190.99,233.28,169.99,130.57
10,Other Long-Term Assets,1292,1380,1448,1523,1894,1678,2409,1853,1261,749.69
11,Total Assets,9357,9340,10138,13078,14453,14164,15117,12537,10414,9510
12,Accounts Payable,960.86,902.3,867.69,1719,2357,1433,2407,2210,1361,1271
13,Accrued Expenses,148.75,163.87,329.11,439.98,443.72,765.04,761.39,670.99,395.15,426.7
14,Short-Term Debt,605.46,576.38,621.63,386.71,612.02,920.98,1900,1418,405.53,129.5
15,Current Portion of Long-Term Debt,-,-,78.96,611.93,605.61,587.6,176.64,-,-,-
16,Current Portion of Leases,24.44,35.54,46.04,55.37,57.23,57.42,43.06,45.46,53.5,53.46
17,Other Current Liabilities,266.52,282.89,338.52,522.42,561.5,452.63,567.66,468.13,902.98,790.16
18,Long-Term Debt,-,-,-,1513,1711,1626,323.59,-,-,-
19,Long-Term Leases,12.4,17.48,35.72,54.46,79.9,94.64,66.32,56.44,32.28,56.88
20,Long-Term Unearned Revenue,-,0.42,3.16,5.92,4.93,6.67,14.45,15.77,16.5,13.75
21,Long-Term Deferred Tax Liabilities,53.04,60.46,57.73,72.13,67.41,72.18,127.15,70.38,63.35,27.29
22,Total Liabilities,2224,2163,2616,5538,6740,6257,6695,5155,3423,2838
23,Common Stock,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
24,Additional Paid-In Capital,6165,6165,-,6104,6289,6211,6425,6316,6371,6455
25,Retained Earnings,128.19,202.01,-,673.91,748.96,1104,498.64,-520.55,-1231,-1558
26,Comprehensive Income & Other,-185.35,-227.71,6470,-276.89,-353.31,-489.12,-34.46,100.08,319.95,262.62
27,Total Common Equity,6108,6139,6470,6501,6684,6826,6889,5896,5460,5159
28,Minority Interest,1025,1038,1051,1038,1029,1081,1533,1486,1531,1513
29,Shareholders' Equity,7133,7177,7522,7539,7713,7908,8422,7382,6991,6672
30,Total Liabilities & Equity,9357,9340,10138,13078,14453,14164,15117,12537,10414,9510
31,Total Debt,642.3,629.41,782.35,2621,3066,3286,2510,1520,491.3,239.84
32,Net Cash (Debt),4016,3757,4051,2975,4258,3309,4406,3559,3774,4690
33,Net Cash Growth,-0.85%,26.27%,-4.87%,-10.10%,-3.36%,-7.01%,16.76%,-24.12%,-8.26%,66.74%
34,Net Cash Per Share,7.93,7.42,8.06,5.87,8.40,6.34,8.30,6.76,7.26,8.80
35,Filing Date Shares Outstanding,568.4,568.4,568.4,568.4,555.83,550.36,550.74,532.95,534.85,541.37
36,Total Common Shares Outstanding,568.4,568.4,568.4,568.4,555.83,550.36,550.74,532.95,534.85,541.37
37,Working Capital,4171,4062,3702,4845,4756,3198,2971,3516,3613,4049
38,Book Value Per Share,10.75,10.80,11.38,11.44,12.03,12.40,12.51,11.06,10.21,9.53
39,Tangible Book Value,6017,6037,6361,6382,6584,6737,6823,5825,5402,5107
40,Tangible Book Value Per Share,10.59,10.62,11.19,11.23,11.85,12.24,12.39,10.93,10.10,9.43
