,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,218,284,229,298,255,293,279,360,473,520,412,Upgrade
1,Market Cap Growth,-4.76%,-4.76%,-10.19%,1.61%,-8.47%,-18.42%,-41.00%,-30.91%,14.94%,7.84%,-63.14%,Upgrade
2,Enterprise Value,55,140,121,309,435,502,387,498,642,725,684,Upgrade
3,Last Close Price,0.46,0.56,0.44,0.55,0.46,0.50,0.48,0.60,0.75,0.80,0.63,Upgrade
4,PE Ratio,2.36,3.07,2.12,2.41,2.28,4.75,4.02,2.80,3.86,-2.56,-,Upgrade
5,PS Ratio,0.19,0.25,0.17,0.19,0.15,0.18,0.17,0.15,0.21,0.39,0.33,Upgrade
6,PB Ratio,0.32,0.39,0.33,0.46,0.42,0.52,0.54,0.70,1.02,1.38,1.25,Upgrade
7,P/TBV Ratio,0.43,0.43,0.36,0.49,0.44,0.55,0.56,0.73,1.07,1.46,1.33,Upgrade
8,P/FCF Ratio,1.57,2.05,0.98,0.94,1.16,-13.87,-,2.31,2.47,3.05,2.74,Upgrade
9,P/OCF Ratio,1.98,1.98,0.95,0.93,1.12,-19.07,-,2.17,2.37,2.93,2.60,Upgrade
10,EV/Sales Ratio,0.05,0.12,0.09,0.19,0.25,0.30,0.23,0.21,0.29,0.54,0.54,Upgrade
11,EV/EBITDA Ratio,0.35,1.07,0.72,1.45,2.26,3.35,2.28,2.00,2.56,5.30,6.97,Upgrade
12,EV/EBIT Ratio,0.49,1.23,0.80,1.59,2.51,3.86,2.59,2.18,2.79,6.24,8.80,Upgrade
13,EV/FCF Ratio,0.40,1.01,0.52,0.98,1.97,-23.73,-,3.19,3.35,4.25,4.56,Upgrade
14,Debt / Equity Ratio,0.33,0.33,0.34,0.39,0.48,0.57,0.69,0.60,0.70,0.91,0.83,Upgrade
15,Debt / FCF Ratio,1.74,1.74,1.01,0.79,1.34,-15.07,-,1.97,1.71,2.01,1.82,Upgrade
16,Return on Capital Employed (ROCE),15.41%,15.41%,21.25%,28.74%,26.55%,20.99%,25.39%,38.99%,42.21%,26.56%,22.76%,Upgrade
17,Earnings Yield,42.43%,32.53%,47.26%,41.55%,43.86%,21.04%,24.85%,35.66%,25.88%,-38.99%,-63.67%,Upgrade
18,FCF Yield,63.56%,48.73%,102.07%,105.90%,86.55%,-7.21%,2.26%,43.38%,40.43%,32.76%,36.44%,Upgrade
19,Dividend Yield,13.04%,8.93%,9.15%,7.29%,8.79%,3.98%,-,10.06%,9.39%,3.77%,-,Upgrade
20,Total Shareholder Return,13.04%,8.93%,9.15%,7.29%,8.79%,3.98%,-,10.06%,9.39%,3.77%,-,Upgrade
