,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+10 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+10 Quarters
0,Market Capitalization,205,135,148,153,188,185,1388,573,618,552,564,732,462,408,384,173,130,133,140,198,200,Upgrade
1,Market Cap Growth,-26.87%,-26.87%,-89.37%,-73.23%,-69.58%,-66.46%,146.17%,-21.76%,33.79%,35.29%,46.88%,324.35%,255.38%,207.92%,174.29%,-12.66%,-35.00%,-17.19%,-45.10%,-36.29%,-25.93%,Upgrade
2,Enterprise Value,89,21,33,49,83,64,1267,451,497,407,419,628,358,329,305,113,71,80,87,157,159,Upgrade
3,Last Close Price,0.35,0.23,0.26,0.25,0.30,0.30,2.22,0.92,0.94,0.82,0.83,1.08,0.66,0.58,0.55,0.30,0.22,0.23,0.24,0.34,0.34,Upgrade
4,PE Ratio,39.60,25.80,30.50,-,-,10.20,59.50,-,13.71,16.78,18.05,28.98,20.35,17.68,18.26,8.38,7.32,8.86,9.95,15.16,143.14,Upgrade
5,PS Ratio,2.97,1.93,2.23,2.33,2.61,2.27,15.27,5.85,6.30,5.78,6.18,8.90,5.95,5.63,5.65,2.66,2.07,2.22,2.55,3.82,4.23,Upgrade
6,PB Ratio,1.55,1.00,1.09,1.15,1.41,1.38,11.12,4.59,4.69,4.19,3.92,5.09,-,3.30,4.63,2.08,-,1.97,2.41,3.41,-,Upgrade
7,P/TBV Ratio,1.17,1.17,1.28,1.36,1.66,1.60,13.30,5.49,5.40,4.82,4.66,6.04,-,3.71,5.67,2.55,-,2.38,3.10,4.37,-,Upgrade
8,P/FCF Ratio,11.04,7.28,11.23,19.99,49.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,7.26,7.26,11.19,19.89,48.79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,1.27,0.29,0.49,0.74,1.16,0.78,13.93,4.61,5.07,4.27,4.59,7.63,4.61,4.54,4.48,1.75,1.13,1.33,1.58,3.03,3.37,Upgrade
11,EV/EBITDA Ratio,-,-11.88,-37.38,-,-,4.81,56.66,-,13.12,10.64,12.40,21.04,12.51,13.30,13.06,5.02,3.71,4.91,6.74,14.40,77.78,Upgrade
12,EV/EBIT Ratio,-,-4.77,-9.52,-,-,5.38,60.40,-,13.57,11.00,12.80,21.81,12.98,13.91,14.52,5.61,4.25,5.78,7.13,15.43,121.10,Upgrade
13,EV/FCF Ratio,4.77,1.10,2.49,6.35,21.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
