,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,108.72,147.94,87.31,131.95,95.32,149.21,125.71,114.98,67.2,145.97
1,Revenue Growth (YoY),24.52%,12.12%,-8.40%,-11.57%,-24.18%,29.77%,87.06%,-21.23%,-46.19%,7.24%
2,Cost of Revenue,79.17,119.4,71.11,110.37,73.84,116.09,96.37,90.55,53.87,108.5
3,Gross Profit,29.55,28.54,16.2,21.58,21.48,33.13,29.34,24.42,13.33,37.48
4,"Selling, General & Admin",16.25,19.83,13.03,15.42,12.13,19.21,13.97,11.42,16.65,14.53
5,Other Operating Expenses,-0.61,-2.2,-1.79,-1.14,-1.54,-2.98,-0.85,-1.79,-9.84,-0.47
6,Operating Expenses,16.43,24.84,11.6,17.53,12.33,17.17,13.12,25.09,6.81,19.83
7,Operating Income,13.12,3.69,4.61,4.05,9.15,15.95,16.22,-0.67,6.52,17.64
8,Interest Expense,-1.63,-1.5,-1.71,-1.7,-1.77,-1.62,-1.77,-2.2,-2.68,-3.09
9,Interest & Investment Income,0.2,0.97,1.02,0.33,0.3,0.11,0.17,0.58,0.49,0.75
10,Currency Exchange Gain (Loss),0.37,0.11,0.08,0.44,0.99,-0.42,-0.31,-3.86,3.59,0
11,Other Non Operating Income (Expenses),-,-0.19,-,-,-,-0.31,-,0.03,-,-0.58
12,EBT Excluding Unusual Items,12.06,3.08,4,3.12,8.68,13.71,14.31,-6.12,7.92,14.73
13,Gain (Loss) on Sale of Assets,-,-0.66,-,-0.16,-0.05,-0.07,-0.42,-0.04,-0,-0.01
14,Other Unusual Items,-,-,-,0.01,-,0.42,-,-,-,-
15,Pretax Income,12.06,2.42,4,2.97,8.63,14.06,13.89,-6.16,7.92,14.72
16,Income Tax Expense,3.05,-0.44,0.93,-1.04,1.9,1.76,1.51,-0.87,1.84,2.49
17,Earnings From Continuing Operations,9.01,2.87,3.07,4.01,6.74,12.3,12.39,-5.29,6.08,12.23
18,Minority Interest in Earnings,-0.05,-0.02,-0.02,-0.01,-0.05,-0.08,-0.07,0.02,-0.06,-0.12
19,Net Income,8.96,2.84,3.05,4,6.69,12.22,12.32,-5.27,6.02,12.11
20,Net Income to Common,8.96,2.84,3.05,4,6.69,12.22,12.32,-5.27,6.02,12.11
21,Net Income Growth,193.99%,-28.89%,-54.42%,-67.29%,-45.73%,-,104.74%,-,-13.91%,-19.26%
22,Shares Outstanding (Basic),1000,1000,1000,1000,1000,1000,1000,1002,977,750
23,Shares Outstanding (Diluted),1000,1000,1000,1000,1000,1000,1000,1002,977,750
24,Shares Change (YoY),-,-,-,-,-,-0.22%,2.32%,33.63%,30.30%,-
25,EPS (Basic),0.01,0.00,0.00,0.00,0.01,0.01,0.01,-0.01,0.01,0.02
26,EPS (Diluted),0.01,0.00,0.00,0.00,0.01,0.01,0.01,-0.01,0.01,0.02
27,EPS Growth,193.99%,-28.89%,-54.42%,-67.29%,-45.73%,-,100.11%,-,-33.93%,-
28,Free Cash Flow,23.34,-15.22,2.86,-26.32,35.91,-64.18,41.8,7.29,11.47,-7.97
29,Free Cash Flow Per Share,0.02,-0.02,0.00,-0.03,0.04,-0.06,0.04,0.01,0.01,-0.01
30,Operating Margin,12.07%,2.50%,5.28%,3.07%,9.60%,10.69%,12.90%,-0.58%,9.70%,12.09%
31,Profit Margin,8.24%,1.92%,3.49%,3.03%,7.01%,8.19%,9.80%,-4.59%,8.95%,8.30%
32,Free Cash Flow Margin,21.47%,-10.29%,3.28%,-19.95%,37.67%,-43.02%,33.25%,6.34%,17.06%,-5.46%
33,EBITDA,15.6,6.68,6.13,6.56,11.3,18.22,18.5,1.99,8.77,19.99
34,D&A For EBITDA,2.48,2.99,1.52,2.51,2.15,2.26,2.28,2.66,2.25,2.35
35,EBIT,13.12,3.69,4.61,4.05,9.15,15.95,16.22,-0.67,6.52,17.64
