,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,58.03,41.88,98.91,47.25,76.37,55.27,113.63,52.6,100.78,16.41
1,Short-Term Investments,20.21,-,14.95,-,14.6,-,18.47,-,27.47,-
2,Cash & Short-Term Investments,78.24,41.88,113.86,47.25,90.97,55.27,132.1,52.6,128.25,16.41
3,Cash Growth,-31.29%,-11.35%,25.17%,-14.52%,-31.14%,5.08%,3.00%,220.45%,808.19%,1.60%
4,Accounts Receivable,201.58,245.87,199.72,236,168.6,220.87,156.21,197.34,205.57,254.92
5,Other Receivables,-,1.51,-,0.78,-,1.84,-,1.79,-,1.67
6,Receivables,201.58,247.38,199.72,236.78,168.6,222.71,156.21,199.13,205.57,256.59
7,Inventory,59.13,54.36,57.67,46.59,70.38,61.27,44.2,37.09,40.95,31.97
8,Restricted Cash,8.22,4.56,2.77,2.31,4.34,2.76,2.46,4.62,-,3.47
9,Other Current Assets,-,7.82,-,6.03,-,4.99,-,4.42,-,10.83
10,Total Current Assets,347.17,356,374.02,338.95,334.29,347,334.96,297.85,374.76,319.27
11,"Property, Plant & Equipment",70.23,70.27,58.36,49.55,36.82,30.37,27.81,29.93,28.39,29.3
12,Other Intangible Assets,45.74,46.19,45.87,46.14,24.18,7.74,7.94,7.96,8.07,8.18
13,Long-Term Deferred Tax Assets,6.7,6.7,5.56,5.56,4.81,4.81,5.06,5.06,2.74,2.74
14,Other Long-Term Assets,3.97,3.97,7.62,7.62,27.44,38.14,36.12,55,-,-
15,Total Assets,473.81,483.13,491.44,447.82,427.55,428.06,411.89,395.8,413.96,359.48
16,Accounts Payable,28.35,33.28,23.17,19.15,14.82,17.98,29.46,27.8,30,37.58
17,Accrued Expenses,28.88,25.07,23.15,32.21,22.31,22.32,18.85,13.48,14.15,18.71
18,Short-Term Debt,88.99,90.99,129.99,79.99,74.99,81,71,71,84,113.37
19,Current Portion of Leases,0.03,0.09,0.08,0.09,0.14,0.16,0.81,0.88,0.72,0.83
20,Current Income Taxes Payable,2.3,1.82,1.28,2.88,4.76,2.37,1.76,1.74,3.42,1.82
21,Current Unearned Revenue,2.89,3.47,3.58,2.1,7.38,3.08,5.07,3.87,2.6,2.19
22,Other Current Liabilities,0.32,15.36,-,4.25,-,4.66,-,4.49,-,13.23
23,Total Current Liabilities,151.76,170.09,181.25,140.66,124.4,131.58,126.94,123.26,134.89,187.71
24,Long-Term Leases,-,0.01,0.01,0.05,0.06,0.13,0.89,0.87,1.76,2.06
25,Total Liabilities,151.76,170.09,181.26,140.71,124.46,131.7,127.83,124.12,136.65,189.78
26,Common Stock,8.86,8.86,8.86,8.86,8.86,8.86,8.86,8.86,8.86,-
27,Additional Paid-In Capital,154.25,154.25,154.25,154.25,154.25,154.25,154.25,154.25,154.59,61.93
28,Retained Earnings,155.9,146.95,144.1,141.06,137.06,130.37,118.15,105.83,110.55,104.53
29,Comprehensive Income & Other,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.58,1.57,1.57
30,Total Common Equity,320.59,311.63,308.79,305.74,301.74,295.06,282.83,270.51,275.57,168.03
31,Minority Interest,1.46,1.41,1.39,1.36,1.35,1.3,1.22,1.16,1.74,1.68
32,Shareholders' Equity,322.04,313.04,310.17,307.1,303.09,296.36,284.06,271.67,277.31,169.71
33,Total Liabilities & Equity,473.81,483.13,491.44,447.82,427.55,428.06,411.89,395.8,413.96,359.48
34,Total Debt,89.02,91.08,130.08,80.13,75.18,81.28,72.7,72.75,86.48,116.26
35,Net Cash (Debt),-10.79,-49.2,-16.22,-32.88,15.79,-26.02,59.4,-20.15,41.76,-99.84
36,Net Cash Growth,-,-,-,-,-73.43%,-,42.24%,-,-,-
37,Net Cash Per Share,-0.01,-0.05,-0.02,-0.03,0.02,-0.03,0.06,-0.02,0.04,-0.13
38,Filing Date Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
39,Total Common Shares Outstanding,1000,1000,1000,1000,1000,1000,1000,1000,1000,750
40,Working Capital,195.41,185.91,192.77,198.29,209.89,215.42,208.01,174.59,239.87,131.55
41,Book Value Per Share,0.32,0.31,0.31,0.31,0.30,0.30,0.28,0.27,0.28,0.22
42,Tangible Book Value,274.85,265.44,262.92,259.6,277.56,287.32,274.89,262.55,267.5,159.84
43,Tangible Book Value Per Share,0.27,0.27,0.26,0.26,0.28,0.29,0.27,0.26,0.27,0.21
44,Buildings,-,44.59,-,13.77,-,13.77,-,13.77,-,13.77
45,Machinery,-,40.36,-,34.96,-,45.08,-,45.86,-,39.89
46,Construction In Progress,-,11.42,-,27.1,-,4,-,0.05,-,-
