,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,26.14,52.69,125.05,83.64,255.06,1331,2511,1969,1637,1573,Upgrade
1,Trading Asset Securities,-,-,-,-,225.9,226.96,1515,774.22,381.22,-,Upgrade
2,Cash & Short-Term Investments,26.14,52.69,125.05,83.64,480.96,1558,4027,2743,2018,1573,Upgrade
3,Cash Growth,-79.09%,-37.00%,-74.00%,-94.63%,-88.06%,-43.20%,99.51%,74.42%,13.41%,-34.75%,Upgrade
4,Accounts Receivable,811.41,791.36,1016,1111,1297,1271,215.21,1586,546.62,440.18,Upgrade
5,Other Receivables,81.1,115.27,403.54,95.46,459.51,411.34,1660,334.99,262.16,197.61,Upgrade
6,Receivables,1080,1094,1622,1410,2118,2007,2237,2282,1197,998.99,Upgrade
7,Inventory,8761,8858,14176,14311,15648,15965,15330,16132,13039,12994,Upgrade
8,Prepaid Expenses,598.9,505.69,835.95,994.65,1010,417.11,886.31,530.44,267.8,414.79,Upgrade
9,Restricted Cash,132.03,210.81,332.7,493.28,862.32,2880,-,334.49,-,336.03,Upgrade
10,Other Current Assets,1788,1845,2364,4690,3204,3060,3206,2410,2434,1865,Upgrade
11,Total Current Assets,12386,12567,19456,21982,23324,25887,25685,24432,18956,18181,Upgrade
12,"Property, Plant & Equipment",260.88,267.61,273.98,328.18,341.68,901.01,801.4,812.4,667.7,697.7,Upgrade
13,Long-Term Investments,75.02,75.02,109.52,109.52,130.58,44.31,45.97,43.9,41.43,376.12,Upgrade
14,Long-Term Deferred Tax Assets,194.11,194.14,449.68,526.25,505.06,286.17,135.44,189.11,126.31,84.31,Upgrade
15,Other Long-Term Assets,7636,7687,2905,3019,3526,3658,3681,3584,3580,3512,Upgrade
16,Total Assets,20552,20790,23194,25965,27828,30776,30349,29062,23371,22852,Upgrade
17,Accounts Payable,22.68,23.77,24.81,35.95,36.85,43.28,39.03,43.77,9.34,9,Upgrade
18,Accrued Expenses,1009,805.16,1434,1476,1469,1090,588.86,582.41,167.81,138.31,Upgrade
19,Short-Term Debt,7728,7234,5919,5683,272.94,2559,1465,2366,-,-,Upgrade
20,Current Portion of Long-Term Debt,1025,498.37,1185,1063,5450,4218,190.39,287.42,1673,1930,Upgrade
21,Current Portion of Leases,5.21,17.51,17.51,17.51,17.51,17.51,17.51,8.75,-,-,Upgrade
22,Current Income Taxes Payable,1740,1732,1559,1620,1613,1669,1495,1330,1024,662.27,Upgrade
23,Current Unearned Revenue,2307,2739,3282,4166,5818,5388,7135,9429,6625,8051,Upgrade
24,Other Current Liabilities,4806,4573,3302,4948,3958,4872,5243,3477,3503,3396,Upgrade
25,Total Current Liabilities,18642,17624,16723,19009,18636,19856,16174,17524,13002,14186,Upgrade
26,Long-Term Debt,4573,4888,5353,4690,4896,4699,8215,6038,5825,4331,Upgrade
27,Long-Term Leases,179.56,212.21,201.96,191.72,182.04,172.35,167.56,162.77,-,-,Upgrade
28,Long-Term Deferred Tax Liabilities,261.57,261.7,362.92,367.23,381.76,429.64,364.97,542.3,541.59,585.05,Upgrade
29,Total Liabilities,23657,22985,22640,24258,24095,25157,24922,24267,19369,19102,Upgrade
30,Common Stock,26.09,26.09,26.09,26.09,26.09,26.09,26.09,24.68,24.66,24.67,Upgrade
31,Additional Paid-In Capital,940.9,940.9,940.9,940.9,940.9,940.9,940.51,579.41,1676,1685,Upgrade
32,Retained Earnings,-5616,-4764,-2135,-1143,770.86,2508,2983,2996,2304,2201,Upgrade
33,Comprehensive Income & Other,907.79,907.92,700.62,776.71,790.2,752.5,753.16,747.65,-346.43,-371.34,Upgrade
34,Total Common Equity,-3741,-2889,-467.54,600.41,2528,4227,4703,4348,3658,3539,Upgrade
35,Minority Interest,636.33,694.18,1021,1107,1204,1392,724.47,447.05,344.4,210.87,Upgrade
36,Shareholders' Equity,-3105,-2195,553.67,1707,3732,5620,5427,4795,4002,3750,Upgrade
37,Total Liabilities & Equity,20552,20790,23194,25965,27828,30776,30349,29062,23371,22852,Upgrade
38,Total Debt,13511,12850,12675,11646,10818,11666,10056,8863,7499,6260,Upgrade
39,Net Cash (Debt),-13485,-12798,-12550,-11562,-10337,-10108,-6029,-6120,-5480,-4688,Upgrade
40,Net Cash Per Share,-1.60,-1.52,-1.49,-1.31,-1.28,-1.21,-0.76,-0.78,-0.69,-0.61,Upgrade
41,Filing Date Shares Outstanding,8446,8446,8446,8446,8446,8446,8445,7937,7924,7927,Upgrade
42,Total Common Shares Outstanding,8446,8446,8446,8446,8446,8446,8445,7937,7924,7927,Upgrade
43,Working Capital,-6256,-5057,2733,2973,4688,6031,9511,6908,5954,3995,Upgrade
44,Book Value Per Share,-0.44,-0.34,-0.06,0.07,0.30,0.50,0.56,0.55,0.46,0.45,Upgrade
45,Tangible Book Value,-3741,-2889,-467.54,600.41,2528,4227,4703,4348,3658,3539,Upgrade
46,Tangible Book Value Per Share,-0.44,-0.34,-0.06,0.07,0.30,0.50,0.56,0.55,0.46,0.45,Upgrade
47,Buildings,-,137.84,-,213.18,-,203.9,-,205.61,-,213.45,Upgrade
48,Machinery,-,39.43,-,47.22,-,46.41,-,43.12,-,46.42,Upgrade
49,Construction In Progress,-,-,-,-,-,412.34,-,294.36,-,288.86,Upgrade
