,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,84,127,127,160,549,836,7264,8023,7842,7924,8165,Upgrade
1,Market Cap Growth,-21.05%,-21.05%,-76.92%,-80.81%,-92.44%,-89.58%,-7.38%,1.26%,-3.95%,-18.75%,-22.52%,Upgrade
2,Enterprise Value,15258,14990,14791,14482,14069,14952,15386,15822,14233,13403,12868,Upgrade
3,Last Close Price,0.01,0.01,0.01,0.02,0.07,0.10,0.86,0.92,0.96,0.95,0.97,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,7.58,6.94,9.83,9.21,Upgrade
5,PS Ratio,0.07,0.11,0.07,0.06,0.23,0.19,0.77,0.78,0.86,1.07,1.11,Upgrade
6,PB Ratio,-0.04,-0.04,-0.05,0.27,0.28,0.19,1.05,1.23,1.38,1.80,1.95,Upgrade
7,P/TBV Ratio,-,-,-,-,0.81,0.28,1.40,1.42,1.52,1.97,2.06,Upgrade
8,P/FCF Ratio,0.20,-,0.43,-,-,-,-,12.13,-,-,-,Upgrade
9,P/OCF Ratio,0.30,-,0.43,-,-,-,-,11.87,-,-,-,Upgrade
10,EV/Sales Ratio,13.50,13.26,8.22,5.85,6.01,3.38,1.64,1.55,1.56,1.81,1.75,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,14.56,9.29,8.18,8.85,8.80,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,14.86,9.40,8.29,8.98,8.93,Upgrade
13,EV/FCF Ratio,36.14,-,50.69,-,-,-,-,23.92,-,-,-,Upgrade
14,Debt / Equity Ratio,-4.35,-4.35,-5.85,22.89,6.82,2.90,2.08,1.85,1.85,1.87,1.67,Upgrade
15,Debt / FCF Ratio,34.39,-,48.52,-,-,-,-,18.28,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,7.72%,9.87%,12.53%,13.12%,14.86%,Upgrade
17,Earnings Yield,-4261.26%,-2840.84%,-3034.19%,-1926.26%,-718.91%,-294.76%,-4.80%,13.19%,14.40%,10.17%,10.86%,Upgrade
18,FCF Yield,499.84%,478.00%,230.30%,-908.91%,-508.58%,-560.38%,-25.26%,8.25%,-15.53%,-12.27%,-4.76%,Upgrade
19,Buyback Yield / Dilution,2.01%,-,3.95%,-4.29%,-5.22%,-2.63%,-6.16%,0.00%,-2.57%,1.92%,7.33%,Upgrade
20,Total Shareholder Return,2.01%,-,3.95%,-4.29%,-5.22%,-2.63%,-6.16%,0.00%,-2.57%,1.92%,7.33%,Upgrade
