,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Oct '21 Oct 1, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,7328,4896,4108,3072,4078,4304,4351,5436,5948,5886,3654,4319,5089,-,-,-,-,-,-,-,-,Upgrade
1,Market Cap Growth,13.75%,13.75%,-5.57%,-43.50%,-31.44%,-26.88%,19.06%,25.86%,16.87%,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,7671,5117,4120,3207,4213,4427,4370,5344,5856,6370,4049,4491,5261,-,-,-,-,-,-,-,-,Upgrade
3,Last Close Price,9.40,6.28,5.27,3.91,5.19,5.48,5.54,6.89,7.53,7.46,5.13,5.98,7.04,-,-,-,-,-,-,-,-,Upgrade
4,PE Ratio,130.79,83.30,83.69,55.63,71.09,85.91,80.42,92.82,101.75,85.18,43.30,47.72,54.67,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,11.84,7.54,5.97,4.50,5.95,6.77,7.01,8.82,9.73,8.92,4.73,5.37,6.00,-,-,-,-,-,-,-,-,Upgrade
6,PB Ratio,4.84,3.21,2.72,2.02,2.68,2.90,2.94,3.61,3.97,3.99,3.22,3.71,4.39,-,-,-,-,-,-,-,-,Upgrade
7,P/TBV Ratio,3.22,3.22,2.73,2.02,2.69,2.91,2.95,3.62,3.97,4.00,3.23,3.72,4.41,-,-,-,-,-,-,-,-,Upgrade
8,P/FCF Ratio,722.34,-,-,-,65.62,-,-,-,-,22.58,-,-,-74.20,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,400.81,-,-,-,62.75,-,-,-,-,22.30,-,-,-75.71,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,11.82,7.88,5.99,4.70,6.15,6.97,7.04,8.67,9.58,9.66,5.24,5.58,6.20,-,-,-,-,-,-,-,-,Upgrade
11,EV/EBITDA Ratio,121.59,-,54.50,38.72,52.16,62.11,56.05,64.74,65.45,63.93,37.40,39.17,45.71,-,-,-,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,138.06,-,57.95,41.04,55.41,66.58,59.76,68.80,69.26,67.30,39.20,40.97,47.78,-,-,-,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,756.11,-,-,-,67.81,-,-,-,-,24.43,-,-,-76.71,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.41,0.41,0.38,0.23,0.20,0.29,0.29,0.28,0.28,0.38,0.61,0.51,0.45,0.45,-,0.35,0.35,0.35,0.36,0.32,0.32,Upgrade
15,Debt / EBITDA Ratio,9.98,-,5.78,9.48,2.09,10.67,3.45,14.42,3.98,8.27,4.87,10.42,3.66,5.15,-,6.57,2.36,2.33,2.36,6.73,0.97,Upgrade
