,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,8932511,7670109,8086286,7183512,8520387,7414904,8312142,6213934,10029204,8635078,9008445,7306356,9003847,4282337,7226270,5861293,7865362,8052118,7135024,4908820,Upgrade
1,Revenue Growth (YoY),4.84%,3.44%,-2.72%,15.60%,-15.04%,-14.13%,-7.73%,-14.95%,11.39%,101.64%,24.66%,24.65%,14.47%,-46.82%,1.28%,19.40%,-19.16%,-17.38%,-21.49%,-47.42%,Upgrade
2,Cost of Revenue,6433185,5391900,5645843,5083293,6064659,5182138,5824263,4298945,7215616,5940919,5922532,5129310,6511805,3140770,4963085,4149522,5397088,5579653,4927885,3555604,Upgrade
3,Gross Profit,2499327,2278209,2440443,2100218,2455728,2232766,2487879,1914990,2813589,2694159,3085913,2177046,2492042,1141567,2263185,1711771,2468274,2472466,2207139,1353216,Upgrade
4,"Selling, General & Admin",1659307,1092363,1078770,1050530,1552759,1316515,1367087,1043558,1812704,1362780,1177058,920191,1117750,767598,1196893,1015844,894028,959308,1006113,701594,Upgrade
5,Operating Expenses,1659307,1092363,1078770,1050530,1552759,1316515,1367087,1043558,1812704,1362780,1177058,920191,1117750,767598,1196893,1015844,894028,959308,1006113,701594,Upgrade
6,Operating Income,840020,1185846,1361673,1049688,902969,916251,1120792,871431,1000884,1331379,1908855,1256855,1374292,373969,1066292,695927,1574246,1513158,1201027,651622,Upgrade
7,Interest Expense,-4881,-6170,-7600,-8799,-7723,-10638,-14330,-17524,-13730,-10570,-10219,-10998,-10759,-11108,-12793,-14080,-16349,-12786,-16505,-18041,Upgrade
8,Interest & Investment Income,268487,253591,266344,273899,337876,373132,354414,336585,322875,284273,201512,217872,226771,222930,193736,206274,234153,238673,226731,242210,Upgrade
