,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Cash & Equivalents,990.25,1032,895.96,895.52,831.58,722.84,647.63,705.54,684.59,577.33,Upgrade
1,Trading Asset Securities,50,40,20,30,40,80,121.99,-,-,-,Upgrade
2,Cash & Short-Term Investments,1040,1072,915.96,925.52,871.58,802.84,769.62,705.54,684.59,577.33,Upgrade
3,Cash Growth,13.57%,15.85%,5.09%,15.28%,13.25%,13.79%,12.42%,22.21%,-8.03%,-8.97%,Upgrade
4,Accounts Receivable,278.04,419.66,216.24,618.7,188.65,415.97,290.91,364.07,219.71,416.45,Upgrade
5,Other Receivables,0.52,12.04,2.67,11.36,0.48,12.19,0.25,13.9,0.59,10.09,Upgrade
6,Receivables,278.56,431.7,218.91,630.05,189.13,428.16,291.16,377.97,220.3,426.54,Upgrade
7,Inventory,87.51,63.21,85.24,46.3,108.6,64.96,69.99,38.84,70.52,36.49,Upgrade
8,Prepaid Expenses,-,150.06,-,67.97,-,82.14,-,31.27,-,27.02,Upgrade
9,Other Current Assets,184.16,100.47,245.45,124.82,149.89,56.8,101.48,2.59,42.2,72.43,Upgrade
10,Total Current Assets,1590,1818,1466,1795,1319,1435,1232,1156,1018,1140,Upgrade
11,"Property, Plant & Equipment",447.48,446.27,458.21,476.15,489.2,499.33,508.7,510.27,487.91,465.72,Upgrade
12,Long-Term Deferred Tax Assets,21.27,21.16,26.08,28.12,15.15,18.36,22.92,17.2,16.03,16.89,Upgrade
13,Other Long-Term Assets,14.28,13.98,6.34,0.36,1.08,0.59,1.39,1.41,6.48,4.54,Upgrade
14,Total Assets,2074,2299,1956,2299,1825,1953,1765,1685,1528,1627,Upgrade
15,Accounts Payable,30.44,17.53,28.21,25.31,20.18,21.83,27.43,16.08,16.62,15.21,Upgrade
16,Accrued Expenses,-,54.92,-,114.19,-,67.13,-,83.04,-,127.89,Upgrade
17,Short-Term Debt,462.04,412.34,261.03,272.59,305.81,234.6,210.35,152.45,199.57,95.75,Upgrade
18,Current Portion of Long-Term Debt,40.1,-,-,-,-,-,-,-,-,-,Upgrade
19,Current Portion of Leases,-,-,-,-,-,0.4,-,-,0.18,0.37,Upgrade
20,Current Income Taxes Payable,32.5,48.64,26.35,72.3,15.56,37.24,38.48,52.14,30.05,77.9,Upgrade
21,Current Unearned Revenue,0.03,20.01,0.18,87.4,0.32,85.58,0.34,44.38,0.37,14.93,Upgrade
22,Other Current Liabilities,215.39,153.45,210.84,162.81,167.53,132.44,226.92,111.76,185.67,130.79,Upgrade
23,Total Current Liabilities,780.49,706.89,526.61,734.6,509.4,579.22,503.52,459.85,432.45,462.84,Upgrade
24,Long-Term Debt,9.9,-,-,-,-,-,-,-,-,-,Upgrade
25,Long-Term Unearned Revenue,-,-,0.03,0.08,0.21,0.34,0.47,0.63,0.82,1,Upgrade
26,Long-Term Deferred Tax Liabilities,-,40.84,-,24.77,-,7.59,-,3.58,-,8.17,Upgrade
27,Total Liabilities,790.95,748.34,527.31,760.18,510.4,588.04,504.6,464.75,434.02,472.82,Upgrade
28,Common Stock,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,Upgrade
29,Additional Paid-In Capital,675.41,675.41,675.41,675.41,675.41,675.41,675.41,675.41,675.41,675.41,Upgrade
30,Retained Earnings,531.97,801.53,673.52,794.57,575.5,628.45,521.76,477.37,335.97,400.39,Upgrade
31,Comprehensive Income & Other,75.07,73.64,79.83,69.02,63.21,61.17,63.38,67.45,82.52,78.22,Upgrade
32,Shareholders' Equity,1283,1551,1429,1539,1314,1365,1261,1220,1094,1154,Upgrade
33,Total Liabilities & Equity,2074,2299,1956,2299,1825,1953,1765,1685,1528,1627,Upgrade
34,Total Debt,512.04,412.34,261.03,272.59,305.81,235,210.35,152.45,199.74,96.12,Upgrade
35,Net Cash (Debt),528.21,659.86,654.93,652.93,565.77,567.84,559.27,553.09,484.84,481.21,Upgrade
36,Net Cash Growth,-19.35%,1.06%,15.76%,14.98%,1.16%,2.67%,15.35%,14.94%,24.78%,-10.59%,Upgrade
37,Net Cash Per Share,0.71,0.89,0.89,0.88,0.77,0.77,0.76,0.75,0.66,0.65,Upgrade
38,Filing Date Shares Outstanding,739.3,739.3,739.3,739.3,739.3,739.3,739.3,739.3,739.3,739.3,Upgrade
39,Total Common Shares Outstanding,739.3,739.3,739.3,739.3,739.3,739.3,739.3,739.3,739.3,739.3,Upgrade
40,Working Capital,809.99,1111,938.95,1060,809.8,855.68,728.73,696.36,585.15,676.96,Upgrade
41,Book Value Per Share,1.73,2.10,1.93,2.08,1.78,1.85,1.71,1.65,1.48,1.56,Upgrade
42,Tangible Book Value,1283,1551,1429,1539,1314,1365,1261,1220,1094,1154,Upgrade
43,Tangible Book Value Per Share,1.73,2.10,1.93,2.08,1.78,1.85,1.71,1.65,1.48,1.56,Upgrade
44,Buildings,-,478.4,-,475.25,-,462.29,-,450.78,-,100.62,Upgrade
45,Machinery,-,148.11,-,148.96,-,156.5,-,154.1,-,91.39,Upgrade
46,Construction In Progress,-,3.77,-,2.84,-,2.06,-,-,-,336.62,Upgrade
