,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Revenue,524.52,481.73,479.65,679.9,312.11,447.25,373.29,443.02,203.92,442.51,Upgrade
1,Revenue Growth (YoY),9.35%,-29.15%,53.68%,52.02%,-16.39%,0.96%,83.06%,0.12%,-42.50%,9.31%,Upgrade
2,Cost of Revenue,132.69,146.13,117.53,186.05,85.05,145.12,97.68,119.69,51.61,105.54,Upgrade
3,Gross Profit,391.83,335.6,362.12,493.85,227.07,302.13,275.61,323.33,152.31,336.96,Upgrade
4,"Selling, General & Admin",226.4,152.74,208.24,201.52,156.08,170.24,194.55,201.23,135.61,185.09,Upgrade
5,Operating Expenses,226.4,152.74,208.24,201.52,156.08,170.24,194.55,201.23,135.61,185.09,Upgrade
6,Operating Income,165.43,182.86,153.88,292.33,70.99,131.89,81.06,122.1,16.71,151.88,Upgrade
7,Interest Expense,-6.17,-4.06,-6.64,-5.74,-4.55,-5.03,-2.94,-5.18,-6.33,-6.13,Upgrade
8,Interest & Investment Income,14.26,13.14,11.83,11.31,7.44,8.33,8.43,10.08,7.65,7.84,Upgrade
9,Currency Exchange Gain (Loss),-9.37,7.82,-7.82,2.87,-1.47,0.27,3.1,6.98,-4.7,-1.84,Upgrade
10,Other Non Operating Income (Expenses),5.85,6.07,3.94,-0.41,3.24,1.91,7.98,5.17,7.32,8.06,Upgrade
11,EBT Excluding Unusual Items,170,205.84,155.18,300.35,75.64,137.37,97.62,139.16,20.65,159.81,Upgrade
12,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-2.03,2.03,-0.41,Upgrade
13,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-0.01,0.01,0.01,Upgrade
14,Legal Settlements,-,-,-,-,-,1.86,-,30.08,-,-,Upgrade
15,Pretax Income,170,205.84,155.18,300.35,75.64,139.23,97.62,167.19,22.7,159.41,Upgrade
16,Income Tax Expense,35.8,77.83,33.03,75.87,18.91,33.1,16.11,28.97,6.86,37.23,Upgrade
17,Earnings From Continuing Operations,134.2,128.02,122.14,224.49,56.73,106.13,81.51,138.21,15.84,122.18,Upgrade
18,Net Income,134.2,128.02,122.14,224.49,56.73,106.13,81.51,138.21,15.84,122.18,Upgrade
19,Net Income to Common,134.2,128.02,122.14,224.49,56.73,106.13,81.51,138.21,15.84,122.18,Upgrade
20,Net Income Growth,9.87%,-42.97%,115.30%,111.52%,-30.40%,-23.21%,414.65%,13.13%,-65.14%,66.18%,Upgrade
21,Shares Outstanding (Basic),739,739,739,739,739,739,739,739,739,739,Upgrade
22,Shares Outstanding (Diluted),739,739,739,739,739,739,739,739,739,739,Upgrade
23,EPS (Basic),0.18,0.17,0.17,0.30,0.08,0.14,0.11,0.19,0.02,0.17,Upgrade
24,EPS (Diluted),0.18,0.17,0.17,0.30,0.08,0.14,0.11,0.19,0.02,0.17,Upgrade
25,EPS Growth,9.87%,-42.97%,115.30%,111.52%,-30.40%,-23.21%,414.67%,13.13%,-65.14%,66.18%,Upgrade
26,Free Cash Flow,222.95,-28.06,249.36,139.52,115.78,48.68,67.55,71.52,12.28,82.39,Upgrade
27,Free Cash Flow Per Share,0.30,-0.04,0.34,0.19,0.16,0.07,0.09,0.10,0.02,0.11,Upgrade
28,Operating Margin,31.54%,37.96%,32.08%,43.00%,22.75%,29.49%,21.71%,27.56%,8.19%,34.32%,Upgrade
29,Profit Margin,25.58%,26.57%,25.47%,33.02%,18.18%,23.73%,21.84%,31.20%,7.77%,27.61%,Upgrade
30,Free Cash Flow Margin,42.51%,-5.82%,51.99%,20.52%,37.10%,10.88%,18.10%,16.14%,6.02%,18.62%,Upgrade
31,EBITDA,183.53,200.77,171.47,310.11,87.92,148.78,97.29,146.42,20.53,154.43,Upgrade
32,D&A For EBITDA,18.1,17.91,17.59,17.77,16.93,16.89,16.24,24.32,3.83,2.55,Upgrade
33,EBIT,165.43,182.86,153.88,292.33,70.99,131.89,81.06,122.1,16.71,151.88,Upgrade
