,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,2440,2255,2477,1922,1412,1508,1168,1286,983,1079,880,Upgrade
1,Market Cap Growth,17.31%,17.31%,75.39%,27.45%,20.89%,17.24%,18.80%,19.18%,11.76%,-23.16%,-5.56%,Upgrade
2,Enterprise Value,1872,1528,1769,1184,749,811,495,630,451,541,438,Upgrade
3,Last Close Price,3.30,3.05,2.84,2.20,1.41,1.51,1.05,1.16,0.85,0.94,0.70,Upgrade
4,PE Ratio,8.66,8.00,8.99,5.13,4.44,7.91,5.07,4.87,5.37,7.13,4.69,Upgrade
5,Forward PE,-,12.55,12.55,12.55,12.55,12.55,12.55,12.55,12.55,12.55,12.55,Upgrade
6,PS Ratio,2.26,2.09,2.34,1.53,1.26,1.70,1.16,1.31,1.28,1.52,0.99,Upgrade
7,PB Ratio,1.77,1.64,1.45,1.24,0.81,0.98,0.70,0.85,0.68,0.90,0.68,Upgrade
8,P/TBV Ratio,1.64,1.64,1.45,1.24,0.81,0.98,0.70,0.85,0.68,0.90,0.68,Upgrade
9,P/FCF Ratio,11.65,10.77,-,4.57,4.89,7.83,8.19,7.69,9.88,10.39,9.12,Upgrade
10,P/OCF Ratio,9.57,9.57,-,4.41,4.61,6.93,5.77,4.81,4.94,5.38,3.65,Upgrade
11,EV/Sales Ratio,1.73,1.41,1.67,0.95,0.67,0.91,0.49,0.64,0.59,0.76,0.49,Upgrade
12,EV/EBITDA Ratio,4.50,3.70,4.31,2.28,1.67,2.93,1.64,2.15,2.28,2.82,1.79,Upgrade
13,EV/EBIT Ratio,5.00,4.08,4.77,2.46,1.82,3.41,1.90,2.58,2.74,2.93,1.84,Upgrade
14,EV/FCF Ratio,8.94,7.30,-,2.82,2.60,4.21,3.47,3.76,4.54,5.21,4.54,Upgrade
15,Debt / Equity Ratio,0.40,0.40,0.27,0.18,0.18,0.23,0.17,0.17,0.12,0.18,0.08,Upgrade
16,Debt / FCF Ratio,2.63,2.63,-,0.67,1.07,1.86,2.02,1.51,1.82,2.11,1.11,Upgrade
17,Return on Capital Employed (ROCE),26.94%,26.94%,21.15%,31.21%,23.22%,15.43%,15.50%,16.10%,11.33%,15.39%,18.25%,Upgrade
18,Earnings Yield,11.55%,12.50%,11.13%,19.49%,22.51%,12.65%,19.72%,20.54%,18.61%,14.03%,21.31%,Upgrade
19,FCF Yield,8.58%,9.29%,9.84%,21.86%,20.44%,12.77%,12.21%,13.00%,10.12%,9.62%,10.97%,Upgrade
20,Dividend Yield,18.18%,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Total Shareholder Return,18.18%,-,-,-,-,-,-,-,-,-,-,Upgrade
