,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,335499,281566,290093,241133,326610,301950,320388,280332,436542,355365,431029,400196,458821,366905,445507,364724,463004,482361,519199,433745,Upgrade
1,Revenue Growth (YoY),2.72%,-6.75%,-9.46%,-13.98%,-25.18%,-15.03%,-25.67%,-29.95%,-4.86%,-3.15%,-3.25%,9.73%,-0.90%,-23.94%,-14.19%,-15.91%,-9.65%,-9.54%,4.11%,-4.66%,Upgrade
2,Cost of Revenue,296345,247606,261967,215650,306844,269146,281866,256668,387945,311195,379809,346209,389384,310925,385191,296915,397611,377300,423886,360114,Upgrade
3,Gross Profit,39154,33959,28126,25483,19766,32804,38521,23664,48597,44170,51220,53987,69437,55980,60315,67809,65393,105060,95313,73631,Upgrade
4,"Selling, General & Admin",43276,39332,27476,31912,34577,32820,41726,37507,39486,44118,48718,38694,44335,37190,41856,62884,55202,72085,65709,42123,Upgrade
5,Operating Expenses,43276,39332,27476,31912,34577,32820,41726,37507,39486,44118,48718,38694,44335,37190,41856,62884,55202,72085,65709,42123,Upgrade
6,Operating Income,-4122,-5373,650.32,-6429,-14811,-16.28,-3204,-13843,9111,51.3,2502,15293,25102,18790,18459,4925,10191,32976,29604,31508,Upgrade
7,Interest Expense,-468.76,-1147,-1395,-1764,-1835,-2402,-2636,-3795,-2905,-3269,-2520,-2855,-3314,-4180,-4278,-4849,-1725,-8223,-3209,-7508,Upgrade
8,Interest & Investment Income,461.15,65.3,324.52,113.84,275.45,190.89,66.32,19.75,503.48,178.53,475.78,291.18,448.39,46.7,531.23,445.56,-,721.07,3000,457.4,Upgrade
9,Earnings From Equity Investments,-3625,-8229,-3516,-5092,-3343,-4549,-7771,-6456,-2958,-1956,-993.65,-849.61,902.35,175.72,491.79,125.76,3061,1869,337.79,1548,Upgrade
10,Currency Exchange Gain (Loss),476.14,-,-,150,-41.07,-,-,-7.7,-15.71,-,10.83,98.49,410.54,-,-,4.54,2110,-,-,-,Upgrade
11,Other Non Operating Income (Expenses),-12382,-10536,-4406,-597.77,1596,14.18,42.86,-145.3,-2238,424.28,229.31,303.3,1284,354.2,1193,632.41,1156,2717,-4099,2135,Upgrade
12,EBT Excluding Unusual Items,-19661,-25219,-8341,-13619,-18159,-6763,-13503,-24227,1497,-4571,-296.05,12282,24833,15186,16397,1284,14792,30060,25634,28141,Upgrade
