,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,68168,67076,39589,25518,38986,54677,26098,18903,30641,47285,96411,59638,67597,120198,89118,68987,131641,104723,144450,43747,Upgrade
1,Short-Term Investments,30090,-,-,-,-,-,-,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,Upgrade
2,Cash & Short-Term Investments,98258,67076,39589,25518,38986,54677,26098,28903,40641,57285,106411,69638,77597,130198,99118,78987,141641,114723,154450,53747,Upgrade
3,Cash Growth,152.03%,22.68%,51.69%,-11.71%,-4.07%,-4.55%,-75.47%,-58.50%,-47.63%,-56.00%,7.36%,-11.84%,-45.22%,13.49%,-35.83%,46.96%,56.66%,5.17%,18.39%,-41.77%,Upgrade
4,Accounts Receivable,15843,29173,22372,24479,12784,11205,14702,12233,13008,7815,9481,10463,13919,4202,6119,17219,6540,480.07,6910,10342,Upgrade
5,Other Receivables,13676,13440,13690,14530,14378,20574,14104,17649,14302,28025,28397,18302,12712,22415,22997,22704,17645,36284,36455,36529,Upgrade
6,Receivables,29519,42613,36062,39009,27162,31779,28806,29882,27310,35840,37879,28765,26631,26616,29116,39923,24185,36764,43365,46871,Upgrade
7,Inventory,278674,286956,324387,352758,367655,391647,406289,412384,469434,503406,466116,445216,420234,454084,428016,439017,408265,364395,353629,407738,Upgrade
8,Prepaid Expenses,320.69,163.45,225.44,273.84,406.81,262.13,275.62,933.23,294.39,276.85,293.2,220.51,327.91,1138,325.4,445.71,541.45,366.27,522.86,764.86,Upgrade
9,Other Current Assets,15601,15965,8430,9860,10632,11059,28281,6650,11837,17315,11733,18141,18499,23522,19579,31924,24557,36249,24589,38517,Upgrade
