,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,105,152,187,197,273,242,276,326,368,368,481,Upgrade
1,Market Cap Growth,-22.67%,-22.67%,-31.73%,-18.48%,-0.95%,-25.81%,-25.00%,-11.43%,-23.50%,-40.43%,-36.46%,Upgrade
2,Enterprise Value,-46,-74,-80,-86,16,-26,33,70,86,130,235,Upgrade
3,Last Close Price,0.40,0.58,0.69,0.72,0.98,0.85,0.96,1.12,1.25,1.25,1.63,Upgrade
4,PE Ratio,-,-,-,-,-,-,30.35,11.75,38.29,-,-,Upgrade
5,PS Ratio,0.14,0.20,0.27,0.29,0.39,0.31,0.31,0.37,0.52,0.52,0.53,Upgrade
6,PB Ratio,0.16,0.23,0.28,0.28,0.38,0.32,0.35,0.42,0.48,0.49,0.64,Upgrade
7,P/TBV Ratio,0.24,0.24,0.29,0.30,0.40,0.35,0.38,0.45,0.51,0.53,0.68,Upgrade
8,P/FCF Ratio,-,-,-,6.33,11.31,-,9.68,-,-,9.18,-,Upgrade
9,P/OCF Ratio,-,-,-,4.73,8.16,5.62,6.11,-49.54,-,4.41,9.38,Upgrade
10,EV/Sales Ratio,-,-,-,-,0.02,-,0.04,0.08,0.12,0.18,0.26,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-15.12,-,1.16,1.77,4.61,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,6.78,4.03,-22.86,-,-,Upgrade
13,EV/FCF Ratio,0.40,-,-,-,0.64,-,1.15,-,-,3.24,-,Upgrade
14,Debt / Equity Ratio,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.08,0.09,0.09,0.10,Upgrade
15,Debt / FCF Ratio,-,-,-,1.86,2.03,-,2.13,-,-,1.68,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,0.61%,2.20%,-0.47%,-,-,Upgrade
17,Earnings Yield,-35.57%,-24.53%,-15.20%,-16.06%,-11.18%,0.76%,3.29%,8.51%,2.61%,-46.04%,-34.50%,Upgrade
18,FCF Yield,-107.99%,-74.47%,-19.92%,15.80%,8.84%,13.33%,10.33%,-8.98%,5.24%,10.89%,-0.68%,Upgrade
19,Dividend Yield,7.50%,-,-,-,-,-,-,-,-,-,-,Upgrade
20,Total Shareholder Return,7.50%,-,-,-,-,-,-,-,-,-,-,Upgrade
