,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,2212018,2298609,2149042,2377329,2613487,2259250,2298609,2416689,1810549,1479927,2149042,1967988,4282341,3449573,1743602,1542900,1843953,1673047,1369140,1156687,811669,Upgrade
1,Market Cap Growth,1.74%,1.74%,-6.51%,-1.63%,44.35%,52.66%,6.96%,22.80%,-57.72%,-57.10%,23.25%,27.55%,132.24%,106.18%,27.35%,33.39%,127.18%,41.37%,-12.57%,-29.69%,-42.07%,Upgrade
2,Enterprise Value,6453120,5884681,5584459,5645976,5693785,5743820,5844307,6157604,5127455,4669165,5233020,4324862,6667729,6123523,4288181,3030935,3307158,2987603,2673235,2330689,1815094,Upgrade
3,Last Close Price,14050.00,14600.00,13650.00,15100.00,16600.00,14248.59,14496.82,15241.52,11418.73,9333.57,13553.53,12190.68,26526.92,26819.50,13330.73,11796.26,14097.97,12947.11,10189.22,8608.14,5964.21,Upgrade
4,PE Ratio,235.80,-,-67.65,-80.86,-,-,85.31,105.04,-,50.20,897.81,126.85,-,-,16.01,11.69,15.89,15.14,13.55,12.27,5.11,Upgrade
5,Forward PE,-,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,Upgrade
6,PS Ratio,0.66,0.68,0.67,0.79,0.91,0.78,0.86,0.87,0.57,0.49,0.62,0.53,1.26,0.99,0.52,0.47,0.56,0.53,0.41,0.36,0.27,Upgrade
7,PB Ratio,0.88,0.68,0.64,0.71,0.78,0.67,0.67,0.71,0.52,0.42,0.63,0.58,1.46,1.18,0.68,0.61,0.74,0.67,0.55,0.48,0.33,Upgrade
8,P/TBV Ratio,0.94,0.94,0.88,0.98,1.08,0.93,0.93,0.98,0.71,0.58,0.85,0.78,1.67,1.34,0.81,0.73,0.87,0.79,0.63,0.54,0.38,Upgrade
9,P/FCF Ratio,-,-,-,-,-,7.98,-13.88,-,-,-,-,-,-,-,-,-,-,-,-75.77,-,-,Upgrade
10,P/OCF Ratio,-,-16.12,-,-,-,5.51,-22.44,-,-,-,-,-,15.26,-31.25,-10.01,-12.78,-,18.87,32.18,-,-18.29,Upgrade
11,EV/Sales Ratio,1.91,1.74,1.73,1.87,1.98,1.99,2.19,2.21,1.63,1.53,1.50,1.17,1.96,1.76,1.28,0.92,1.00,0.95,0.81,0.73,0.60,Upgrade
12,EV/EBITDA Ratio,17.27,15.93,14.91,15.99,14.49,12.27,16.27,16.54,14.51,17.35,14.22,12.83,19.46,17.96,12.83,7.94,9.62,8.87,7.07,6.73,5.71,Upgrade
13,EV/EBIT Ratio,30.83,28.70,26.69,30.43,25.32,22.51,37.78,36.89,34.09,-,26.02,20.94,29.10,25.06,16.44,10.25,12.02,11.53,8.66,8.57,7.92,Upgrade
14,EV/FCF Ratio,-5.53,-,-,-,-,20.30,-35.30,-,-,-,-,-,-,-,-,-,-,-,-147.94,-,-,Upgrade
15,Debt / Equity Ratio,1.16,1.16,0.91,0.90,0.84,0.88,0.84,0.87,0.87,0.78,0.79,0.77,0.82,0.84,1.08,1.03,0.64,0.64,0.59,0.55,0.47,Upgrade
16,Debt / EBITDA Ratio,10.54,8.28,7.84,10.42,8.46,6.01,9.52,6.63,4.82,48.76,7.54,7.05,8.10,5.48,11.99,6.61,5.54,3.76,3.47,5.55,4.39,Upgrade
17,Debt / FCF Ratio,-,-,-,-,-,10.41,-17.37,-,-,-,-,-,-,-,-,-,-,-,-80.62,-,-,Upgrade
18,Asset Turnover,0.53,0.35,0.38,0.29,0.52,0.29,0.35,0.32,0.44,0.35,0.56,0.27,0.68,0.45,-,-,0.70,0.54,0.53,0.30,Upgrade,
19,Inventory Turnover,1.74,2.49,1.46,1.70,1.23,2.07,1.07,1.30,1.18,1.83,1.31,2.15,0.96,2.52,1.66,-,-,4.29,3.34,3.18,1.87,Upgrade
20,Quick Ratio,0.48,0.48,0.65,0.66,0.67,0.71,0.74,0.73,0.84,0.84,0.85,0.80,0.67,0.74,0.55,0.60,-,0.84,0.95,1.01,1.04,Upgrade
21,Current Ratio,1.19,1.19,1.45,1.44,1.45,1.42,1.56,1.52,1.66,1.66,1.83,1.63,1.57,1.50,1.37,1.31,-,1.43,1.43,1.56,1.61,Upgrade
22,Return on Equity (ROE),3.43%,0.00%,0.09%,0.08%,-5.16%,0.02%,-0.17%,0.32%,5.76%,0.09%,1.00%,-0.91%,-0.04%,3.17%,5.31%,2.78%,8.11%,7.64%,3.47%,2.47%,Upgrade,
23,Return on Assets (ROA),2.12%,1.64%,0.91%,1.23%,2.50%,1.04%,2.26%,2.33%,-0.65%,1.44%,1.81%,1.25%,2.21%,1.60%,-,-,3.19%,3.45%,2.41%,1.58%,Upgrade,
24,Return on Capital (ROIC),2.81%,2.18%,1.24%,1.68%,3.21%,1.26%,2.72%,2.83%,-0.80%,1.82%,2.37%,1.70%,3.11%,2.36%,4.14%,3.15%,5.19%,5.47%,3.79%,2.49%,Upgrade,
25,Return on Capital Employed (ROCE),4.70%,4.70%,4.91%,4.34%,5.25%,5.99%,3.56%,3.89%,3.22%,-,4.26%,4.62%,5.60%,5.92%,7.03%,8.52%,-,8.99%,10.99%,9.82%,8.08%,Upgrade
26,Earnings Yield,0.42%,0.41%,-1.48%,-1.24%,-1.24%,-1.42%,1.61%,1.37%,2.19%,2.68%,0.60%,1.32%,1.01%,1.98%,6.72%,9.09%,6.74%,7.09%,9.28%,10.40%,22.77%,Upgrade
27,FCF Yield,-52.78%,-50.80%,-7.28%,2.85%,6.20%,12.52%,-7.20%,-10.98%,-19.84%,-23.06%,-17.20%,-23.23%,-15.58%,-38.44%,-84.46%,-78.27%,-49.25%,-18.86%,-1.32%,-25.71%,-19.07%,Upgrade
28,Dividend Yield,3.42%,-,-,-,-,-,-,-,-,5.36%,-,-,-,1.12%,-,-,-,2.32%,-,-,-,Upgrade
29,Payout Ratio,167.85%,-,0.10%,-,-,-,-,89.78%,-,-,-,-,-,-,33.53%,-,-,122.77%,-,-,-,Upgrade
30,Buyback Yield / Dilution,-6.72%,-0.15%,0.01%,-,-0.70%,0.51%,0.87%,-,-16.48%,-27.01%,-26.05%,-25.51%,-6.44%,0.15%,0.31%,0.06%,27.49%,-20.89%,-6.61%,-20.67%,Upgrade,
31,Total Shareholder Return,3.42%,-6.72%,-0.15%,0.01%,-,-0.70%,0.51%,0.87%,-,-11.12%,-27.01%,-26.05%,-25.51%,-5.32%,0.15%,0.31%,0.06%,29.81%,-20.89%,-6.61%,-20.67%,Upgrade
