,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,472834,254400,369648,389408,701732,225834,273642,161598,174639,247584,302717,256906,312430,338638,324961,-,358354,392915,243837,165167,Upgrade
1,Short-Term Investments,38962,30108,25271,26267,24655,26918,13954,29557,28561,33390,37176,54940,49149,66825,36779,-,35358,10943,14930,55859,Upgrade
2,Cash & Short-Term Investments,511796,284508,394920,415675,726387,252752,287595,191155,203199,280974,339893,311847,361579,405463,361739,393712,393712,403859,258767,221026,Upgrade
3,Cash Growth,-29.54%,12.56%,37.32%,117.45%,257.48%,-10.04%,-15.39%,-38.70%,-43.80%,-30.70%,-6.04%,-20.79%,-8.16%,0.40%,39.79%,78.13%,31.48%,53.54%,7.82%,28.77%,Upgrade
4,Accounts Receivable,2073428,1940459,1912375,1915887,1885677,1706475,1737075,2030518,1977838,1621188,1833569,1677120,2053258,1686963,2075806,-,2659725,2645144,2632863,2463910,Upgrade
5,Other Receivables,2154,473491,471429,471616,462150,464528,464194,468971,477044,473208,474227,53458,82309,53536,150417,-,201454,248487,276921,269225,Upgrade
6,Receivables,2085266,2423034,2392887,2396588,2356111,2179286,2206264,2536943,2491977,2156577,2369859,1793640,2197630,1784904,2270629,-,2905584,2957056,2997979,2792037,Upgrade
7,Inventory,1685394,1712276,1756003,1678651,1680602,1760742,1739282,1638533,1669259,1735193,1687561,1786068,1662011,1957230,1773243,-,1028107,820737,831116,811776,Upgrade
8,Prepaid Expenses,55603,66386,54574,51878,45923,74060,49740,42096,42413,55024,49164,45537,31913,26137,20877,-,10269,12748,13550,12384,Upgrade
9,Other Current Assets,2025545,1534982,1517694,1518718,1327573,873700,894594,920381,828535,910624,914364,845001,809488,1166779,1289571,-,1219741,799319,799004,721881,Upgrade
10,Total Current Assets,6363604,6021185,6116078,6061509,6136596,5140541,5177476,5329109,5235383,5138391,5360842,4782094,5062620,5340515,5716060,-,5557413,4993717,4900416,4559103,Upgrade
11,"Property, Plant & Equipment",2591508,1666275,1684055,1712650,1745869,1789581,1812681,1833896,1804059,1826038,1840287,1858657,1887104,1686569,1542056,-,666434,582895,579337,654288,Upgrade
12,Long-Term Investments,452504,430549,430612,413963,414211,403873,394121,394131,222086,253730,252816,250943,292206,296145,304764,-,304764,490444,278385,307758,Upgrade
13,Goodwill,38084,39882,41680,45496,47358,49262,51127,52993,54858,54315,56115,57915,59715,57320,59087,-,52315,705.35,77.12,774.08,Upgrade
14,Other Intangible Assets,21853,23144,24543,23941,25259,26590,26965,28258,29539,23202,24522,25634,26175,48926,50255,-,52828,54063,55443,56812,Upgrade
15,Long-Term Accounts Receivable,-,-,-,-,-,2603,2603,2603,2603,2603,2603,1879,2603,-,2603,-,6333,118.14,-,3445,Upgrade
16,Long-Term Deferred Tax Assets,3016,2180,2076,2075,1696,1916,1869,1815,1793,281.95,263.56,344.2,207.45,383.32,365.95,-,316.39,263.39,784.57,410.72,Upgrade
17,Other Long-Term Assets,134085,130454,118322,112967,110925,117520,119848,130084,131119,153999,159132,157555,165075,146366,120188,-,116411,150185,76951,82960,Upgrade
18,Total Assets,9704189,8413204,8516900,8472135,8581451,7631422,7686226,7872424,7580974,7528793,7772815,7135021,7495705,7599524,7818678,-,6780115,6295691,5914694,5665550,Upgrade
19,Accounts Payable,798808,829009,942323,690886,873890,763193,659185,697194,709797,746573,752288,904043,1048908,1184247,1430921,-,1038767,885581,833804,708214,Upgrade
20,Accrued Expenses,435886,340916,50263,364883,103484,68102,62817,56401,74251,46484,50444,50179,70152,99634,684089,-,139961,952561,1001587,1040686,Upgrade
21,Short-Term Debt,2923246,2144397,2083993,1916129,1804013,1971165,1929413,1891188,1548044,1410614,1497859,1289935,1260327,1623919,1673866,-,1189734,1132731,1000338,780696,Upgrade
22,Current Portion of Long-Term Debt,-,-,-,-,262702,-,161625,-,218697,-,120691,-,71306,-,-,-,30713,-,-,-,Upgrade
23,Current Income Taxes Payable,29796,10091,21291,20037,25526,8030,11846,31163,31635,10902,20505,28426,29039,22272,20363,-,26229,22804,37896,43053,Upgrade
24,Current Unearned Revenue,718712,724122,833443,1089878,986764,235435,254346,270262,286787,366623,447465,456840,354095,365125,392368,-,326435,253502,135232,155463,Upgrade
25,Other Current Liabilities,432081,99849,308295,104520,262734,245279,316617,258584,282883,226540,408466,317218,531653,592601,146835,-,1144248,239683,137328,103022,Upgrade
