,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+10 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+10 Quarters
0,Market Capitalization,11,12,16,21,23,72,27,34,30,34,26,47,117,158,128,152,158,193,200,200,196,Upgrade
1,Market Cap Growth,-82.72%,-82.72%,-40.83%,-37.08%,-23.58%,109.30%,3.03%,-28.81%,-74.66%,-78.17%,-79.38%,-68.95%,-25.89%,-18.26%,-36.00%,-24.00%,-19.59%,43.45%,21.95%,5.49%,22.50%,Upgrade
2,Enterprise Value,135,154,158,178,180,252,207,211,207,194,186,229,299,356,327,349,355,345,381,381,377,Upgrade
3,Last Close Price,0.10,0.14,0.18,0.24,0.26,0.90,0.34,0.42,0.37,0.43,0.33,0.55,1.35,1.83,1.48,1.76,1.83,2.24,2.32,2.32,2.27,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-0.31,-,-,-,-1.20,-,-,-,-,15.52,-,10.99,8.25,Upgrade
5,PS Ratio,0.08,0.12,0.13,0.14,0.14,0.42,0.14,0.17,0.14,0.14,0.10,0.17,0.44,0.62,0.49,0.54,0.44,0.48,0.45,0.43,0.44,Upgrade
6,PB Ratio,1.01,1.39,1.80,0.62,0.25,0.81,0.47,0.58,-,0.33,0.20,0.36,-,0.78,0.61,0.73,-,0.65,0.67,0.67,-,Upgrade
7,P/TBV Ratio,1.39,1.39,1.80,0.62,0.25,0.81,0.47,0.58,-,0.33,0.20,0.36,-,0.78,0.62,0.73,-,0.65,0.67,0.67,-,Upgrade
8,EV/Sales Ratio,1.30,1.49,1.26,1.22,1.11,1.46,1.07,1.08,0.96,0.77,0.69,0.81,1.14,1.41,1.24,1.25,0.99,0.85,0.86,0.83,0.84,Upgrade
9,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-2.50,-,-,-,-4.20,-,-4.59,-,-,6.73,7.01,6.43,7.38,Upgrade
10,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-2.28,-,-,-,-3.42,-,-,-,-,8.59,-,8.04,9.71,Upgrade
11,Debt / Equity Ratio,13.93,13.93,13.93,4.23,1.79,1.79,3.13,3.13,-,1.71,1.24,1.24,-,0.94,0.96,0.96,-,0.69,0.60,0.60,-,Upgrade
12,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.31,-,-,6.79,20.47,2.03,-,Upgrade
13,Asset Turnover,0.46,0.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Quick Ratio,0.22,0.22,0.22,0.20,-,0.37,-,0.25,-,0.45,-,0.50,-,0.73,-,0.66,-,0.93,-,0.96,-,Upgrade
15,Current Ratio,0.22,0.22,0.22,0.30,-,0.55,-,0.39,-,0.63,-,0.70,-,1.00,-,1.03,-,1.46,-,1.42,-,Upgrade
16,Return on Equity (ROE),-658.85%,-272.78%,-34.66%,-22.19%,-10.71%,-74.03%,-,-,-14.52%,-51.95%,-,-,-4.71%,-8.07%,-,-,2.99%,-3.67%,-,-,Upgrade,
17,Return on Assets (ROA),-17.82%,-15.85%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Return on Capital (ROIC),-25.00%,-21.35%,-19.34%,-2.37%,-4.23%,-8.91%,-,-,-8.55%,-12.25%,-,-,-4.27%,-1.53%,-,-,2.44%,-0.25%,-,-,Upgrade,
19,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.58%,-,14.10%,-,Upgrade
20,Earnings Yield,-366.23%,-319.58%,-167.72%,-108.61%,-267.90%,-70.99%,-196.44%,-177.54%,-321.71%,-283.49%,-362.34%,-175.72%,-83.50%,-67.85%,-79.90%,-66.33%,-3.42%,6.44%,7.38%,9.10%,12.12%,Upgrade
21,FCF Yield,110.04%,-15.06%,-5.82%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Buyback Yield / Dilution,-4.99%,-3.32%,-3.32%,-7.60%,-5.50%,-,-,-0.02%,-0.02%,-,-,-,-,-,-,-,-,-,-,41.55%,-31.06%,Upgrade
23,Total Shareholder Return,-4.99%,-3.32%,-3.32%,-7.60%,-5.50%,-,-,-0.02%,-0.02%,-,-,-,-,-,-,-,-,-,-,41.55%,-31.06%,Upgrade
