,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+10 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+10 Quarters
0,Cash & Equivalents,0.64,0.64,3.02,-,2,-,1.26,-,3.43,-,2.05,-,9.56,-,1.55,-,6.11,-,29.12,-,Upgrade
1,Cash & Short-Term Investments,0.64,0.64,3.02,2,2,1.26,1.26,-,3.43,2.05,2.05,-,9.56,1.55,1.55,-,6.11,29.12,29.12,-,Upgrade
2,Cash Growth,-67.78%,-48.93%,139.65%,-,-41.79%,-38.43%,-38.43%,-,-64.08%,32.04%,32.04%,-,56.45%,-94.67%,-94.67%,-,-52.21%,-17.86%,-17.86%,-,Upgrade
3,Accounts Receivable,22.48,22.48,28.95,-,73.3,-,45.46,-,103.55,-,113,-,173.39,-,145.33,-,177.5,-,161.88,-,Upgrade
4,Other Receivables,13.67,13.67,3.87,-,3.12,-,6.12,-,3.67,-,3.89,-,3.74,-,3.64,-,3.84,-,5.06,-,Upgrade
5,Receivables,36.15,36.15,32.82,-,76.42,-,51.58,-,107.22,-,116.89,-,177.12,-,148.97,-,181.33,-,166.94,-,Upgrade
6,Inventory,-,-,16.85,-,24.27,-,26.76,-,29.27,-,35.22,-,51.32,-,50.6,-,86.11,-,73.03,-,Upgrade
7,Prepaid Expenses,-,-,0.03,-,0.62,-,0.2,-,0.88,-,0.09,-,0.53,-,0.58,-,12.13,-,10.8,-,Upgrade
8,Other Current Assets,0.5,0.5,0.94,-,13.75,-,2.74,-,14.99,-,11.31,-,18.7,-,35.21,-,10.3,-,10.4,-,Upgrade
9,Total Current Assets,37.3,37.3,53.67,-,117.06,-,82.54,-,155.79,-,165.57,-,257.24,-,236.91,-,295.98,-,290.28,-,Upgrade
10,"Property, Plant & Equipment",150,150,132.65,-,193.57,-,202.62,-,211.86,-,196.75,-,211.42,-,219.07,-,240.87,-,236.33,-,Upgrade
11,Long-Term Investments,-,-,1.2,-,9.09,-,14.82,-,16.81,-,2.93,-,20.71,-,6.52,-,10.94,-,1.04,-,Upgrade
12,Other Intangible Assets,-,-,0.18,-,0.23,-,0.3,-,0.37,-,0.44,-,0.5,-,0.55,-,0.56,-,0.63,-,Upgrade
13,Long-Term Deferred Tax Assets,-,-,-,-,1.79,-,0.22,-,0.43,-,0.45,-,2.2,-,2.2,-,0.62,-,0.63,-,Upgrade
14,Other Long-Term Assets,0.01,0.01,46.07,-,0,-,-,-,-,-,15.19,-,-,-,6.11,-,-,-,12.27,-,Upgrade
15,Total Assets,187.31,187.31,233.78,-,321.74,-,300.5,-,385.26,-,381.32,-,492.07,-,471.36,-,548.97,-,541.17,-,Upgrade
16,Accounts Payable,19.14,19.14,20.55,-,62.99,-,27.21,-,57.54,-,55.1,-,66.82,-,20.82,-,21.5,-,18.57,-,Upgrade
17,Accrued Expenses,-,-,4.73,-,-,-,7.36,-,-,-,6.85,-,-,-,7.7,-,-,-,7.25,-,Upgrade
18,Short-Term Debt,11.29,11.29,12.2,-,13.08,-,17.05,-,-,-,8.32,-,-,-,15.46,-,-,-,15.63,-,Upgrade
19,Current Portion of Long-Term Debt,107.77,107.77,109.35,-,126.2,-,126.07,-,144.78,-,139.43,-,148.49,-,144.12,-,143.19,-,122.43,-,Upgrade
20,Current Portion of Leases,1.88,1.88,9.9,-,6.72,-,13.17,-,11.9,-,7.19,-,18.64,-,15.21,-,16.17,-,13.54,-,Upgrade
21,Current Income Taxes Payable,0.24,0.24,0.55,-,1.95,-,1.02,-,3.41,-,4.16,-,3.81,-,4.64,-,4.47,-,8.46,-,Upgrade
22,Other Current Liabilities,26.09,26.09,20.15,-,-,-,17.35,-,30.78,-,17.12,-,18.86,-,21.72,-,17.11,-,18.74,-,Upgrade
23,Total Current Liabilities,166.42,166.42,177.42,-,210.93,-,209.24,-,248.42,-,238.16,-,256.62,-,229.66,-,202.44,-,204.62,-,Upgrade
24,Long-Term Debt,3.63,3.63,10.79,-,-,-,8.75,-,-,-,-,-,21.85,-,20.05,-,18.01,-,20.23,-,Upgrade
25,Long-Term Leases,-,-,2.69,-,13.36,-,15.86,-,24.54,-,6.35,-,2.52,-,5.31,-,25.71,-,9.33,-,Upgrade
26,Long-Term Deferred Tax Liabilities,8.31,8.31,8.61,-,8.28,-,8.85,-,6.52,-,6.52,-,7.99,-,7.99,-,6.76,-,7.31,-,Upgrade
27,Total Liabilities,178.36,178.36,199.52,-,232.57,-,242.69,-,279.48,-,251.03,-,288.98,-,263.01,-,252.91,-,241.48,-,Upgrade
28,Common Stock,106.32,106.32,106.32,-,100.84,-,100.84,-,100.84,-,100.84,-,100.84,-,100.84,-,100.84,-,100.84,-,Upgrade
29,Retained Earnings,-87.05,-87.05,-,-,-47.29,-,-,-,3.83,-,25.04,-,101.5,-,108.12,-,208.42,-,208.95,-,Upgrade
30,Comprehensive Income & Other,-10.33,-10.33,-72.06,-,35.62,-,-43.04,-,1.11,-,4.41,-,0.75,-,-0.62,-,-13.21,-,-10.1,-,Upgrade
31,Shareholders' Equity,8.94,8.94,34.26,89.17,89.17,57.81,57.81,-,105.78,130.29,130.29,-,203.09,208.35,208.35,-,296.05,299.69,299.69,-,Upgrade
32,Total Liabilities & Equity,187.31,187.31,233.78,-,321.74,-,300.5,-,385.26,-,381.32,-,492.07,-,471.36,-,548.97,-,541.17,-,Upgrade
33,Total Debt,124.58,124.58,144.93,159.35,159.35,180.9,180.9,-,181.22,161.29,161.29,-,191.51,200.15,200.15,-,203.08,181.16,181.16,-,Upgrade
34,Net Cash (Debt),-123.93,-123.93,-141.91,-157.35,-157.35,-179.63,-179.63,-,-177.79,-159.25,-159.25,-,-181.95,-198.6,-198.6,-,-196.97,-152.04,-152.04,-,Upgrade
35,Net Cash Per Share,-1.50,-1.50,-1.65,-1.86,-1.97,-2.25,-2.25,-,-2.22,-1.99,-1.99,-,-2.27,-2.48,-2.48,-,-2.46,-1.90,-1.90,-,Upgrade
36,Filing Date Shares Outstanding,87,87,87,84.42,87,80,80,80.02,80,80,80,80,80,80,80,80,80,80,80,80,Upgrade
37,Total Common Shares Outstanding,87,87,87,84.42,87,80,80,80.02,80,80,80,80,80,80,80,80,80,80,80,80,Upgrade
38,Working Capital,-129.12,-129.12,-123.75,-,-93.87,-,-126.7,-,-92.63,-,-72.6,-,0.61,-,7.25,-,93.54,-,85.66,-,Upgrade
39,Book Value Per Share,0.10,0.10,0.39,1.02,1.02,0.72,0.72,-,1.32,1.63,1.63,-,2.54,2.60,2.60,-,3.70,3.75,3.75,-,Upgrade
40,Tangible Book Value,8.94,8.94,34.08,88.94,88.94,57.51,57.51,-,105.41,129.84,129.84,-,202.59,207.8,207.8,-,295.49,299.07,299.07,-,Upgrade
41,Tangible Book Value Per Share,0.10,0.10,0.39,1.02,1.02,0.72,0.72,-,1.32,1.62,1.62,-,2.53,2.60,2.60,-,3.69,3.74,3.74,-,Upgrade
42,Machinery,-,-,205.62,-,-,-,230.23,-,-,-,255.46,-,-,-,258.48,-,-,-,265.38,-,Upgrade
43,Leasehold Improvements,-,-,20.88,-,-,-,20.94,-,-,-,20.23,-,-,-,19.2,-,-,-,14.28,-,Upgrade
