,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,41.89,46.87,62.31,63.47,39.05,29.64,49.89,51.62,97.62,84.6,Upgrade
1,Short-Term Investments,5.44,0.19,9.25,0.19,12.88,0.2,2.74,0.08,1.03,0.09,Upgrade
2,Trading Asset Securities,-,-,-,-,-,2.7,-,-,-,5.3,Upgrade
3,Cash & Short-Term Investments,47.32,47.06,71.56,63.66,51.93,32.55,52.63,51.7,98.65,89.99,Upgrade
4,Cash Growth,-33.87%,-26.08%,37.80%,95.60%,-1.34%,-37.05%,-46.65%,-42.54%,20.60%,46.02%,Upgrade
5,Accounts Receivable,25.44,25.34,24.43,27.38,25.69,32.99,17.61,16.91,10.51,13.77,Upgrade
6,Other Receivables,-,3.53,-,7.74,-,9.33,-,1.84,-,0.94,Upgrade
7,Receivables,25.44,28.87,24.43,35.11,25.69,42.32,17.61,18.76,10.51,14.71,Upgrade
8,Inventory,104.35,104.55,104.59,104.93,104.93,104.97,61.83,62.67,27.78,35.65,Upgrade
9,Other Current Assets,0.24,3.09,0.24,0.66,0.24,0.34,0.24,0.98,0.51,0.51,Upgrade
10,Total Current Assets,177.34,183.57,200.81,204.36,182.79,180.17,132.31,134.11,137.44,140.86,Upgrade
11,"Property, Plant & Equipment",0.74,0.92,0.96,1.08,0.77,0.96,1.28,1.07,1.23,1.22,Upgrade
12,Goodwill,19.97,19.97,19.97,19.97,19.97,19.97,4.82,4.82,4.82,4.82,Upgrade
13,Other Intangible Assets,0.02,0.02,0.01,0.23,32.07,43.41,36.35,37.72,34.87,42.76,Upgrade
14,Long-Term Deferred Tax Assets,4.78,4.78,3.5,3.5,8.38,8.38,4.8,4.76,5.43,5.43,Upgrade
15,Other Long-Term Assets,1.08,1.08,1.47,1.47,1.59,1.59,2.09,2.7,4.56,5.49,Upgrade
