,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,43,46,58,46,69,110,96,124,139,124,101,Upgrade
1,Market Cap Growth,0%,0%,-16.67%,-57.89%,-27.27%,-11.63%,-31.25%,0%,37.62%,-74.62%,-67.89%,Upgrade
2,Enterprise Value,10,12,-7,-9,40,109,55,87,46,56,59,Upgrade
3,Last Close Price,0.01,0.02,0.02,0.02,0.02,0.04,0.03,0.04,0.05,0.04,0.04,Upgrade
4,PS Ratio,0.56,0.60,0.75,0.61,0.86,1.55,2.47,4.87,3.37,2.23,2.06,Upgrade
5,PB Ratio,0.40,0.37,0.45,0.34,0.51,0.73,0.56,0.76,0.84,0.75,0.61,Upgrade
6,P/TBV Ratio,0.53,0.53,0.64,0.45,0.68,1.74,1.60,1.40,1.55,1.30,1.20,Upgrade
7,P/FCF Ratio,-,-,-,-,-,-22.69,-,-,-,-22.78,-,Upgrade
8,P/OCF Ratio,-,-,-,-,-,-21.97,-,-,-,-24.67,-,Upgrade
9,EV/Sales Ratio,0.13,0.15,-,-,0.50,1.54,1.43,3.41,1.11,1.00,1.21,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,4.31,-,-,-,-,-,-,Upgrade
11,EV/EBIT Ratio,-,-,-,-,4.72,-,-,-,-,-,-,Upgrade
12,EV/FCF Ratio,-0.45,-,-,-,-,-22.58,-,-,-,-10.20,-,Upgrade
13,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.00,-,0.00,-,-,-,0.01,Upgrade
14,Return on Capital Employed (ROCE),-,-,-,-,6.13%,-,-,-,-,-,-,Upgrade
15,Earnings Yield,-26.50%,-24.85%,-18.50%,-56.50%,-35.94%,-9.59%,-13.27%,-5.42%,-5.52%,-13.91%,-14.38%,Upgrade
16,FCF Yield,-51.21%,-48.01%,-31.69%,-9.70%,6.13%,-4.41%,-16.61%,-47.77%,-28.72%,-4.39%,-23.45%,Upgrade
17,Buyback Yield / Dilution,-,-,-,-,-,-0.05%,-0.24%,-0.30%,-0.11%,-,Upgrade,
18,Total Shareholder Return,-,-,-,-,-,-0.05%,-0.24%,-0.30%,-0.11%,-,Upgrade,
