,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,5422,3281,5658,7647,11343,14604,20552,27465,25317,18323,13064,Upgrade
1,Market Cap Growth,-57.09%,-57.09%,-50.12%,-47.64%,-44.81%,-46.83%,-18.82%,49.89%,93.79%,39.37%,49.31%,Upgrade
2,Enterprise Value,9469,7621,9786,11755,15978,21169,26829,38060,36156,32483,26352,Upgrade
3,Last Close Price,2.89,1.63,2.70,3.51,4.80,6.14,8.09,10.77,9.67,6.82,5.20,Upgrade
4,PE Ratio,19.25,11.00,8.97,6.14,7.11,18.73,-,10.08,13.12,13.16,7.93,Upgrade
5,Forward PE,16.23,4.32,3.65,3.61,4.32,4.65,6.00,9.90,12.10,8.67,8.67,Upgrade
6,PS Ratio,0.08,0.04,0.07,0.09,0.14,0.40,-,0.28,0.31,0.27,0.19,Upgrade
7,PB Ratio,0.37,0.21,0.36,0.49,0.68,0.89,1.17,1.76,1.73,1.46,1.12,Upgrade
8,P/TBV Ratio,0.33,0.33,0.55,0.74,1.03,1.39,1.82,2.59,2.63,2.21,1.77,Upgrade
9,P/FCF Ratio,16.68,10.09,8.68,12.47,3.52,4.81,-,4.01,4.46,5.93,4.87,Upgrade
10,P/OCF Ratio,2.13,2.13,2.80,3.25,2.37,3.95,-,3.37,3.72,4.27,2.84,Upgrade
11,PEG Ratio,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,Upgrade
12,EV/Sales Ratio,0.13,0.10,0.12,0.14,0.20,0.58,-,0.39,0.45,0.48,0.38,Upgrade
13,EV/EBITDA Ratio,4.97,5.45,5.29,4.03,4.40,11.81,-,7.71,9.22,9.42,7.01,Upgrade
14,EV/EBIT Ratio,15.52,15.28,11.05,6.09,6.05,16.33,-,9.63,12.18,12.64,8.94,Upgrade
15,EV/FCF Ratio,29.13,23.45,15.01,19.18,4.96,6.97,-,5.56,6.36,10.50,9.81,Upgrade
16,Debt / Equity Ratio,0.36,0.36,0.40,0.36,0.38,0.51,0.50,0.68,0.99,1.18,1.41,Upgrade
17,Debt / FCF Ratio,16.86,16.86,9.68,9.23,1.98,2.73,-,1.55,2.56,4.82,6.15,Upgrade
18,Return on Capital Employed (ROCE),2.60%,2.60%,4.43%,9.94%,12.89%,6.20%,-,19.77%,13.37%,13.73%,16.86%,Upgrade
19,Earnings Yield,5.50%,9.09%,11.15%,16.29%,14.07%,5.34%,-,9.92%,7.62%,7.60%,12.61%,Upgrade
20,FCF Yield,6.00%,9.91%,11.52%,8.02%,28.42%,20.79%,-,24.94%,22.44%,16.88%,20.55%,Upgrade
21,Dividend Yield,4.21%,7.30%,6.40%,3.23%,-,-,-,-,3.54%,-,-,Upgrade
22,Buyback Yield / Dilution,1.18%,1.08%,1.30%,1.01%,-,0.46%,-,-6.68%,-7.67%,-0.64%,-0.11%,Upgrade
23,Total Shareholder Return,5.40%,8.38%,7.70%,4.24%,-,0.46%,-,-6.68%,-4.13%,-0.64%,-0.11%,Upgrade
