,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,31036,37734,35684,40632,31392,-,40494,40405,27732,33353,Upgrade
1,Other Revenue,-,-,-,-,-,-,-,34.67,29.59,248.59,Upgrade
2,Revenue,31036,37734,35684,40632,31392,-,40494,40440,27761,33602,Upgrade
3,Revenue Growth (YoY),-13.03%,-7.13%,13.67%,-,-22.48%,-,45.87%,20.35%,-4.62%,10.54%,Upgrade
4,Cost of Revenue,28452,35339,32262,37324,28311,-,36795,36837,25233,30510,Upgrade
5,Gross Profit,2584,2394,3423,3309,3081,-,3699,3603,2528,3092,Upgrade
6,"Selling, General & Admin",2420,3018,2874,3007,2628,-,2545,2500,2034,2276,Upgrade
7,Other Operating Expenses,-53.61,-869.97,-8.3,-927.37,-654.07,-,-656.12,-373.59,-527.38,-503.91,Upgrade
8,Operating Expenses,2367,2148,2865,2080,1974,-,1889,2126,1506,1772,Upgrade
9,Operating Income,217.65,246.53,557.21,1229,1107,-,1810,1477,1022,1320,Upgrade
10,Interest Expense,-148.02,-158.9,-168.53,-152.17,-168.52,-,-279.17,-299.98,-375.53,-401.61,Upgrade
11,Interest & Investment Income,21.98,19.35,18.07,12.75,22.89,-,27.65,32.24,14.11,10.53,Upgrade
12,Earnings From Equity Investments,50.02,53.51,52.76,45.8,43.69,-,39.29,21.19,24.54,7.73,Upgrade
13,Currency Exchange Gain (Loss),0.13,0.1,7.54,-24.12,-53.3,-,-4.64,245.17,-26.53,66.79,Upgrade
14,EBT Excluding Unusual Items,141.76,160.59,467.05,1111,951.49,-,1593,1476,658.5,1004,Upgrade
15,Gain (Loss) on Sale of Investments,-11.28,45.52,-0.19,25.33,-1.28,-,0.56,3.1,-10.26,1.19,Upgrade
16,Gain (Loss) on Sale of Assets,-4.3,-17.8,85.15,-8.29,-5.72,-,0.21,-7.68,20.22,14.57,Upgrade
17,Pretax Income,126.18,188.31,552,1128,944.49,-,1594,1471,668.47,1019,Upgrade
18,Income Tax Expense,24.73,27.39,127.18,352.27,249.1,-,393.34,361.05,162.66,232.62,Upgrade
19,Earnings From Continuing Operations,101.45,160.93,424.82,775.91,695.39,-,1200,1110,505.81,786.8,Upgrade
20,Earnings From Discontinued Operations,-,-,-,-,-,-,46.39,51.32,65.91,-,Upgrade
21,Net Income to Company,101.45,160.93,424.82,775.91,695.39,-,1247,1161,571.72,786.8,Upgrade
22,Minority Interest in Earnings,10,5.11,-18.28,-29.84,-29.64,-,-75.34,-66.37,-41.75,-47.95,Upgrade
23,Net Income,111.45,166.04,406.54,746.07,665.75,-,1172,1095,529.97,738.85,Upgrade
24,Net Income to Common,111.45,166.04,406.54,746.07,665.75,-,1172,1095,529.97,738.85,Upgrade
25,Net Income Growth,-72.59%,-77.75%,-38.93%,-,-43.17%,-,121.05%,48.20%,-27.81%,39.48%,Upgrade
26,Shares Outstanding (Basic),1928,1936,1949,1965,1968,-,1975,1972,1848,1840,Upgrade
27,Shares Outstanding (Diluted),1928,1940,1949,1965,1969,-,1978,1987,1854,1846,Upgrade
28,Shares Change (YoY),-1.08%,-1.30%,-1.01%,-,-0.46%,-,6.68%,7.67%,0.64%,0.11%,Upgrade
29,EPS (Basic),0.06,0.09,0.21,0.38,0.34,-,0.59,0.56,0.29,0.40,Upgrade
30,EPS (Diluted),0.06,0.08,0.21,0.38,0.34,-,0.59,0.56,0.29,0.40,Upgrade
31,EPS Growth,-72.29%,-79.01%,-38.33%,-,-42.95%,-,107.68%,38.82%,-28.49%,38.77%,Upgrade
32,Free Cash Flow,19.15,283.37,308.33,258.97,2592,-,3288,2408,2377,441.86,Upgrade
33,Free Cash Flow Per Share,0.01,0.15,0.16,0.13,1.32,-,1.66,1.21,1.28,0.24,Upgrade
34,Dividend Per Share,0.059,0.052,0.105,-,-,-,-,0.288,-,-,Upgrade
35,Dividend Growth,-43.81%,-,-,-,-,-,-,-,-,-,Upgrade
36,Operating Margin,0.70%,0.65%,1.56%,3.02%,3.53%,-,4.47%,3.65%,3.68%,3.93%,Upgrade
37,Profit Margin,0.36%,0.44%,1.14%,1.84%,2.12%,-,2.89%,2.71%,1.91%,2.20%,Upgrade
38,Free Cash Flow Margin,0.06%,0.75%,0.86%,0.64%,8.26%,-,8.12%,5.95%,8.56%,1.31%,Upgrade
39,EBITDA,637.13,663.81,1016,1684,1530,-,2229,1877,1424,1717,Upgrade
40,D&A For EBITDA,419.49,417.27,459.18,455.1,423.59,436.42,419.38,399.81,402.44,396.85,Upgrade
41,EBIT,217.65,246.53,557.21,1229,1107,-,1810,1477,1022,1320,Upgrade
42,Revenue as Reported,31036,37734,35684,40632,31392,-,40494,40440,27761,33602,Upgrade
