,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,868,614,626,947,1409,1634,1803,2170,1803,1240,1355,Upgrade
1,Market Cap Growth,-35.12%,-35.12%,-55.60%,-42.07%,-21.88%,-24.68%,0%,75.00%,33.07%,-27.21%,-11.98%,Upgrade
2,Enterprise Value,14183,15151,17825,19416,21946,19861,19214,18221,13596,8527,8537,Upgrade
3,Last Close Price,0.15,0.11,0.11,0.17,0.24,0.28,0.31,0.37,0.31,0.21,0.21,Upgrade
4,PE Ratio,2.34,1.66,1.18,3.57,6.67,7.03,20.09,3.39,1.83,1.85,1.90,Upgrade
5,PS Ratio,0.04,0.03,0.04,0.11,0.13,0.17,0.30,0.22,0.20,0.29,0.20,Upgrade
6,PB Ratio,0.08,0.04,0.04,0.07,0.10,0.11,0.12,0.15,0.13,0.11,0.12,Upgrade
7,P/TBV Ratio,0.06,0.06,0.06,0.09,0.13,0.15,0.16,0.20,0.17,0.13,0.15,Upgrade
8,P/FCF Ratio,0.28,0.19,0.21,1.83,3.01,1.12,-3.70,-,-,-,-3.34,Upgrade
9,P/OCF Ratio,0.19,0.19,0.20,1.53,2.28,1.00,-5.46,-,-,-,-6.98,Upgrade
10,EV/Sales Ratio,0.67,0.72,1.12,2.18,2.10,2.10,3.15,1.82,1.54,2.00,1.23,Upgrade
11,EV/EBITDA Ratio,5.81,7.03,22.18,31.23,11.61,11.08,38.86,9.41,7.59,7.93,3.57,Upgrade
12,EV/EBIT Ratio,6.28,7.59,27.04,39.46,12.58,12.16,55.96,10.00,8.19,8.77,3.71,Upgrade
13,EV/FCF Ratio,4.49,4.80,5.98,37.46,46.88,13.55,-39.40,-,-,-,-21.03,Upgrade
14,Debt / Equity Ratio,0.78,0.78,0.88,1.20,1.35,1.55,1.57,1.29,1.41,0.96,0.72,Upgrade
15,Debt / FCF Ratio,3.50,3.50,4.19,31.48,40.20,15.06,-46.99,-,-,-,-21.00,Upgrade
16,Return on Capital Employed (ROCE),10.32%,10.32%,3.02%,2.06%,6.83%,5.32%,1.06%,5.98%,5.69%,5.03%,12.41%,Upgrade
17,Earnings Yield,42.76%,60.41%,84.43%,28.03%,14.98%,14.22%,4.98%,29.50%,54.52%,54.16%,52.59%,Upgrade
18,FCF Yield,363.59%,513.69%,476.47%,54.75%,33.23%,89.68%,-27.04%,-227.52%,-444.65%,-339.51%,-29.95%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-0.00%,0.67%,1.99%,2.27%,1.04%,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,-0.00%,0.67%,1.99%,2.27%,1.04%,Upgrade,
