,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,2221,1328,1024,3007,3007,3551,3231,3071,3071,4703,4223,Upgrade
1,Market Cap Growth,-55.85%,-55.85%,-65.96%,-15.32%,-6.93%,15.62%,5.21%,-34.69%,-27.27%,8.89%,52.08%,Upgrade
2,Enterprise Value,4666,3718,3214,5044,4909,5413,5094,5069,4964,6864,5242,Upgrade
3,Last Close Price,0.69,0.41,0.32,0.94,0.94,1.11,1.01,0.96,0.96,1.47,1.32,Upgrade
4,PE Ratio,-,-7.89,-,-9.92,-,160.12,-,20.97,-,-,42.83,Upgrade
5,PS Ratio,6.11,3.67,2.90,8.80,8.54,19.72,-,17.79,-,13.28,11.17,Upgrade
6,PB Ratio,1.18,0.44,0.33,0.93,0.93,0.97,0.84,0.81,0.86,1.41,1.23,Upgrade
7,P/FCF Ratio,25.05,-,9.82,-,-,143.29,-,-,-,-,65.55,Upgrade
8,P/OCF Ratio,14.88,-,9.82,-,-,143.29,-,-,-,-,65.55,Upgrade
9,EV/Sales Ratio,12.91,10.29,9.11,14.76,13.94,30.06,-,29.36,-,19.38,13.86,Upgrade
10,EV/EBITDA Ratio,27.30,21.26,17.78,34.30,38.83,115.46,-,-,-,121.26,97.90,Upgrade
11,EV/EBIT Ratio,27.69,21.35,17.87,34.52,39.12,116.74,-,-,-,117.22,127.29,Upgrade
12,EV/FCF Ratio,52.61,-,30.84,-,-,218.42,-,-,-,-,81.38,Upgrade
13,Debt / Equity Ratio,0.88,0.88,0.87,0.78,0.73,0.60,0.56,0.58,0.60,0.64,0.69,Upgrade
14,Debt / FCF Ratio,30.12,-,25.87,-,-,89.48,-,-,-,-,37.04,Upgrade
15,Earnings Yield,-7.58%,-12.68%,-12.63%,-10.08%,-10.64%,0.62%,-,4.77%,-,2.02%,2.33%,Upgrade
16,FCF Yield,3.99%,6.72%,10.18%,-5.34%,-3.54%,0.70%,-,-1.37%,-,0.34%,1.53%,Upgrade
17,Buyback Yield / Dilution,31.35%,-,-0.02%,-,-2.11%,-,-,-,-42.86%,-100.07%,Upgrade,
18,Total Shareholder Return,31.35%,-,-0.02%,-,-2.11%,-,-,-,-42.86%,-100.07%,Upgrade,
