,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Property Management Fees,178.21,183.13,169.51,172.22,180.06,-,169.32,-,152.22,196.32,Upgrade
1,Other Revenue,-,-,-,-,-,-,3.33,-,1.44,4.27,Upgrade
2,Total Revenue,178.21,183.13,169.51,172.22,180.06,-,172.65,-,153.66,200.59,Upgrade
3,Revenue Growth (YoY,5.14%,6.34%,-5.86%,-,4.29%,-,12.36%,-,-13.48%,6.69%,Upgrade
4,Property Expenses,57.97,51,57.98,57.8,64.66,-,70.23,-,63.25,92.52,Upgrade
5,"Selling, General & Administrative",-,-0.04,-,-0.22,0.22,-,0.46,-,0.94,1.81,Upgrade
6,Depreciation & Amortization,1.31,1.26,1.28,1.39,1.82,-,1.98,-,2.11,11.93,Upgrade
7,Other Operating Expenses,54.69,14.06,40.34,32.11,60.9,-,107.4,-,53.35,79.76,Upgrade
8,Total Operating Expenses,116.92,70.3,102.48,93.11,133.69,-,180.15,-,118.64,177.06,Upgrade
9,Operating Income,61.29,112.83,67.03,79.11,46.37,-,-7.5,-,35.03,23.53,Upgrade
10,Interest Expense,-68.13,-85.51,-62.58,-83.72,-53.12,-,-54.18,-,-58.5,-39.28,Upgrade
11,Interest & Investment Income,7.54,23.77,2.84,2.8,2.33,-,2.56,-,1.45,1.81,Upgrade
12,Currency Exchange Gain (Loss),-,-5.98,5.98,-,-,-,4.44,-,-,32.46,Upgrade
13,Other Non-Operating Income,-,-5.61,-,-3.01,15.93,-,-,-,-,-,Upgrade
14,EBT Excluding Unusual Items,0.7,39.51,13.26,-4.82,11.51,-,-54.68,-,-22.03,18.53,Upgrade
15,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,0.15,1.76,Upgrade
16,Gain (Loss) on Sale of Assets,-,-,-,-,3.81,-,-,-,-,-,Upgrade
17,Asset Writedown,-,-156.06,33.35,-357.86,13.08,-,80.49,-,40.89,159.29,Upgrade
18,Pretax Income,0.7,-116.55,46.61,-362.68,28.4,-,25.8,-,19.01,179.57,Upgrade
19,Income Tax Expense,0.42,52.03,7.33,-20.38,6.22,-,21.1,-,13.41,78.31,Upgrade
20,Earnings From Continuing Operations,0.28,-168.58,39.28,-342.31,22.18,-,4.7,-,5.61,101.26,Upgrade
21,Earnings From Discontinued Operations,-,-,-,-,-,-,142.05,-,-12.23,-,Upgrade
22,Net Income to Company,0.28,-168.58,39.28,-342.31,22.18,-,146.75,-,-6.62,101.26,Upgrade
23,Minority Interest in Earnings,-,-,-,-,-,-,-0.3,-,-0.07,0.31,Upgrade
24,Net Income,0.28,-168.58,39.28,-342.31,22.18,-,146.45,-,-6.7,101.57,Upgrade
25,Net Income to Common,0.28,-168.58,39.28,-342.31,22.18,-,146.45,-,-6.7,101.57,Upgrade
26,Net Income Growth,-99.28%,-,77.08%,-,-84.86%,-,-,-,-,381.97%,Upgrade
27,Basic Shares Outstanding,3199,3199,3199,3199,3199,-,3199,-,3199,3199,Upgrade
28,Diluted Shares Outstanding,3199,3199,4660,3199,4659,-,4563,-,4563,5932,Upgrade
29,Shares Change (YoY),-31.35%,-,0.02%,-,2.11%,-,-,-,42.86%,100.07%,Upgrade
30,EPS (Basic),0.00,-0.05,0.01,-0.11,0.01,-,0.05,-,-0.00,0.03,Upgrade
31,EPS (Diluted),0.00,-0.05,0.01,-0.11,0.00,-,0.03,-,-0.00,0.02,Upgrade
32,EPS Growth,-98.98%,-,74.58%,-,-84.74%,-,-,-,-,143.80%,Upgrade
33,Operating Margin,34.39%,61.61%,39.54%,45.94%,25.75%,-,-4.35%,-,22.79%,11.73%,Upgrade
34,Profit Margin,0.16%,-92.05%,23.17%,-198.77%,12.32%,-,84.82%,-,-4.36%,50.63%,Upgrade
35,Free Cash Flow Margin,-24.87%,72.92%,-17.30%,-76.15%,13.76%,-,-24.44%,-,-31.18%,31.87%,Upgrade
36,EBITDA,61.68,113.22,67.52,79.53,46.89,-,-7.02,-,35.57,21.03,Upgrade
37,D&A For Ebitda,0.38,0.39,0.5,0.42,0.52,1.95,0.49,5.34,0.55,-2.5,Upgrade
38,EBIT,61.29,112.83,67.03,79.11,46.37,-,-7.5,-,35.03,23.53,Upgrade
