,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,34.91,43.36,57.09,62.06,76.17,76.8,91.92,93.69,89.5,63.67
1,Cash & Short-Term Investments,34.91,43.36,57.09,62.06,76.17,76.8,91.92,93.69,89.5,63.67
2,Cash Growth,-38.85%,-30.13%,-25.05%,-19.20%,-17.13%,-18.02%,2.70%,47.15%,61.56%,7.06%
3,Accounts Receivable,3.04,3.9,3.37,3.09,3.66,3.53,4.19,3.26,4.38,3.44
4,Other Receivables,-,-,-,-,0.71,0.71,-,-,-,-
5,Receivables,3.04,3.9,3.37,3.09,4.37,4.24,4.19,3.26,4.38,3.44
6,Inventory,37.31,41.13,41.06,43.64,48.3,57.83,48.74,47.65,37.59,36.4
7,Prepaid Expenses,15.51,17.32,14.61,19.46,14.62,14.88,14.42,18.12,9.9,14.47
8,Total Current Assets,90.77,105.71,116.13,128.24,143.46,153.75,159.27,162.72,141.36,117.98
9,"Property, Plant & Equipment",23.17,30.51,45.86,53.08,66.21,80.97,47.66,42.05,40.42,66.29
10,Long-Term Deferred Tax Assets,4.84,4.84,5.18,5.18,5.31,5.31,5.9,5.9,4.83,4.83
11,Other Long-Term Assets,3.82,4.13,9.19,9.79,9.63,10.45,6.38,3.6,11.56,10.39
12,Total Assets,122.59,145.18,176.36,196.3,224.61,250.49,219.21,214.26,198.17,199.48
13,Accounts Payable,2.36,2.29,2.88,5.2,2.51,10.4,4.08,8.82,1.3,4.46
14,Current Portion of Leases,19.8,28.3,34.88,36.78,35.2,40.33,21.39,25.29,19.62,40.01
15,Current Income Taxes Payable,1.09,1.09,0.21,0.21,-,-,5.08,5.08,1.12,1.12
16,Current Unearned Revenue,-,17.25,-,13.21,-,21.3,-,24.13,-,19.31
17,Other Current Liabilities,36.13,16.06,30.95,14.55,40.76,21.95,53.17,19.9,61.72,19.53
18,Total Current Liabilities,59.38,64.99,68.92,69.94,78.48,93.99,83.73,83.21,83.75,84.42
19,Long-Term Leases,6.92,10.89,20.36,30.12,28.09,36.07,18.2,11.68,12.44,12.44
20,Other Long-Term Liabilities,2.69,4.6,6.52,6.52,6.8,5.69,6.13,3.73,4.22,3.82
21,Total Liabilities,69,80.47,95.8,106.58,113.37,135.75,108.06,98.63,100.41,100.68
22,Common Stock,110.34,110.34,110.34,110.34,110.34,110.34,110.34,110.34,110.34,110.34
23,Retained Earnings,-56.74,-45.63,-29.78,-20.62,0.91,4.4,0.82,5.3,-12.58,-11.53
24,Shareholders' Equity,53.6,64.71,80.56,89.72,111.24,114.73,111.15,115.63,97.76,98.81
25,Total Liabilities & Equity,122.59,145.18,176.36,196.3,224.61,250.49,219.21,214.26,198.17,199.48
26,Total Debt,26.73,39.19,55.25,66.89,63.29,76.4,39.59,36.97,32.06,52.45
27,Net Cash (Debt),8.18,4.17,1.85,-4.83,12.88,0.4,52.33,56.72,57.44,11.22
28,Net Cash Growth,343.52%,-,-85.67%,-,-75.39%,-99.29%,-8.90%,405.35%,-,-79.77%
29,Net Cash Per Share,0.01,0.01,0.00,-0.01,0.02,0.00,0.07,0.07,0.07,0.01
30,Filing Date Shares Outstanding,800,800,800,800,800,800,800,800,800,800
31,Total Common Shares Outstanding,800,800,800,800,800,800,800,800,800,800
32,Working Capital,31.39,40.72,47.21,58.3,64.98,59.76,75.54,79.51,57.61,33.56
33,Book Value Per Share,0.07,0.08,0.10,0.11,0.14,0.14,0.14,0.14,0.12,0.12
34,Tangible Book Value,53.6,64.71,80.56,89.72,111.24,114.73,111.15,115.63,97.76,98.81
35,Tangible Book Value Per Share,0.07,0.08,0.10,0.11,0.14,0.14,0.14,0.14,0.12,0.12
36,Machinery,-,68.59,-,9.13,-,8.61,-,7.93,-,16.18
37,Leasehold Improvements,-,8.57,-,66.01,-,68.99,-,62.06,-,75.63
