,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,4342,3952,4646,6174,7542,14975,16240,17873,22341,28011,18058,Upgrade
1,Market Cap Growth,-36.00%,-36.00%,-38.40%,-58.77%,-53.56%,-16.22%,-27.31%,-36.19%,23.72%,11.96%,29.70%,Upgrade
2,Enterprise Value,4736,4430,5328,5734,6809,13742,15869,16935,21501,27550,17931,Upgrade
3,Last Close Price,2.44,2.22,2.55,3.36,4.03,7.96,8.79,9.68,11.84,15.77,10.06,Upgrade
4,PE Ratio,30.02,27.21,-,29.24,30.81,34.50,17.32,12.44,18.74,24.87,18.38,Upgrade
5,Forward PE,14.20,11.92,8.23,8.48,7.14,9.91,9.28,10.80,13.83,19.23,14.37,Upgrade
6,PS Ratio,0.54,0.49,0.57,0.75,0.86,1.61,1.54,1.77,2.36,3.43,2.40,Upgrade
7,PB Ratio,0.70,0.63,0.73,0.97,1.20,2.14,2.68,2.86,3.65,6.06,3.97,Upgrade
8,P/TBV Ratio,0.72,0.72,0.84,1.12,1.32,2.42,3.08,3.30,4.22,7.45,4.85,Upgrade
9,P/FCF Ratio,10.41,9.48,-10.95,-,-,-,21.03,-,27.25,22.36,22.32,Upgrade
10,P/OCF Ratio,4.46,4.46,18.77,-,-18.66,-,12.35,37.13,16.64,17.21,16.63,Upgrade
11,PEG Ratio,0.69,0.69,0.69,0.69,0.69,0.69,0.56,0.63,0.55,0.81,0.42,Upgrade
12,EV/Sales Ratio,0.58,0.55,0.66,0.69,0.77,1.48,1.51,1.68,2.27,3.37,2.38,Upgrade
13,EV/EBITDA Ratio,9.44,8.35,9.49,8.50,9.95,15.85,10.82,10.67,13.44,15.95,11.95,Upgrade
14,EV/EBIT Ratio,17.83,14.56,15.70,12.57,14.83,22.33,13.11,12.37,15.34,17.84,13.32,Upgrade
15,EV/FCF Ratio,11.36,10.62,-12.55,-,-,-,20.55,-,26.23,21.99,22.16,Upgrade
16,Debt / Equity Ratio,0.43,0.43,0.42,0.44,0.28,0.21,0.26,0.22,0.21,0.25,0.30,Upgrade
17,Debt / FCF Ratio,6.39,6.39,-6.27,-,-,-,2.07,-,1.57,0.94,1.67,Upgrade
18,Return on Capital Employed (ROCE),4.71%,4.71%,5.18%,6.95%,6.55%,7.75%,17.50%,19.59%,20.15%,25.33%,22.57%,Upgrade
19,Earnings Yield,3.35%,3.68%,4.14%,3.42%,3.25%,2.90%,5.77%,8.04%,5.34%,4.02%,5.44%,Upgrade
20,FCF Yield,9.61%,10.55%,-9.14%,-16.05%,-13.93%,-0.07%,4.75%,-0.05%,3.67%,4.47%,4.48%,Upgrade
21,Buyback Yield / Dilution,0.42%,1.11%,-0.28%,-0.25%,-3.75%,-4.29%,-2.36%,-5.17%,-4.17%,-1.91%,-11.91%,Upgrade
22,Total Shareholder Return,2.46%,1.11%,-0.28%,-0.25%,-3.75%,-4.29%,-2.36%,-5.17%,-4.17%,-1.91%,-11.91%,Upgrade
